x_norm,y_norm,sigma_MPa
0.100595,0.208696,8.257930
0.667954,0.614228,2.418555
0.938659,0.458042,3.457784
0.257787,0.442120,6.066159
0.616251,0.584695,0.827813
0.260107,0.526717,2.121175
0.711633,0.638092,-3.492603
0.376962,0.626120,-2.977076
0.517179,0.381305,-5.453177
0.600472,0.791643,0.077459
0.496736,0.451335,0.427204
0.571186,0.322885,6.740399
0.129567,0.126000,-3.454346
0.473255,0.741729,0.469782
0.512518,0.636033,0.735993
0.052481,0.676696,3.681641
0.978287,0.500673,-6.277781
0.132832,0.285294,-1.484682
0.008112,0.597291,3.337916
0.315946,0.122175,-0.128192
0.342650,0.644823,-3.532257
0.635696,0.006399,2.048770
0.374066,0.760262,-3.083567
0.011812,0.801271,-1.821304
0.998666,0.425461,-2.140200
0.976009,0.286816,1.665136
0.591048,0.805732,6.604029
0.951455,0.561689,-2.845100
0.907958,0.980505,7.820128
0.599238,0.147249,2.707286
0.219074,0.344802,0.173657
0.271030,0.693497,-11.134184
0.978226,0.497749,2.088951
0.950728,0.253690,-0.215360
0.023058,0.848070,-0.686662
0.148277,0.944363,0.427349
0.062898,0.643703,3.042399
0.626966,0.676853,5.075438
0.735265,0.852863,2.693097
0.175037,0.137112,-1.488132
0.410189,0.702644,2.722513
0.361846,0.144173,8.521324
0.837913,0.353213,-7.221518
0.604906,0.703060,6.262458
0.262157,0.412100,5.304090
0.972735,0.371205,6.785501
0.439934,0.908383,-0.343020
0.808822,0.651631,-0.988354
0.638100,0.995085,-12.342207
0.422087,0.774666,-0.530913
0.201927,0.108354,6.541784
0.298407,0.818635,-3.806156
0.357754,0.516849,0.260585
0.156989,0.783771,2.302303
0.398762,0.964496,-1.786098
0.488278,0.485109,-4.152614
0.597121,0.756421,0.966723
0.727304,0.883241,-6.514974
0.577713,0.479964,1.431587
0.850085,0.134102,-6.824911
0.084312,0.209135,-1.787947
0.043113,0.160193,-1.164576
0.957259,0.443612,7.935139
0.315639,0.446981,-9.218038
0.435294,0.576366,-6.011423
0.912767,0.565403,-4.054591
0.808185,0.905520,5.231139
0.399778,0.264039,-1.544899
0.750246,0.123987,0.897652
0.623143,0.018576,3.705261
0.908996,0.873875,-6.433703
0.544750,0.385311,5.153835
0.071967,0.043150,0.188885
0.252102,0.242657,-1.010404
0.170572,0.738269,2.908813
0.315485,0.585953,-0.734787
0.712390,0.821958,-1.402297
0.436869,0.318347,-3.598203
0.388031,0.812215,1.747968
0.360668,0.754475,2.199994
0.672866,0.468235,0.908792
0.503844,0.206182,-0.226411
0.160160,0.979081,-5.925025
0.527973,0.470555,5.780338
0.389488,0.498897,-7.163700
0.462026,0.585091,-0.748853
0.428794,0.231767,6.471024
0.281771,0.599058,-3.741414
0.347383,0.191703,6.841569
0.186599,0.206687,3.307245
0.687867,0.212670,-4.733884
0.804473,0.286867,4.978568
0.294086,0.757896,8.912701
0.283313,0.235130,-8.677255
0.407647,0.252095,-2.678926
0.949373,0.970695,0.112687
0.848889,0.966546,1.845929
0.924938,0.007358,0.381870
0.856093,0.036244,-5.586919
0.675205,0.162451,-2.542141
0.046814,0.808542,0.895876
0.550982,0.850975,2.624696
0.816570,0.295654,-9.042712
0.958011,0.157577,3.815897
0.580220,0.944891,-4.850866
0.069179,0.825113,12.965055
0.736362,0.115489,11.892648
0.492222,0.300328,-2.229954
0.422367,0.589732,3.630924
0.469697,0.709211,-3.590498
0.456810,0.069533,-0.364540
0.199367,0.829256,-1.462160
0.814064,0.406232,-6.503267
0.754385,0.904183,9.538396
0.902444,0.891834,8.063738
0.668317,0.781552,-4.568116
0.371647,0.909317,8.964537
0.851955,0.101765,3.034121
0.885932,0.098513,-1.436108
0.081590,0.880952,0.236456
0.278118,0.356345,-9.732769
0.819307,0.946709,-0.685597
0.430853,0.598046,-4.488330
0.310473,0.876334,-0.466415
0.490702,0.455453,-4.514313
0.523660,0.554093,-2.207087
0.403591,0.430884,3.952319
0.799685,0.820093,1.932363
0.299090,0.785848,-8.621213
0.842974,0.880783,-5.982791
0.629674,0.616052,-2.180700
0.143842,0.167904,-3.591142
0.457795,0.671269,6.137928
0.348491,0.345899,-2.852890
0.798383,0.064674,-9.268354
0.561860,0.633423,-2.640525
0.513497,0.905392,-6.395648
0.040780,0.112050,0.873720
0.281935,0.053759,-0.491089
0.173285,0.045378,-11.202358
0.723255,0.492788,1.371992
0.235709,0.958405,-0.087158
0.324151,0.723565,-6.317403
0.700920,0.933776,-7.127122
0.811438,0.084529,-4.906981
0.656151,0.454246,1.305230
0.786837,0.039281,0.887028
0.983231,0.275980,4.454592
0.363786,0.410145,-3.447336
0.159843,0.261618,2.921936
0.627338,0.709337,4.065558
0.975309,0.855943,0.975398
0.430847,0.209730,2.716713
0.259907,0.949669,7.766682
0.571080,0.989756,-1.334053
0.154619,0.844590,2.786199
0.106021,0.455421,3.618922
0.871121,0.464021,7.867470
0.917673,0.519327,2.927212
0.308214,0.353114,5.268330
0.316884,0.372725,1.736381
0.892514,0.356122,2.411735
0.464611,0.145525,-1.548007
0.399664,0.184966,-0.682427
0.161417,0.752592,0.362514
0.552851,0.640261,-5.948655
0.908334,0.262547,12.968655
0.558092,0.464596,-3.482627
0.645767,0.868105,-3.710495
0.684339,0.087649,-2.422905
0.717419,0.709486,-7.783340
0.691598,0.768058,-2.221191
0.503861,0.731874,-0.938501
0.681921,0.385056,4.525648
0.732713,0.720313,-3.951919
0.855864,0.575845,1.793087
0.219043,0.702067,5.071407
0.710615,0.078229,6.272553
0.981318,0.274365,2.165316
0.886662,0.617033,7.282955
0.315205,0.789301,-4.973342
0.569877,0.790771,-9.918804
0.147704,0.892782,-0.532914
0.160200,0.812425,0.468261
0.336902,0.262133,-0.732961
0.822236,0.296034,-1.920901
0.240154,0.694128,4.666350
0.651051,0.657657,7.386799
0.696742,0.684176,8.447340
0.427409,0.100445,-1.243659
0.324597,0.630535,-5.419473
0.588548,0.224659,5.602188
0.668276,0.046926,-4.158638
0.604240,0.378110,0.379826
