x_mm,y_mm,z_m
-15.720840,-21.187211,-2.876375336e-07
-15.221766,-21.187211,-1.176682442e-07
-14.722692,-21.187211,-1.569267737e-07
-14.223617,-21.187211,-3.120173446e-08
-13.724543,-21.187211,-4.370333069e-08
-13.225469,-21.187211,-5.736693409e-08
-12.726395,-21.187211,1.789769046e-07
-12.227320,-21.187211,4.399578412e-08
-11.728246,-21.187211,2.323452703e-07
-11.229172,-21.187211,6.024230677e-08
-10.730097,-21.187211,1.369227491e-07
-10.231023,-21.187211,3.173640810e-07
-9.731949,-21.187211,2.004476647e-07
-9.232874,-21.187211,4.715953662e-07
-8.733800,-21.187211,1.096769719e-07
-8.234726,-21.187211,3.594870685e-07
-7.735652,-21.187211,2.176726528e-07
-7.236577,-21.187211,9.125474318e-08
-6.737503,-21.187211,2.611231049e-07
-6.238429,-21.187211,2.132691171e-07
-5.739354,-21.187211,1.155305093e-07
-5.240280,-21.187211,1.669611430e-07
-4.741206,-21.187211,-6.749228531e-08
-4.242132,-21.187211,1.945134298e-07
-3.743057,-21.187211,-2.451717262e-08
-3.243983,-21.187211,-7.207966092e-08
-2.744909,-21.187211,2.480283554e-07
-2.245834,-21.187211,-9.806262935e-09
-1.746760,-21.187211,-4.546447216e-10
-1.247686,-21.187211,7.939003577e-08
-0.748611,-21.187211,-3.516304389e-08
-0.249537,-21.187211,1.424012498e-07
0.249537,-21.187211,3.985821257e-08
0.748611,-21.187211,1.964291787e-08
1.247686,-21.187211,1.482837650e-07
1.746760,-21.187211,-2.235715048e-07
2.245834,-21.187211,-1.316130194e-07
2.744909,-21.187211,-3.770545358e-08
3.243983,-21.187211,-1.645658155e-08
3.743057,-21.187211,-1.399737283e-07
4.242132,-21.187211,-1.198073327e-07
4.741206,-21.187211,-1.797912307e-07
5.240280,-21.187211,9.659197703e-08
5.739354,-21.187211,-3.346961451e-07
6.238429,-21.187211,-2.637910650e-08
6.737503,-21.187211,-1.067857715e-07
7.236577,-21.187211,2.052310109e-07
7.735652,-21.187211,1.027468413e-07
8.234726,-21.187211,-1.066823495e-07
8.733800,-21.187211,6.832141724e-08
9.232874,-21.187211,5.550454111e-08
9.731949,-21.187211,-4.352311591e-08
10.231023,-21.187211,1.778891314e-07
10.730097,-21.187211,2.462197955e-08
11.229172,-21.187211,-7.888654379e-09
11.728246,-21.187211,1.216742366e-07
12.227320,-21.187211,2.082471535e-07
12.726395,-21.187211,-8.039562561e-10
13.225469,-21.187211,5.433465268e-08
13.724543,-21.187211,-7.614708883e-08
14.223617,-21.187211,-1.849487154e-07
14.722692,-21.187211,-1.300052547e-07
15.221766,-21.187211,-4.786681884e-08
15.720840,-21.187211,-3.209499938e-08
-15.720840,-20.514601,8.273194241e-08
-15.221766,-20.514601,5.915290988e-09
-14.722692,-20.514601,4.885335620e-08
-14.223617,-20.514601,1.205858834e-07
-13.724543,-20.514601,-5.450389063e-08
-13.225469,-20.514601,4.406277460e-08
-12.726395,-20.514601,2.680257895e-07
-12.227320,-20.514601,1.501664407e-08
-11.728246,-20.514601,9.772081897e-08
-11.229172,-20.514601,9.169033845e-08
-10.730097,-20.514601,-5.266294552e-08
-10.231023,-20.514601,2.013491696e-07
-9.731949,-20.514601,1.785437592e-07
-9.232874,-20.514601,1.763839086e-08
-8.733800,-20.514601,8.268124208e-08
-8.234726,-20.514601,8.016600424e-08
-7.735652,-20.514601,1.359495426e-07
-7.236577,-20.514601,8.469617080e-08
-6.737503,-20.514601,-7.897119201e-08
-6.238429,-20.514601,9.853974693e-08
-5.739354,-20.514601,1.284041484e-07
-5.240280,-20.514601,1.502703879e-07
-4.741206,-20.514601,1.357972968e-07
-4.242132,-20.514601,-3.557082789e-08
-3.743057,-20.514601,5.983000524e-08
-3.243983,-20.514601,1.454317425e-07
-2.744909,-20.514601,6.291252674e-09
-2.245834,-20.514601,-5.014830009e-08
-1.746760,-20.514601,8.838352069e-09
-1.247686,-20.514601,1.060782667e-07
-0.748611,-20.514601,7.875652363e-08
-0.249537,-20.514601,-6.116807032e-09
0.249537,-20.514601,-6.538134586e-08
0.748611,-20.514601,-1.012739660e-07
1.247686,-20.514601,-2.092530739e-07
1.746760,-20.514601,-4.228001204e-08
2.245834,-20.514601,-6.852511061e-08
2.744909,-20.514601,-5.823527394e-08
3.243983,-20.514601,-5.337733626e-08
3.743057,-20.514601,-7.907557440e-08
4.242132,-20.514601,2.756940975e-08
4.741206,-20.514601,-1.975398825e-07
5.240280,-20.514601,1.116680817e-07
5.739354,-20.514601,-6.495418320e-08
6.238429,-20.514601,1.985486498e-08
6.737503,-20.514601,1.390187796e-07
7.236577,-20.514601,1.558075501e-07
7.735652,-20.514601,5.172577192e-08
8.234726,-20.514601,-1.781104433e-07
8.733800,-20.514601,1.280596162e-07
9.232874,-20.514601,5.974965403e-08
9.731949,-20.514601,-1.764399395e-07
10.231023,-20.514601,9.775435414e-08
10.730097,-20.514601,-3.107063799e-08
11.229172,-20.514601,-1.802653077e-07
11.728246,-20.514601,1.361370832e-07
12.227320,-20.514601,-1.224429048e-07
12.726395,-20.514601,-3.861333954e-08
13.225469,-20.514601,-1.389596988e-07
13.724543,-20.514601,-2.691704266e-07
14.223617,-20.514601,1.298837273e-08
14.722692,-20.514601,7.153272010e-08
15.221766,-20.514601,-4.932888036e-08
15.720840,-20.514601,-3.262814360e-08
-15.720840,-19.841992,-1.492146773e-07
