x_norm,y_norm,sigma_MPa
0.576964,0.689373,-3.785461
0.784259,0.115148,-4.271720
0.591833,0.823072,2.580600
0.279822,0.760074,-6.064973
0.171945,0.833776,-0.628635
0.997281,0.916410,0.176340
0.104077,0.161188,-2.092016
0.843717,0.594421,2.625852
0.666749,0.240085,-2.378110
0.721249,0.393337,-2.934326
0.287060,0.222175,7.190166
0.274174,0.371863,-1.799851
0.339374,0.552256,0.343956
0.549472,0.862752,-6.291947
0.978596,0.868891,-3.355938
0.493467,0.171382,-5.661363
0.561943,0.734220,-0.486120
0.151224,0.344284,-3.749071
0.364823,0.228607,0.137764
0.333337,0.257310,-2.788249
0.336864,0.227106,3.493441
0.781873,0.101352,-2.444346
0.696313,0.405091,3.990933
0.860713,0.722454,0.075422
0.917710,0.254063,-2.555986
0.042970,0.620737,-5.761002
0.464217,0.167009,0.516919
0.521028,0.830257,0.713599
0.947820,0.261361,8.037795
0.425340,0.136368,-0.020087
0.923847,0.154098,-3.479479
0.549677,0.243046,-0.697683
0.684085,0.532346,3.876606
0.353047,0.749501,-2.068079
0.107032,0.456224,-5.209059
0.453406,0.415235,-4.923938
0.946031,0.435792,-0.535832
0.641472,0.055541,5.357094
0.591309,0.621866,-4.516131
0.821262,0.941305,-0.911015
0.344456,0.176216,4.712834
0.986872,0.238403,-4.038043
0.274347,0.988953,-3.109666
0.416829,0.979368,-6.391287
0.956138,0.343494,-2.370358
0.017070,0.872849,-4.541035
0.368274,0.372426,-1.598467
0.729070,0.007947,-0.923175
0.956264,0.137831,-0.326801
0.463303,0.332575,-1.461776
0.528568,0.006216,-1.490953
0.890998,0.674617,0.531536
0.907865,0.496927,1.949782
0.099628,0.506109,9.327050
0.333821,0.240293,5.124720
0.942320,0.470571,-0.427864
0.966291,0.844104,-2.308802
0.642105,0.220797,-6.585592
0.230514,0.747821,-3.818471
0.588908,0.444650,-4.462907
0.407071,0.360237,-6.567627
0.109743,0.627379,-0.391790
0.363832,0.959699,-1.888118
0.850885,0.894167,2.099651
0.674379,0.788049,-1.268337
0.875848,0.196769,4.710092
0.558369,0.977030,4.622289
0.224379,0.881753,2.792987
0.949334,0.601554,5.360446
0.281238,0.719201,-0.275112
0.952639,0.751429,-4.674250
0.560120,0.682551,-0.382124
0.684889,0.605865,-0.559404
0.422046,0.577901,8.726130
0.921623,0.201832,-0.135758
0.182575,0.299598,-0.616710
0.453708,0.716291,2.044640
0.576013,0.735538,0.018213
0.194325,0.987140,-0.241267
0.202573,0.359416,3.834198
0.943153,0.067630,-0.373102
0.014934,0.511137,3.807419
0.995297,0.822204,5.756752
0.968327,0.416709,2.985029
0.135885,0.712313,-0.324450
0.063850,0.675067,-5.516039
0.730424,0.943254,10.284046
0.800350,0.578969,-6.424529
0.159759,0.120954,2.288889
0.713379,0.359424,7.252622
0.015252,0.243415,-1.324390
0.364715,0.399237,5.267282
0.855008,0.277112,1.837459
0.570014,0.066529,-2.857178
0.817528,0.633957,1.642746
0.868583,0.397834,-3.357808
0.502835,0.229671,8.043324
0.112038,0.540931,0.724498
0.276227,0.830184,-1.554775
0.052473,0.795778,-0.553740
0.276749,0.130171,-7.646797
0.157041,0.974179,-5.370429
0.860393,0.592828,-1.872529
0.840615,0.711843,-3.365554
0.435431,0.690895,1.789032
0.927526,0.936561,-4.780499
0.991578,0.896940,1.343330
0.342712,0.034691,-2.566092
0.325243,0.088509,5.732062
0.321873,0.940696,13.068363
0.044586,0.742078,-2.773417
0.869429,0.423194,1.905544
0.772179,0.224969,3.952199
0.918514,0.268772,5.890963
0.526749,0.804005,-8.832117
0.296635,0.535257,-3.419844
0.582224,0.613337,10.104205
0.234403,0.289661,-11.609619
0.041884,0.878062,-2.827581
0.703807,0.520763,-6.803837
0.210942,0.509074,1.916956
0.570185,0.771325,2.768719
0.578536,0.040386,-3.409675
0.552715,0.956760,4.652469
0.860248,0.166617,4.130601
0.939308,0.428134,-0.923510
0.872436,0.408268,-3.856132
0.596145,0.519464,1.794152
0.874977,0.510476,1.193215
0.954499,0.252374,1.656071
0.239306,0.304187,-5.145497
0.171540,0.471575,2.592584
0.686921,0.269476,-4.851061
0.878568,0.944590,7.989861
0.731612,0.827381,3.409102
0.044610,0.858837,2.894436
0.157590,0.411294,0.997876
0.102098,0.202295,-7.908547
0.182134,0.080309,4.831959
0.226415,0.865904,-0.242983
0.827086,0.968467,-7.827980
0.137594,0.861786,0.005530
0.072034,0.957838,-7.344874
0.554709,0.049867,-6.450370
0.447728,0.316549,4.982863
0.799173,0.766978,-5.841562
0.128073,0.185627,2.420664
0.625019,0.539812,-4.170901
0.669688,0.037552,-0.985447
0.758818,0.778464,-0.624855
0.433371,0.279887,-1.377947
0.447040,0.761193,11.218453
0.968831,0.158630,-6.927552
0.095039,0.925342,-4.034160
0.088477,0.640805,-3.898933
0.328753,0.118831,8.565646
0.349844,0.132258,8.386778
0.695964,0.067552,-4.608422
0.795293,0.284014,7.115422
0.480684,0.400424,-5.669534
0.244929,0.196866,14.543289
0.567108,0.451152,4.220122
0.840528,0.020073,2.876565
0.889083,0.741135,-2.433078
0.129408,0.119230,8.658738
0.763279,0.728361,-3.143265
0.112374,0.965209,7.847121
0.051826,0.334359,0.247973
0.262449,0.542796,0.681021
0.814956,0.048871,10.088603
0.801406,0.014133,-1.658867
0.119623,0.474263,-3.178486
0.718820,0.210971,-4.424126
0.872268,0.742269,1.603391
0.425109,0.977359,-5.217700
0.545713,0.047148,0.687844
0.311341,0.232509,-11.004287
0.847074,0.100890,2.467838
0.493278,0.591428,-4.159239
0.862436,0.010468,-5.574661
0.779390,0.327865,-1.444730
0.068302,0.630546,6.918964
0.319777,0.335972,-8.198659
0.257879,0.604372,6.178328
0.450597,0.143508,4.114129
0.285447,0.477946,-0.647541
0.716909,0.957239,-0.510045
0.036053,0.387470,-0.898319
0.533454,0.715726,11.687150
0.831528,0.366912,0.572383
0.478374,0.917514,5.871162
0.162391,0.683348,3.439533
0.019805,0.965007,-5.353982
0.846049,0.678687,-0.308673
0.322705,0.097752,5.124181
0.879878,0.110785,1.281254
0.327788,0.719739,-6.049181
0.011978,0.060793,-2.175167
0.680094,0.495993,-0.201019
0.664870,0.023208,-3.685492
