x_mm,y_mm,z_m
-27.068254,-21.908760,-4.509537025e-07
-26.208944,-21.908760,-3.644080536e-07
-25.349634,-21.908760,-1.613630264e-07
-24.490325,-21.908760,-1.925284862e-07
-23.631015,-21.908760,-1.639399417e-07
-22.771705,-21.908760,-1.664326921e-07
-21.912396,-21.908760,-5.345003882e-08
-21.053086,-21.908760,-2.177304377e-07
-20.193777,-21.908760,-9.495921868e-08
-19.334467,-21.908760,-4.823183064e-08
-18.475157,-21.908760,-1.198033923e-07
-17.615848,-21.908760,1.955944395e-08
-16.756538,-21.908760,-8.605297512e-08
-15.897228,-21.908760,-2.940190094e-07
-15.037919,-21.908760,-1.521241014e-07
-14.178609,-21.908760,-3.348939896e-08
-13.319299,-21.908760,-2.213470044e-07
-12.459990,-21.908760,-6.583618602e-08
-11.600680,-21.908760,-3.429208173e-07
-10.741370,-21.908760,-4.453444740e-08
-9.882061,-21.908760,-3.428215268e-07
-9.022751,-21.908760,-2.637637667e-07
-8.163442,-21.908760,-1.617474998e-07
-7.304132,-21.908760,-2.260952595e-07
-6.444822,-21.908760,-3.319049172e-07
-5.585513,-21.908760,-1.228666955e-07
-4.726203,-21.908760,-5.358774439e-08
-3.866893,-21.908760,-1.704999381e-09
-3.007584,-21.908760,-2.009804488e-09
-2.148274,-21.908760,-8.828041319e-08
-1.288964,-21.908760,-5.997050980e-08
-0.429655,-21.908760,-4.480674627e-08
0.429655,-21.908760,-4.990457638e-08
1.288964,-21.908760,-6.923229018e-08
2.148274,-21.908760,5.125492404e-08
3.007584,-21.908760,-2.866876543e-08
3.866893,-21.908760,-5.942515870e-08
4.726203,-21.908760,-1.437621273e-09
5.585513,-21.908760,2.646864637e-07
6.444822,-21.908760,8.462810913e-08
7.304132,-21.908760,9.279583939e-08
8.163442,-21.908760,2.994061676e-08
9.022751,-21.908760,1.479328593e-07
9.882061,-21.908760,5.394827181e-08
10.741370,-21.908760,1.315153537e-07
11.600680,-21.908760,4.312335611e-08
12.459990,-21.908760,-3.589846573e-08
13.319299,-21.908760,1.495471003e-07
14.178609,-21.908760,1.565040791e-07
15.037919,-21.908760,7.238127118e-08
15.897228,-21.908760,1.922050248e-07
16.756538,-21.908760,1.152498095e-07
17.615848,-21.908760,1.872566754e-07
18.475157,-21.908760,-3.345110692e-08
19.334467,-21.908760,-5.393548635e-08
20.193777,-21.908760,-1.003042874e-07
21.053086,-21.908760,-5.245198955e-08
21.912396,-21.908760,1.570906913e-07
22.771705,-21.908760,1.213643339e-08
23.631015,-21.908760,3.872225477e-08
24.490325,-21.908760,-7.515494643e-08
25.349634,-21.908760,1.373125415e-07
26.208944,-21.908760,2.683512121e-07
27.068254,-21.908760,7.189937240e-08
-27.068254,-21.213244,-1.747434204e-07
