temperature,heat_flow_mW_mg
20.0,-0.02039698227117292
21.0,-0.03767724255557543
22.0,0.0207917692604356
23.0,0.011679715283710729
24.0,-0.014386759363921763
25.0,-0.01648664670902269
26.0,0.009681720191124137
27.0,0.08079576228442023
28.0,0.041442285323921586
29.0,-0.045588051965753745
30.0,-0.04597639239091151
31.0,0.019095023690386025
32.0,0.041054265162379644
33.0,0.01969011727120443
34.0,-0.02299774057924861
35.0,-0.04381687100626023
36.0,0.0010209851661023128
37.0,-0.017577685852617656
38.0,0.0034517354748858937
39.0,-0.05056267075286257
40.0,-0.016285668967326222
41.0,-0.037295812148727396
42.0,-0.022562828487099125
43.0,0.010489120831460197
44.0,-0.021922190947491337
45.0,0.007962682859779954
46.0,-0.08016744403663659
47.0,0.07228659204558613
48.0,0.029345100987331812
49.0,-0.013591174892801317
50.0,-0.05969840329383634
51.0,-0.02467830257484436
52.0,0.05665194608121709
53.0,0.006363593352609428
54.0,-0.0453879074761762
55.0,0.004372246232736324
56.0,0.08122178065801967
57.0,0.08653139608838158
58.0,-0.10086110237174958
59.0,-0.016515853528337066
60.0,-0.055769286555959405
61.0,-0.04788219361751236
62.0,0.04513050216924844
63.0,-0.028591761684141508
64.0,-0.05771741079522645
65.0,-0.02003388412990253
66.0,-0.028880498708143694
67.0,0.0509190821983953
68.0,0.012710200944739968
69.0,-0.10508397465896373
70.0,0.0036753069545411073
71.0,-0.005956813776030655
72.0,-0.008609207657997501
73.0,0.0638546872376174
74.0,-0.1280269004234187
75.0,0.023807275255782537
76.0,0.028485624805151852
77.0,-0.07236070401306009
78.0,0.048720419190528205
79.0,0.042100839703266425
80.0,-0.03733762527751193
81.0,-0.0674427294912223
82.0,0.12838770736745875
83.0,-0.01461247926003939
84.0,0.05755001833005389
85.0,0.02710949209854356
86.0,0.012143391121408567
87.0,0.048518169167665715
88.0,-0.029207416065679996
89.0,-0.047208354893834674
90.0,0.03512125146692449
91.0,-0.002114360653567228
92.0,-0.045608088031620586
93.0,-0.05273469100586757
94.0,0.04952499165676992
95.0,0.04309840015376247
96.0,0.04519010679528105
97.0,-0.01223461442440448
98.0,-0.03256483426793758
99.0,0.009925400362428418
100.0,-0.025318618805429446
101.0,0.01801443399140107
102.0,0.02584043794443288
103.0,-0.05089683520577673
104.0,0.0023564468990626627
105.0,0.03195525873658971
106.0,-0.04647067036392222
107.0,0.0036694843666933664
108.0,0.049616793959549876
109.0,0.07571551092128873
110.0,0.050403449869801935
111.0,0.09446120923038981
112.0,0.033325940594693355
113.0,0.03156916495162089
114.0,0.030948619085880834
115.0,-0.05402707454230337
116.0,0.07427536749832146
117.0,0.0545130260585353
118.0,0.09340475730990153
119.0,0.03272146818043949
120.0,-0.019351497990891427
