x_norm,y_norm,sigma_MPa
0.491568,0.692561,-4.110798
0.890696,0.255864,-0.614830
0.234813,0.550003,1.394596
0.895413,0.526938,-13.308506
0.862778,0.167732,13.687859
0.544907,0.880226,-11.207579
0.417220,0.464425,3.286266
0.860189,0.035800,-9.601368
0.489170,0.877626,1.121408
0.961974,0.730397,6.647976
0.149030,0.165074,4.250680
0.098552,0.798715,-6.631536
0.171937,0.118416,-4.977973
0.840115,0.484054,7.457277
0.433869,0.668391,-0.361202
0.468366,0.992716,1.065353
0.668622,0.951323,7.528707
0.204114,0.885257,-19.643299
0.440629,0.930036,2.163468
0.606030,0.116564,10.090979
0.026700,0.049057,14.196761
0.435812,0.111414,5.554391
0.587425,0.681748,-5.612063
0.418501,0.043733,7.772084
0.197714,0.201204,14.908022
0.063671,0.049965,-4.855398
0.948142,0.627688,-5.506954
0.796322,0.675667,-1.010779
0.553531,0.230806,-3.066261
0.727621,0.249572,-15.876923
0.022569,0.975524,-18.434851
0.999591,0.432647,-10.130760
0.337830,0.269290,-4.798954
0.445036,0.673874,3.581206
0.065135,0.719566,-3.985077
0.321167,0.522115,1.556768
0.117118,0.087939,10.915157
0.337640,0.259873,23.704188
0.418043,0.800563,7.048026
0.603874,0.277913,-7.518882
0.130065,0.160059,7.979732
0.869104,0.279142,0.134677
0.944969,0.748911,2.850771
0.132006,0.909893,7.732554
0.149345,0.874502,6.244108
0.785578,0.889283,-10.166300
0.333790,0.895064,-8.813781
0.271307,0.968652,2.247821
0.265577,0.848751,5.684384
0.186948,0.626562,16.702960
0.905419,0.299586,4.866862
0.667506,0.997968,-2.729957
0.215758,0.219298,-3.684699
0.998850,0.318868,-5.455964
0.330494,0.765067,-10.065809
0.761952,0.439576,-10.126975
0.733141,0.041978,-4.226587
0.436675,0.549268,0.878202
0.672882,0.878489,-5.923466
0.281952,0.523714,0.221301
0.729772,0.767093,-2.095101
0.203046,0.198803,-1.688128
0.128257,0.782142,-3.312154
0.378805,0.329519,2.372038
0.705135,0.356925,0.237382
