frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-38.671844,-63.615437,-54.73905
9.765625,-39.10448,-57.968735,-50.405483
19.53125,-39.363678,-57.446304,-50.20024
29.296875,-34.69754,-58.660248,-45.67878
39.0625,-30.932543,-60.442905,-42.132336
48.828125,-34.166725,-59.616875,-45.892445
58.59375,-36.820816,-58.03302,-46.827454
68.359375,-34.38369,-53.613987,-41.424656
78.125,-33.546177,-55.442497,-46.629852
87.890625,-30.825203,-53.41462,-41.396355
97.65625,-28.34142,-49.783035,-37.644596
107.421875,-24.863647,-49.867104,-40.381626
117.1875,-20.073856,-46.94587,-35.939373
126.953125,-17.882994,-42.28661,-30.790289
136.71875,-14.247994,-40.559277,-29.116993
146.48438,-12.253732,-29.803776,-31.2849
156.25,-10.938282,-31.608097,-26.763914
166.01562,-7.1487417,-26.726841,-20.187752
175.78125,-4.7949286,-21.73465,-10.2349415
185.54688,-1.0619365,-16.68083,-7.0449543
195.3125,1.5102782,-11.956966,-1.2339457
205.07812,-1.0202934,-8.8274,-5.8321548
214.84375,-0.65059596,-4.7970076,0.4031323
224.60938,0.72770983,-6.1940455,-0.5723753
234.375,0.014723802,-0.7168294,0.18247022
244.14062,-0.26287326,-2.218752,-1.6789526
253.90625,0.19930483,-1.4657779,-0.14859727
263.67188,0.058754854,-0.377711,0.47598386
273.4375,-0.24418248,-0.48853427,0.48901546
283.20312,0.08711103,0.0018902996,0.2442776
292.96875,0.09908478,0.5763866,0.006790273
302.73438,0.09208818,0.88773793,-0.006915763
312.5,0.020006157,-0.55129683,0.15391941
322.26562,0.019540263,-1.0721736,0.06322071
332.03125,0.07473272,-0.79349434,0.057546735
341.79688,0.09929073,0.14561561,0.0100678
351.5625,0.09716392,0.6505317,-0.05198292
361.32812,0.070134535,0.6573669,-0.06954331
371.09375,0.066515595,0.3883314,-0.1404384
380.85938,0.048884913,-0.36905733,-0.12253155
390.625,0.024541356,-0.29189608,0.015246445
400.39062,0.008873956,0.3581284,0.27023566
410.15625,0.02454599,0.14634298,0.34898254
419.92188,0.036762018,-0.5922311,0.30163983
429.6875,0.0432911,-0.9264168,0.49873602
439.45312,0.054462843,-0.028833067,0.3112743
449.21875,0.03882419,-0.3384164,0.37959152
458.98438,0.024629898,0.21283197,0.1474701
468.75,0.04069254,2.0269778,-0.040271338
478.51562,-0.018320553,1.1553738,-0.083818145
488.28125,-0.030883307,-0.19752428,-0.026916375
498.04688,0.08966981,0.81740046,0.23531033
507.8125,0.096066706,0.4270154,0.42761034
517.5781,0.037171144,-2.521198,-0.30025604
527.34375,0.08756669,-0.023880366,0.14513345
537.1094,0.076990575,0.19051516,0.06852343
546.875,-0.07880792,0.19017127,0.024978913
556.6406,-0.025855616,-0.615099,0.57504666
566.40625,0.024454352,-0.28123555,0.049116813
576.1719,-0.02531114,0.39475825,0.38639036
585.9375,0.003584762,-0.735647,0.080884874
595.7031,0.09790503,-0.6038965,0.09986958
