plate_id,mfg_sintering_temp,mfg_sintering_time,mfg_cooling_rate,mfg_green_density,mfg_humidity,mfg_furnace_position,days_from_start,day_of_week,hour_of_day,shift,disp_mean,disp_std,disp_max,disp_min,disp_range,disp_rms,center_mean,edge_mean,center_edge_ratio,grad_mean,grad_max,grad_std,curvature_mean,curvature_max,x_symmetry,y_symmetry
SOFC_0138,1389.4163910751952,4.2748693676028875,1.9702522797538013,0.5443160192305454,42.369919957158444,1,0,0,5,0,14.680490858384655,9.956797438812739,45.55447323940642,0.21403901912437365,45.34043422028205,17.738506901108202,5.966973631769054,26.10957493507272,0.22853583093832178,4.126310853789445,14.692352591385863,3.069706503689683,7.409812610764178,26.593948234074123,0.9129758057114873,0.9598901008001723
SOFC_0141,1385.0600911644806,4.012335137077,2.698403717590623,0.5259905935623582,35.10713413563224,-1,0,0,13,1,15.476887121691886,9.083308520627503,44.465173750362545,1.9943295087279258,42.47084424163462,17.945487696312306,7.932976721826491,25.465328587165136,0.31152067734575156,3.8257854985947213,14.409831744907487,2.7890008502214436,7.258325205898544,28.843625004377557,0.8869228089215812,0.952474036255177
SOFC_0176,1398.97678434753,4.200097580301974,2.477691325390038,0.5719414892593666,54.97287794452162,0,2,2,22,2,8.05519227409592,10.769752727379839,38.20958314475588,-6.637511385604365,44.847094530360245,13.448929190889514,-1.3979420958310573,20.60523122734572,-0.06784403497165217,4.418610815291669,16.716577710113047,3.2921095259726396,7.597494900043451,31.714040374372644,0.9631098349406392,0.9666833097248121
SOFC_0056,1431.5211934976155,3.9796986959256295,1.7224086884189822,0.5291947262027251,48.1240002891277,1,-10,4,12,1,6.709635057381208,9.11084068253441,35.17744800011364,-8.552446774151438,43.72989477426508,11.314884910849205,-1.1796438674864336,17.016472455666428,-0.06932363926989914,3.8619140243309817,14.634837812436976,2.7160597103143798,7.5359343090050155,36.891516549279146,0.8817367261032825,0.9459156284160211
SOFC_0215,1417.338200496373,4.271840224981423,2.548864342053691,0.6055734078713195,41.42647506353536,1,4,4,17,2,13.620301998698961,12.204010746814037,50.47421545183958,-3.3118724476099692,53.78608789944955,18.287987993328173,3.0021695120845946,27.82814907770149,0.10788246806568047,4.975701307840664,18.723670435572863,3.8301558649549006,7.817829128757101,33.33824058302564,0.9353176177958097,0.9717856597845432
SOFC_0084,1398.527983422669,4.117534963056876,1.9405037196024386,0.5880533206896906,54.21189013741322,-1,-6,1,14,1,13.82747344383763,11.17909230554432,48.25342670098264,-0.5439989734744507,48.79742567445709,17.781201495284705,4.4938480371434375,26.91420000127285,0.16696940165271526,4.573101147327211,17.957148437846524,3.537132464729977,7.329776023860584,36.48596798871545,0.9254704772224087,0.9660853599931544
SOFC_0040,1379.438881389766,4.108253152863857,1.66967319203412,0.5458974621134844,44.10568177606482,0,-11,3,21,2,-1.9589273350209904,9.339712442698914,24.470380303160777,-15.621974510951436,40.09235481411221,9.54293585937773,-9.702039346893201,9.029473548728703,-1.0744854857871207,3.963355162378345,15.20063002672086,2.890913409192894,7.031641766020234,27.5666960543473,0.9549283223457676,0.9565328102701253
SOFC_0413,1409.6344043943382,4.34681636289531,3.085074649152463,0.5466697555443607,49.51301305060648,1,17,4,1,0,12.90271258377047,10.376696768234854,43.78374887987002,-0.13679369454604515,43.92054257441606,16.557651640232212,3.7156823051506103,24.615315909896307,0.15095000884009593,4.298268990679791,14.552486618029839,3.159567357693259,7.420056733853998,32.11587515902295,0.9170364857413947,0.9616908622294653
SOFC_0310,1409.5333374405866,4.202860020050773,2.447609766940305,0.5471344804587177,34.54108031075699,-1,11,4,13,1,5.572316035169252,10.16433212017119,37.06238080409445,-7.8775540207648955,44.93993482485935,11.591563891250747,-3.5662132612175967,16.900673617802543,-0.21101011302004952,4.192418004037779,15.435036278389541,3.2251590679441886,7.832385274124931,32.732847908502734,0.9028061952519606,0.9602219114561724
SOFC_0177,1404.2052708321157,4.191727022185006,2.085051733180595,0.5569453868838357,46.12193677295271,0,2,3,0,0,7.111101451986559,10.096471552788035,34.04009771668406,-8.9483491687546,42.98844688543866,12.349352277617779,-1.510854794094792,18.872519685153826,-0.08005580278861818,4.301869572929183,15.932879436901208,3.190328538096623,7.4294905108234435,31.08610712153401,0.9594279710755286,0.956345241846026
SOFC_0081,1397.9415243820079,3.983681630468453,2.66504013038825,0.5715657581285656,58.66152713021636,-1,-7,0,21,2,14.214149261770201,10.57517844247542,46.3983195931815,-0.19828984635238908,46.596609439533886,17.716558309278902,4.929587659975499,26.270276730061322,0.1876488596972283,4.372315244536641,18.553144486236864,3.2657922100283057,7.391720743328595,33.815593512700666,0.9167613607255007,0.9606287731304897
SOFC_0043,1390.7707405537583,3.960851827328259,2.7813934230270974,0.5676237060206681,40.086220706635046,-1,-11,4,0,0,-0.25389356804323115,10.397412932916298,32.01838013263345,-13.943546851351135,45.96192698398459,10.400512373987581,-9.190714797233966,11.5670765707258,-0.7945580671555293,4.333865696731889,16.57535330096568,3.2987442357994174,7.498441782917204,33.73168739998528,0.9127902650234389,0.9616740615505232
SOFC_0170,1391.2333967625143,4.249106056913837,2.519828222517767,0.5364961065662056,41.71001997497096,-1,2,2,9,1,-1.8324015730392649,9.70111966595473,28.355367908242055,-16.80055480368322,45.15592271192527,9.872660142942753,-10.15524699699819,9.088282959003763,-1.117399835085191,4.157765601805229,15.445723517096896,3.0127731240140476,7.550279036023404,27.569621484132547,0.9072593813786878,0.9536888876712377
SOFC_0455,1403.4059407392194,4.2003213297600315,2.9444497343003535,0.5746291349028644,50.38565254537066,1,21,0,16,2,8.98713162934296,11.194941550147796,43.40824161839984,-5.491631113923577,48.899872732323416,14.356017944902487,-0.6269024228347078,21.789446172983048,-0.02877091914530123,4.50237348908495,17.994052093467502,3.4265879057474353,7.205331462557393,29.57048849092685,0.9225422609814736,0.9669646983104392
SOFC_0258,1407.5544131048207,4.100068798360606,1.8973274692271898,0.5297933656150826,58.903634764820616,1,8,1,22,2,0.5360538217085127,9.288520311601545,30.630492269341293,-13.027866474080945,43.65835874342224,9.30397567058313,-7.547200631502128,11.150630028337009,-0.6768406749647162,3.976452274498022,14.630281183700236,2.835205055378179,7.4554415429347385,36.99227306346534,0.9049182312014256,0.9502918849989909
SOFC_0418,1392.0555583706278,4.761393883695771,2.4263293758206306,0.51066258641006,46.40149185046483,1,17,4,4,0,7.428072093785349,9.443936462076108,38.09554225726188,-5.979076842585998,44.07461909984788,12.015165039657308,-0.45786034664778674,18.024958495376914,-0.025401463274589874,4.074696855132073,15.665968465731549,2.984340201647321,7.4906409220585,31.88203144957817,0.8982515657545641,0.9603222886575634
SOFC_0284,1389.6515072153704,4.147614378614367,2.422462872353294,0.5325925166647615,56.74264496963962,1,9,3,1,0,5.7942513322092895,9.257344151990031,37.127460554252394,-8.3517637677533,45.47922432200569,10.921161533884257,-2.316658727105248,16.292115128015748,-0.1421950782146431,3.900165761082333,15.428854833321044,2.868917254963164,7.482575317952457,28.261739756142685,0.8921208728210361,0.9530298798034189
SOFC_0180,1408.4524844438745,3.955251951399319,2.433619836351204,0.5959325396743904,44.43867130373944,-1,2,3,3,0,10.791970902701319,11.366994297783842,44.61366651265382,-4.4183847342948255,49.03205124694865,15.674029326583586,0.8562456623679067,23.856109949803923,0.03589208920806701,4.6008032890070245,17.81356491690928,3.527531268269953,7.298690978070839,29.82045643160376,0.9200618933162877,0.9681082119562366
SOFC_0287,1401.37546827631,4.247125386079152,1.8309667580034734,0.552594122150833,50.08296277542881,0,9,3,3,0,7.328136390092048,9.951786448128468,36.831403681402534,-6.15073516535802,42.982138846760556,12.35878782328367,-1.2081290924784895,19.102392655694786,-0.06324490607062343,4.228705891023015,16.184384275643712,3.083444682104684,7.042566856739717,29.76828242261783,0.9634527350797285,0.9601607318601625
SOFC_0494,1422.8461832376845,4.368972767111087,2.5064851499239533,0.553305561940285,54.292537479967834,-1,24,3,7,0,15.335846960484234,10.632885041329148,47.757296548775905,1.1708580521322145,46.58643849664369,18.661362391248787,6.3264399335161485,27.359194453435126,0.23123632945579992,4.408617793707405,18.410378750007105,3.329722006235406,7.566443072791126,32.63130328034546,0.9086695220237391,0.9617312888167784
SOFC_0379,1417.744112234634,3.8994265177918725,2.654324058794247,0.5655374793669511,39.09150443635986,0,15,2,3,0,14.833083262707985,10.28935065045012,43.68382709799855,-0.24747622618351722,43.93130332418207,18.05245401285781,5.385789153972991,26.568825723502535,0.20271083890990083,4.276474183353409,13.951263352177728,3.1552072992692772,7.376907758282603,29.108917129300195,0.9603586158691158,0.9607936602160355
SOFC_0125,1380.7614230952981,4.440676975107905,2.3842392609311864,0.5405720848233785,43.17236180205409,0,-3,4,14,1,11.196636152777872,9.772893760124933,39.02484691645202,-2.1339263971562947,41.158773313608314,14.86183412585342,2.747463304616086,22.393167299621666,0.12269203124162222,4.151772460326759,16.229651017229934,3.0753956142672725,7.186279906615158,34.146401529408784,0.9583553334189716,0.9591568843932894
SOFC_0456,1413.826581072426,4.590590273189229,2.481425790765231,0.5466849781964369,43.770642463097104,1,21,0,17,2,10.817526912877527,10.73400566502319,44.67598575584801,-4.87158528637164,49.54757104221965,15.239349268508139,1.6354688663882788,23.099195999379155,0.07080197923902877,4.4368664351003515,16.440358739741647,3.2589368312085125,7.838093890295809,33.58579723391915,0.913629270819075,0.9574057027617923
SOFC_0019,1388.957298743372,3.949994053008447,1.8003596583923467,0.5472343304180222,49.20691173807219,0,-12,2,5,0,8.623483941922693,9.39149695295354,36.354057770133814,-4.513810393721231,40.86786816385504,12.750085894374758,0.5751021587707354,19.540315419834865,0.029431568374551204,4.042747100394561,17.863452323695526,2.9630952471750978,7.616561350788594,31.313353948895355,0.95281419235955,0.9515930039208284
SOFC_0203,1417.3262711585983,4.662327416036085,2.475573910330839,0.5281294983999258,45.40897116030807,1,3,4,4,0,14.954733466788385,10.22134886056305,47.26366425733106,1.4350421252455021,45.828622132085556,18.11408362551123,6.004916157601318,26.35503458885765,0.22784701380331543,4.258470547002661,15.479358648969013,3.17191019108364,7.850209574492897,31.287806023503688,0.9010340048313011,0.958103734809329
SOFC_0002,1410.4377183629567,3.8851307481694053,2.2382086328004718,0.5238735671200662,44.39177613845324,-1,-15,0,1,0,8.255190204525187,8.815385024962364,36.355734466067155,-5.060187717970141,41.4159221840373,12.077217330627917,0.4387554413689716,17.942775177384757,0.024453040991615504,3.695371577200693,15.278584225781467,2.691496410908427,7.4201602622445675,26.10281267750164,0.8730471775403791,0.9479729738699351
