frequency_hz,gamma_per_m
200.0,0.0065684678505010625
237.79527559055117,0.007809745211949246
275.59055118110234,0.009051022016969501
313.38582677165357,0.010292298376921253
351.1811023622047,0.011533574370335397
388.9763779527559,0.012774850055050774
426.7716535433071,0.014016125475127143
464.56692913385825,0.015257400665045
502.3622047244094,0.016498675652390153
540.1574803149606,0.017739950459642134
577.9527559055118,0.018981225105406983
615.7480314960629,0.02022249960529185
653.5433070866142,0.021463773972541036
691.3385826771653,0.022705048218508384
729.1338582677165,0.023946322353014776
766.9291338582676,0.025187596384623163
804.7244094488188,0.026428870320853164
842.5196850393701,0.02767014416835087
880.3149606299212,0.028911417933024586
918.1102362204724,0.030152691620154694
955.9055118110235,0.03139396523448321
993.7007874015748,0.03263523878028774
1031.4960629921259,0.03387651226144267
1069.291338582677,0.03511778568147048
1107.0866141732283,0.03635905904358499
1144.8818897637793,0.03760033235072785
1182.6771653543306,0.03884160560559983
1220.4724409448818,0.04008287881068753
1258.267716535433,0.04132415196828645
1296.0629921259842,0.042565425080520906
1333.8582677165352,0.04380669814936139
1371.6535433070865,0.04504797117663981
1409.4488188976377,0.04628924416406264
1447.244094488189,0.047530517113222676
1485.0393700787401,0.0487717900256094
1522.8346456692911,0.05001306290261807
1560.6299212598424,0.05125433574555792
1598.4251968503936,0.0524956085556593
1636.2204724409448,0.05373688133408032
1674.0157480314958,0.05497815408191252
1711.811023622047,0.0562194268001862
1749.6062992125983,0.057460699489875075
1787.4015748031495,0.058701972151900546
1825.1968503937007,0.05994324478713554
1862.9921259842517,0.061184517396408025
1900.787401574803,0.062425789980504194
1938.5826771653542,0.06366706254017133
1976.3779527559054,0.06490833507612048
2014.1732283464567,0.06614960758902885
2051.968503937008,0.06739088007954197
2089.7637795275587,0.06863215254827583
2127.5590551181103,0.06987342499581872
2165.354330708661,0.07111469742273281
2203.1496062992123,0.07235596982955597
2240.9448818897636,0.07359724221680299
2278.740157480315,0.07483851458496708
2316.535433070866,0.07607978693452111
2354.3307086614172,0.07732105926591872
2392.1259842519685,0.07856233157959538
2429.9212598425197,0.07980360387596946
2467.7165354330705,0.08104487615544312
2505.5118110236217,0.0822861484184032
2543.307086614173,0.08352742066522195
2581.102362204724,0.08476869289625787
2618.8976377952754,0.08600996511185639
2656.6929133858266,0.08725123731235053
2694.488188976378,0.08849250949806148
2732.283464566929,0.0897337816692992
2770.0787401574803,0.09097505382636298
2807.874015748031,0.09221632596954193
2845.6692913385823,0.09345759809911552
2883.4645669291335,0.09469887021535389
2921.2598425196848,0.09594014231851838
2959.055118110236,0.09718141440886192
2996.850393700787,0.0984226864866294
3034.6456692913384,0.09966395855205794
3072.4409448818897,0.10090523060537737
3110.236220472441,0.10214650264681048
3148.0314960629917,0.10338777467657327
3185.826771653543,0.10462904669487529
3223.622047244094,0.10587031870191987
3261.4173228346453,0.10711159069790448
3299.2125984251966,0.10835286268302076
3337.007874015748,0.10959413465745498
3374.803149606299,0.1108354066213881
3412.5984251968503,0.11207667857499608
3450.3937007874015,0.11331795051844994
3488.1889763779523,0.11455922245191606
3525.9842519685035,0.11580049437555638
3563.7795275590547,0.11704176628952845
3601.574803149606,0.11828303819398568
3639.370078740157,0.11952431008907745
3677.1653543307084,0.12076558197494926
3714.9606299212596,0.12200685385174294
3752.755905511811,0.12324812571959665
3790.551181102362,0.1244893975786451
3828.3464566929133,0.1257306694290197
3866.141732283464,0.12697194127084854
3903.9370078740153,0.12821321310425668
3941.7322834645665,0.12945448492936612
3979.5275590551178,0.1306957567462959
4017.322834645669,0.1319370285551623
4055.11811023622,0.1331783003560788
4092.9133858267714,0.13441957214915634
4130.708661417322,0.13566084393450323
4168.503937007874,0.13690211571222535
4206.299212598425,0.13814338748242613
4244.094488188975,0.13938465924520674
4281.889763779527,0.14062593100066614
4319.685039370079,0.14186720274890097
4357.48031496063,0.14310847449000588
4395.27559055118,0.14434974622407337
4433.070866141732,0.1455910179511942
4470.866141732283,0.14683228967145678
4508.6614173228345,0.1480735613849481
4546.456692913385,0.14931483309175297
4584.251968503937,0.15055610479195472
4622.047244094488,0.15179737648563477
4659.842519685039,0.15303864817287297
4697.63779527559,0.15427991985374753
4735.433070866141,0.15552119152833507
4773.228346456693,0.1567624631967108
4811.023622047243,0.1580037348589483
4848.818897637795,0.15924500651511977
4886.614173228346,0.16048627816529598
4924.4094488188975,0.16172754980954637
4962.204724409448,0.16296882144793903
5000.0,0.16421009308054074
