frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-40.36417,-62.93724,-51.701626
9.765625,-40.383057,-61.834152,-50.28927
19.53125,-39.632565,-59.08792,-42.972855
29.296875,-36.96994,-56.61491,-49.083103
39.0625,-27.092808,-60.759308,-46.344086
48.828125,-35.454536,-59.661465,-45.271866
58.59375,-37.328934,-57.538074,-45.452225
68.359375,-33.73548,-55.920162,-45.947517
78.125,-29.23632,-52.128235,-45.091644
87.890625,-26.54987,-45.059494,-42.080994
97.65625,-26.075476,-43.04912,-41.029915
107.421875,-21.662758,-43.19963,-39.30478
117.1875,-21.882694,-39.435966,-35.706528
126.953125,-16.782528,-31.200674,-32.472263
136.71875,-17.370914,-33.383987,-26.128138
146.48438,-14.098935,-30.128159,-24.578487
156.25,-6.9140286,-28.894333,-19.774218
166.01562,-3.125088,-26.783554,-11.687172
175.78125,-0.816632,-15.8426485,-14.312047
185.54688,-3.5137444,-13.146883,-10.338183
195.3125,3.1236944,-9.707777,-4.04623
205.07812,-0.49890614,-5.7719526,-3.4549677
214.84375,-0.25188917,-6.391246,-2.9032564
224.60938,-0.057973742,-3.7067003,1.7951605
234.375,-0.32898828,6.593545,-1.4685359
244.14062,0.15657198,-2.5590358,1.3358595
253.90625,0.15724011,0.043895908,-0.10666335
263.67188,0.03287572,-0.703585,0.5285073
273.4375,-0.039244924,-0.04856495,0.15808135
283.20312,0.015102505,0.7450163,0.23994228
292.96875,0.1030938,0.2101376,0.43463898
302.73438,0.13239087,-0.21304148,0.1754591
312.5,0.08726225,0.29188958,0.022890069
322.26562,0.05970528,0.8981491,-0.15857644
332.03125,0.07072899,0.5657438,0.12872848
341.79688,0.09295989,0.21195935,0.605346
351.5625,0.085748866,-0.038558,0.7131969
361.32812,0.028436659,-0.31204024,0.502496
371.09375,0.0076477425,-0.54101294,0.5296517
380.85938,0.0071112625,-0.15623643,0.45289493
390.625,0.024703514,0.4578696,0.41160318
400.39062,-0.0030260885,0.28008556,0.46380085
410.15625,-0.02567672,-0.0518818,0.32758188
419.92188,-0.01668913,0.14767627,0.3152463
429.6875,0.040320165,-0.0059223454,0.18622053
439.45312,0.08594681,0.059465267,0.3348791
449.21875,0.09639028,0.89393705,0.2944302
458.98438,0.1314045,0.8242771,0.51452744
468.75,0.16382201,0.035660733,0.08572297
478.51562,0.053421777,0.31894678,-0.011553507
488.28125,0.09745147,0.09770357,0.2356595
498.04688,0.16114545,0.20846413,0.03553133
507.8125,0.1501091,1.6710274,0.6651496
517.5781,0.119656146,2.4695375,0.42064175
527.34375,0.016804714,-0.7367894,0.72811395
537.1094,0.14137153,-0.8031913,0.5914379
546.875,0.043738563,-0.35282925,0.43311638
556.6406,-0.016344313,-1.6074262,0.8377686
566.40625,-0.07085581,0.041975096,0.17790325
576.1719,-0.028447162,-0.3873741,0.26574987
585.9375,0.17212448,0.28832346,0.9495127
595.7031,0.053460132,0.49159455,0.6153308
605.46875,0.06682761,-0.25514627,0.48082507
615.2344,0.11873386,-1.2179317,0.4716997
625.0,0.21206239,-0.14516348,0.28595474
634.7656,0.05596213,0.71219987,0.11666898
644.53125,-0.021052489,0.92850566,0.39881435
654.2969,0.08729015,1.1504583,0.63056713
664.0625,0.10912314,0.6457123,0.657637
673.8281,0.12754871,0.27966133,0.53759646
683.59375,0.06596084,0.59475106,0.554986
693.3594,0.03559295,0.5052252,0.5785414
703.125,0.06634173,0.35843495,0.5471401
712.8906,0.07074122,0.6389066,0.70710236
722.65625,0.09317729,1.4869277,0.65414304
732.4219,0.10970522,2.5816414,0.6727978
742.1875,0.11855099,2.5909197,0.84153384
751.9531,0.1362544,1.5308034,0.9799223
761.71875,0.12820323,0.38824475,1.0510356
771.4844,0.10374898,-0.21868819,1.1034895
781.25,0.14804606,-0.2849481,1.0029337
791.0156,0.22648813,-0.456917,0.8019653
800.78125,0.19889735,-0.09234005,0.6736318
810.5469,0.10283899,0.3417999,0.45738783
820.3125,0.06838278,0.070637815,0.20929454
830.0781,-0.025484031,0.19296123,0.15144373
839.84375,-0.019652762,0.74515015,0.58499444
849.6094,0.078006685,0.91575193,0.5842713
859.375,0.01402203,0.11739921,0.6439241
869.1406,0.08089758,0.06958992,0.3562172
878.90625,0.1501306,0.11290148,0.2924467
888.6719,0.18109939,0.47610402,0.3086625
