x_mm,y_mm,z_m
-13.949496,-25.434155,-1.819862303e-08
-13.506654,-25.434155,2.034132699e-07
-13.063813,-25.434155,-6.718105308e-08
-12.620972,-25.434155,7.785847968e-09
-12.178131,-25.434155,1.399066696e-07
-11.735290,-25.434155,3.565345474e-08
-11.292449,-25.434155,-1.639639548e-08
-10.849608,-25.434155,5.465296257e-08
-10.406767,-25.434155,-1.078181652e-07
-9.963925,-25.434155,-1.227545542e-08
-9.521084,-25.434155,1.061486114e-07
-9.078243,-25.434155,-2.280642272e-08
-8.635402,-25.434155,-2.457619725e-07
-8.192561,-25.434155,6.844161666e-08
-7.749720,-25.434155,3.074259052e-09
-7.306879,-25.434155,-1.543820011e-09
-6.864038,-25.434155,-5.279103067e-08
-6.421196,-25.434155,8.816092165e-08
-5.978355,-25.434155,5.475554393e-10
-5.535514,-25.434155,-1.324781182e-07
-5.092673,-25.434155,-4.202880292e-08
-4.649832,-25.434155,4.471835696e-08
-4.206991,-25.434155,2.153276849e-08
-3.764150,-25.434155,3.457163517e-08
-3.321308,-25.434155,3.864455550e-08
-2.878467,-25.434155,1.736291563e-08
-2.435626,-25.434155,5.594643660e-08
-1.992785,-25.434155,1.821110384e-08
-1.549944,-25.434155,-8.382108809e-08
-1.107103,-25.434155,-7.029078262e-08
-0.664262,-25.434155,-3.259110756e-08
-0.221421,-25.434155,-1.788016168e-07
0.221421,-25.434155,4.373734773e-08
0.664262,-25.434155,-7.647735840e-08
1.107103,-25.434155,-1.374061646e-07
1.549944,-25.434155,-1.873026225e-07
1.992785,-25.434155,-7.818401195e-08
2.435626,-25.434155,-5.763681633e-08
2.878467,-25.434155,8.704167286e-08
3.321308,-25.434155,6.128802622e-08
3.764150,-25.434155,-1.476604567e-07
4.206991,-25.434155,6.491485164e-08
4.649832,-25.434155,-3.274001666e-08
5.092673,-25.434155,8.979160937e-08
5.535514,-25.434155,2.478604902e-08
5.978355,-25.434155,-3.699686272e-08
6.421196,-25.434155,-1.193285326e-07
6.864038,-25.434155,5.356511091e-08
7.306879,-25.434155,-2.673693887e-07
7.749720,-25.434155,-1.948468449e-08
8.192561,-25.434155,-8.162377604e-08
8.635402,-25.434155,6.081017614e-08
9.078243,-25.434155,-3.811161476e-08
9.521084,-25.434155,-2.669135087e-08
9.963925,-25.434155,1.388980194e-08
10.406767,-25.434155,-3.578507871e-08
10.849608,-25.434155,-1.381323355e-07
11.292449,-25.434155,7.345647742e-08
11.735290,-25.434155,-9.791089027e-08
12.178131,-25.434155,1.030567438e-07
12.620972,-25.434155,-1.574166001e-07
13.063813,-25.434155,-3.480116438e-08
13.506654,-25.434155,2.370274662e-08
13.949496,-25.434155,-1.097366491e-07
-13.949496,-24.626722,-1.285387860e-07
-13.506654,-24.626722,3.339844014e-08
-13.063813,-24.626722,-5.284140834e-09
-12.620972,-24.626722,3.118659531e-08
-12.178131,-24.626722,5.389265270e-08
-11.735290,-24.626722,-1.566491346e-07
-11.292449,-24.626722,9.779409261e-09
-10.849608,-24.626722,5.279845482e-08
-10.406767,-24.626722,-2.036101394e-07
-9.963925,-24.626722,-2.638716104e-08
-9.521084,-24.626722,-1.081526662e-07
-9.078243,-24.626722,1.221885174e-07
-8.635402,-24.626722,-1.252299880e-07
-8.192561,-24.626722,-1.705455339e-08
-7.749720,-24.626722,-9.563254864e-08
-7.306879,-24.626722,2.111988776e-07
-6.864038,-24.626722,1.439571996e-07
-6.421196,-24.626722,1.148331125e-07
-5.978355,-24.626722,3.659979962e-08
-5.535514,-24.626722,5.189130480e-08
-5.092673,-24.626722,-5.092065246e-08
