x_norm,y_norm,sigma_MPa
0.243682,0.354620,-5.697085
0.548066,0.886264,0.704576
0.377528,0.315194,5.668632
0.141451,0.889913,9.193038
0.912575,0.390723,-3.637334
0.265211,0.221194,-8.251208
0.149269,0.268072,-6.671444
0.416817,0.149715,8.865077
0.792139,0.711575,4.526382
0.019520,0.609781,-4.458019
0.715994,0.314846,5.535402
0.837293,0.032861,-4.272020
0.593055,0.108974,6.774355
0.383093,0.245219,11.049010
0.972448,0.444784,0.097102
0.007953,0.237635,-4.206989
0.648348,0.241988,-2.692310
0.208291,0.714760,-1.308822
0.819710,0.118687,-12.936772
0.171914,0.909551,11.249074
0.586001,0.395871,-6.947493
0.690277,0.402932,-6.332547
0.690747,0.038396,8.386455
0.397422,0.859383,-3.045579
0.774284,0.034923,9.881719
0.845162,0.956429,-2.259547
0.296113,0.848575,7.711686
0.032730,0.043864,-0.501070
0.221905,0.233397,-0.691722
0.480518,0.541189,0.430526
0.562114,0.880254,11.931332
0.054770,0.813969,9.893246
0.173596,0.291354,2.046935
0.064293,0.439863,-1.017069
0.501510,0.767785,22.743062
0.973441,0.678621,3.811993
0.446341,0.134866,-15.757666
0.682967,0.639273,0.187613
0.290662,0.030056,-0.717633
0.495721,0.909470,-5.039934
0.176179,0.180931,-0.470316
0.862607,0.637578,-2.422411
0.961017,0.560767,-9.134603
0.933635,0.198058,4.770096
0.816265,0.991202,1.767974
0.954856,0.794104,-10.184235
0.606220,0.893154,-0.694617
0.972217,0.750228,-11.559164
0.921272,0.347350,-0.386737
0.351709,0.160460,1.299498
0.873733,0.360091,2.400473
0.183347,0.850794,2.524361
0.912019,0.520292,-15.135515
0.347818,0.142847,8.335260
0.497408,0.218075,3.611821
0.436234,0.932106,10.765310
0.728954,0.029500,-14.331181
0.523847,0.343238,1.133843
0.741169,0.782671,-11.498741
0.270507,0.590354,-24.195128
0.636538,0.585673,3.020531
0.073683,0.858365,4.697399
0.741647,0.491641,1.638033
0.157542,0.103902,5.624980
0.359051,0.568064,13.170794
0.389133,0.816794,-2.695707
0.335271,0.769172,-4.766694
0.462243,0.040303,-10.359256
0.537198,0.452992,3.914971
0.205657,0.903569,17.431582
0.636867,0.163271,15.135311
0.658099,0.533139,8.366331
0.068746,0.677440,2.120831
0.118670,0.233390,8.714347
0.546158,0.169945,-6.790968
0.307753,0.623240,-14.822571
0.325820,0.260929,-1.862533
0.788902,0.618244,-10.294697
0.332191,0.406027,14.608616
0.358646,0.474986,9.085018
0.807957,0.497587,-0.655878
0.590924,0.775667,-8.493697
0.930446,0.337886,-1.807888
0.133962,0.273273,6.148720
0.130634,0.572430,-1.459361
0.966909,0.709928,11.070578
0.372704,0.532704,8.531833
0.514535,0.170724,2.146011
0.752141,0.926802,-6.539884
0.626755,0.006072,-5.659680
0.716950,0.083124,-4.192867
0.217472,0.917989,-2.967557
0.651917,0.504969,-10.163907
0.041911,0.201093,6.333435
0.765645,0.819298,4.517928
0.650201,0.774490,-9.281094
0.446098,0.565180,4.933479
0.151698,0.968292,-5.907562
0.724381,0.934881,5.902677
0.585990,0.809851,4.380658
0.607943,0.417678,14.553842
0.846643,0.820100,-12.459598
0.662464,0.005092,-11.514578
0.457982,0.298229,15.849704
0.634547,0.974019,-1.327817
0.180809,0.800065,3.735726
0.524762,0.906432,4.985233
0.063057,0.232789,-0.423081
0.373747,0.072012,-8.679347
0.162627,0.123197,2.714198
0.054763,0.458036,-12.256488
0.104092,0.758484,20.642370
0.852385,0.085260,-0.185840
0.133004,0.420227,6.516239
0.690761,0.712111,-7.289865
0.815552,0.916758,10.363162
0.497249,0.189419,-7.531693
0.632032,0.851681,-4.673979
0.339750,0.721979,3.182407
0.654320,0.374483,-0.660706
0.440180,0.069736,10.692348
0.206625,0.911812,3.953698
0.704901,0.191327,2.117437
0.124617,0.620173,-11.705206
0.991852,0.918766,-8.798426
0.804484,0.314143,-5.533650
0.211200,0.513328,-6.041293
0.086971,0.235992,-4.701259
0.852448,0.354113,-6.087915
0.689188,0.151770,-6.654259
0.385271,0.667646,8.536821
0.333021,0.385693,4.651295
0.562213,0.464523,13.584371
0.746985,0.636847,-11.958121
0.611788,0.135370,-19.060299
0.562409,0.725396,-8.471929
0.793274,0.479626,-11.295563
0.944587,0.658591,0.181531
0.424604,0.031293,4.551662
0.752859,0.591676,7.637204
0.712655,0.280601,0.605403
0.344448,0.139734,-12.671587
0.528277,0.357983,9.779847
0.199981,0.925504,10.012633
0.248727,0.628672,2.115405
0.058483,0.257167,-0.915304
0.920291,0.247522,6.979326
0.817113,0.217158,-7.989913
0.410559,0.969793,-1.724181
0.873742,0.278206,-10.119828
0.294958,0.686273,14.207673
0.999760,0.580487,20.927469
0.319168,0.454863,-6.350769
0.664185,0.957405,-2.418043
0.209930,0.517278,4.959751
0.345992,0.233664,-8.396730
0.518106,0.482414,-5.170066
0.930010,0.639709,-4.148974
0.860996,0.192416,4.621254
0.883172,0.169937,-3.044981
0.944564,0.032009,-2.102565
0.449946,0.637063,-2.141449
0.244710,0.792568,-5.853302
0.324411,0.645852,6.669831
0.003124,0.379889,-8.965212
0.454903,0.340384,8.123993
0.733530,0.887783,13.885089
0.923685,0.448600,-3.137849
0.304141,0.071473,3.927783
0.326625,0.267756,-10.058659
0.353077,0.989077,-2.151621
0.933924,0.807081,2.394877
0.333676,0.359795,7.333880
0.048336,0.907889,-4.501240
0.633946,0.454971,-3.437307
0.653839,0.005346,-2.843701
0.531032,0.494956,-0.921418
0.557588,0.259340,15.199578
0.902126,0.963370,-2.035020
0.526203,0.501638,-4.059966
0.893610,0.099235,5.428359
0.199496,0.196224,12.931342
0.348277,0.938108,1.734843
0.499498,0.966522,5.261957
0.766745,0.389419,-11.860390
0.519687,0.735504,-3.208549
0.676682,0.362380,7.656810
0.417905,0.390684,-5.111433
0.818811,0.555235,11.980944
0.024730,0.046525,-0.228612
0.891460,0.872191,-15.634149
0.685403,0.011455,5.814562
0.580753,0.469438,1.903799
0.134759,0.306573,2.187146
0.122086,0.029749,-2.414231
0.278664,0.361954,7.721313
0.373048,0.020439,10.434356
0.554208,0.765020,-14.115102
0.152547,0.899526,-2.043031
0.528863,0.059656,0.080311
0.957292,0.807040,-1.170795
0.132215,0.360143,-11.005377
0.540065,0.356822,-1.807123
0.809862,0.297306,9.639040
0.831091,0.174340,8.046986
0.415308,0.749335,-15.770433
0.317584,0.781807,1.307561
0.791509,0.895560,-6.092069
0.835771,0.557161,-8.118244
