Mix_ID,Data_Type,T_C,rho_mean_kgm3,rho_std_kgm3,k_mean_WmK,k_std_WmK,cp_mean_JkgK,cp_std_JkgK,E_mean_Pa,E_std_Pa,nu_mean,nu_std,alpha_th_mean_1K,alpha_th_std_1K,k_perm_mean_m2,k_perm_std_m2,phi_mean,phi_std,alpha_biot_mean,alpha_biot_std,fc_mean_Pa,fc_std_Pa
R10L,Calibration,20.0,2181.5300323860474,43.350525245898034,1.439457597096641,0.10595211685078465,880.3831324458869,31.782778277827727,27876325681.80554,3245536482.610899,0.2023088558514178,0.00581826828357902,8.345616986661437e-06,0.0,9.050895011051827e-18,4.163757284656391e-18,0.10411457901716725,0.007978553141119019,0.6668144267146727,0.011535959341273248,64177265.047143005,7465852.730585124
R10L,Calibration,40.0,2178.459014275742,43.28949915588553,1.4261006473140057,0.10497139436085616,900.1138228452926,31.907743330034123,27729372581.624752,3228427282.0184846,0.20252024296585597,0.00581826828357902,8.357349948737851e-06,0.0,9.941619173988716e-18,4.56400184450621e-18,0.10461397262141572,0.007978553141119019,0.6673477431726915,0.011535959341273248,63701407.45930274,7410495.390739977
R10L,Calibration,60.0,2169.9719060306325,43.12084660708614,1.4062981206095413,0.10351852206579526,1051.9238844523402,32.03270838224053,27385570300.372055,3188399666.494579,0.20295976980537872,0.00581826828357902,8.371145692521061e-06,0.0,1.1119494850020989e-17,5.084127815933324e-18,0.10559931342762616,0.007978553141119019,0.6679748224355647,0.011535959341273248,62612831.796568975,7283859.492839068
R10L,Calibration,80.0,2149.91050183181,42.72219410344033,1.3734135449445954,0.10110661202906794,1592.4581590636842,32.157673434446934,26648668066.940346,3102604891.7448683,0.20380713664026467,0.00581826828357902,8.38735326329202e-06,0.0,1.283341030283086e-17,5.8248106882855546e-18,0.10744481434451002,0.007978553141119017,0.6687115301978811,0.011535959341273248,60324344.00018079,7017635.731963238
R10L,Calibration,100.0,2116.149683119434,42.05131210677478,1.3252277346602228,0.09757347721967959,2000.0,0.0,25440305223.794018,2961919719.0851684,0.20522661460377417,0.00581826828357902,8.406375534505142e-06,0.0,1.544860579793136e-17,6.931491706448789e-18,0.11049377880056319,0.007978553141119019,0.6695761788893866,0.011535959341273248,56610951.77983025,6585650.364128185
R10L,Calibration,120.0,2082.37228178503,41.38010058662606,1.2757530838908775,0.0939493734357509,1957.1458293535525,29.51456289559326,24115050798.323303,2807625296.0789814,0.20712508078528066,0.00581826828357902,8.428675495281677e-06,0.0,1.920785427473006e-17,8.496325740090082e-18,0.11456005299660776,0.007978553141119019,0.6705898134701381,0.011535959341273248,52496575.21946672,6107017.791436264
R10L,Calibration,140.0,2062.258954389915,40.98041628520607,1.2397392025834733,0.09131595340517774,1278.3170128602844,32.53256859106613,23027010224.898033,2680948795.885937,0.20902312461549977,0.00581826828357902,8.454782470275767e-06,0.0,2.3794973230323524e-17,1.0387469777054874e-17,0.118662570805268,0.007978553141119019,0.6717764941516877,0.011535959341273248,48972647.17406433,5697073.120206865
R10L,Calibration,160.0,2053.6776500961614,40.809891908779235,1.2168022949490824,0.08964097008614363,962.6902456655959,32.65753364327253,22175970262.809673,2581865391.686784,0.21044130103695197,0.0058182682835790245,8.485297880392713e-06,0.0,2.8459127571611863e-17,1.2307068963437358e-17,0.12182174802400915,0.007978553141119022,0.6731635582479125,0.011535959341273248,46072766.148822576,5359724.922916603
R10L,Calibration,180.0,2050.4571815405666,40.74589599703362,1.2013891287379224,0.08851486141146518,911.2950144636624,32.78249869547892,21513298892.77361,2504713039.1140943,0.2112863809148981,0.00581826828357902,8.520899987440536e-06,0.0,3.2754620529054055e-17,1.408339291859879e-17,0.12385589406597725,0.007978553141119026,0.6747818358409955,0.011535959341273246,43755978.860673524,5090209.033002835
R10L,Calibration,200.0,2049.179773223917,40.72051183057331,1.1895113294631037,0.08764554707643595,910.8611060968672,32.90746374768533,21026958967.636616,2448090298.08289,0.2117224489421038,0.00581826828357902,8.56234686213424e-06,0.0,3.6749837432284116e-17,1.5746841832085506e-17,0.12511580179108406,0.007978553141119017,0.6766657846907093,0.011535959341273248,42059555.28974092,4892861.131998131
R10L,Calibration,220.0,2048.4871186697983,40.70674766584066,1.1790571489911914,0.08687926719605558,914.2015179572772,33.032428799891726,20683912054.38914,2408150627.234575,0.21192892391648604,0.00581826828357902,8.610476575957042e-06,0.0,4.0715182544382434e-17,1.7405332133854665e-17,0.12598624914520504,0.007978553141119015,0.678853498955382,0.011535959341273248,40897211.5036159,4757643.660154395
R10L,Calibration,240.0,2047.8661266716701,40.69440755184145,1.1689996033064163,0.08614153955782902,917.6584769117488,33.157393852098124,20431008065.03348,2378705960.336192,0.21202008949726492,0.00581826828357902,8.666203355068041e-06,0.0,4.490827405674225e-17,1.9160741524470413e-17,0.12672035583854396,0.007978553141119019,0.6813865343695183,0.011535959341273248,40089437.5214582,4663673.909558795
