liquid_limit_pct,plastic_limit_pct,plasticity_index,preconsolidation_stress_kPa,OCR,unit_weight_kN_m3,void_ratio,undrained_shear_strength_kPa,sensitivity,pore_pressure_ratio,smectite_pct,illite_pct,kaolinite_pct,chlorite_pct,soil_classification,permeability_m_s,soil_type,data_source,generation_date
20.0,6.741975303234491,13.25802469676551,145.1382379781954,1.1453666130232742,16.7394760473822,0.936287015993031,43.15859802200407,2.408454045681968,0.3437353700645398,18.256365153500976,38.45408081844946,21.85561811840577,21.433935909643793,CL,1.1258886183375498e-08,Clay Soil,Synthetic Generated,2025-10-13
45.08269141530264,27.523049245422445,17.559642169880195,81.78150690923974,2.1194172255886037,15.81537092376703,0.7295158006404067,16.303808918052876,3.1718040525228623,0.3571876349752992,40.790884008335226,44.470590522911415,13.120087753104121,1.618437715649242,CL,1.1286731672336016e-09,Clay Soil,Synthetic Generated,2025-10-13
47.16179597118721,32.38965777169553,14.772138199491678,348.4668180340476,4.258949855018464,17.294572568052008,0.6673148312115027,31.75716025413313,1.521054429587391,0.2626298766181471,13.493466906528614,46.78801585670422,21.333748043726562,18.384769193040604,CL,4.101803133520583e-09,Clay Soil,Synthetic Generated,2025-10-13
24.842342930098674,20.646420172602483,4.1959227574961915,388.64413229711556,1.0,16.302175786740783,0.671314682093305,51.56866150492155,1.5403313401769414,0.3245274466769643,32.422923412996354,46.742268042406195,8.417537160382684,12.41727138421476,ML,7.239295857372825e-08,Clay Soil,Synthetic Generated,2025-10-13
32.60032821647423,21.357056821617263,11.243271394856968,74.71768820678987,1.8238442993368005,18.15308343275916,0.5302853978476305,34.07547227703577,3.1856200047304037,0.36451014502502155,28.85709584597166,42.68208308865841,4.736286923665955,23.724534141703987,CL,1.636116330467796e-09,Clay Soil,Synthetic Generated,2025-10-13
20.325922639005608,13.605822342242691,6.720100296762917,52.603049822853976,1.7262012442661723,17.846253290231008,0.7865179771690654,25.05709778687997,2.074917028017443,0.18430875962758902,29.7203145492774,32.620232729697065,33.001038412273836,4.65841430875169,ML,1.0899257812450954e-09,Clay Soil,Synthetic Generated,2025-10-13
22.208885272248732,14.037364853289407,8.171520418959325,64.30393312825646,5.458449895347702,17.65147168426143,0.3331856093451106,25.521408941123124,3.0659399036307313,0.33633679630332686,50.30129415846968,33.34767418801775,8.896518131876478,7.454513521636093,CL,1.2210249316753966e-08,Clay Soil,Synthetic Generated,2025-10-13
37.91998567509877,26.731913667388692,11.18807200771008,50.0,3.1989614866116867,17.381543861185065,1.1396039070265265,34.568127326274684,2.950347334671337,0.5362272207445775,12.436910502284665,32.53500602538508,34.43194609269581,20.596137379634456,CL,1.3447160631850523e-07,Clay Soil,Synthetic Generated,2025-10-13
123.04740754373863,36.562321651304295,86.48508589243434,62.41121168373355,3.175237771374734,16.998753646200257,0.9145625531544586,13.631144040969513,3.766880887099775,0.5320446758670668,15.532336016346157,34.429841533181616,24.76003301375644,25.277789436715786,CL,2.507946282066601e-08,Clay Soil,Synthetic Generated,2025-10-13
46.15392911350955,40.23990650027906,5.914022613230486,50.0,1.1559406734663935,14.205373405622009,1.188130377020375,10.857367176794215,3.5425612871788594,0.37379179504963583,25.63172763100136,31.689503269539692,22.94215515559301,19.736613943865926,ML,1.973923707897387e-09,Clay Soil,Synthetic Generated,2025-10-13
21.668136262964815,13.819910315197863,7.848225947766952,50.0,2.8169725499049405,17.778557463043477,0.8483131522290993,9.510597476562227,4.307145809626723,0.4435888931732793,31.299959412127333,53.26789349356588,11.582941722897278,3.849205371409499,CL,1.9584708631284937e-09,Clay Soil,Synthetic Generated,2025-10-13
48.808162147245476,26.99767616909431,21.810485978151167,119.87948579745014,1.1183837779046804,18.463912554980084,0.7888477295045496,19.355690477071327,3.0450216190823554,0.6928665967595115,22.998238578972703,33.1738913622861,27.93162377700355,15.896246281737639,CL,3.0115360873779866e-09,Clay Soil,Synthetic Generated,2025-10-13
44.276066251226666,22.083657731520898,22.19240851970577,93.50869030694253,1.5113566778155803,17.697970066588013,0.8376333557828773,19.37447701948712,3.1697374960267513,0.10429272153372213,24.34242215673855,43.21902531706887,2.3464978901976727,30.092054635994913,CL,4.344006005038997e-09,Clay Soil,Synthetic Generated,2025-10-13
20.0,12.31749025637101,7.682509743628991,50.0,2.609373159342945,16.59698220526303,0.5901406435236545,25.068857718664972,2.7154637898698604,0.30547770494481985,22.044174714664162,30.37679968189197,41.35656684780725,6.222458755636618,CL,2.90734026428141e-06,Clay Soil,Synthetic Generated,2025-10-13
28.277303815681204,21.928703158339165,6.34860065734204,83.00436602722365,1.7652738750506207,18.180687823754255,0.4269647594226566,31.45144342966488,4.594533274113506,0.29693798516775477,47.153204563731215,16.985936976366254,22.236249608778298,13.62460885112422,ML,1.2368975150952268e-08,Clay Soil,Synthetic Generated,2025-10-13
30.83734270490736,19.026192763480243,11.811149941427118,246.203052998053,2.1233388962637423,17.47324704362819,0.5046476933822909,41.11735524389055,6.822335640525232,0.2519553265197468,18.992185888592036,39.15942435163874,35.43754145274376,6.410848307025459,CL,6.137223046038446e-07,Clay Soil,Synthetic Generated,2025-10-13
35.129475993293525,17.296450623827543,17.833025369465982,50.0,4.713522519923523,18.420215492093416,0.6721092445462241,28.43580357456309,3.954413945969301,0.4128434583743403,25.377356831062738,32.83671440853739,28.050746240810525,13.735182519589342,CL,6.600350137124778e-08,Clay Soil,Synthetic Generated,2025-10-13
32.59772401386281,21.087656554370867,11.510067459491943,50.0,1.2312465784315783,16.824844830352188,0.5349954186026162,16.033144208753153,3.4859170609779584,0.09731811327008924,21.780023898224485,28.022556950977783,38.72474916570789,11.47266998508984,CL,2.939111157560133e-11,Clay Soil,Synthetic Generated,2025-10-13
35.65478911031833,32.230930661672616,3.423858448645717,102.22802906507168,1.0,14.145283125776098,1.2046154609930422,28.010239891826625,2.438358779741052,0.465346420430209,22.80518840098812,46.979397402753136,23.048623190048556,7.166791006210188,CH,3.067861328234186e-09,Clay Soil,Synthetic Generated,2025-10-13
20.747536169463633,9.671830346456641,11.075705823006992,93.34059798877095,1.0,16.642465159703587,0.5883891185164624,19.23690197617276,3.0694090469180804,0.1720357239793691,15.016659844717026,61.85177977034877,19.89684749824983,3.234712886684368,CL,8.460076779691504e-09,Clay Soil,Synthetic Generated,2025-10-13
28.14683741955083,10.391984139258414,17.754853280292416,116.71045505496915,1.0,15.1026675523132,0.9180875327557383,30.492851270153558,2.231119602114327,0.46523055942380964,18.49956235856451,59.73097382660504,8.60907553473372,13.160388280096749,CL,1.4542752607342443e-08,Clay Soil,Synthetic Generated,2025-10-13
28.99450506600191,21.163398176910448,7.831106889091462,50.0,5.96522062083576,16.072744320048418,0.9753082494861767,22.788008971954223,1.9978285774711033,0.25912192225403313,34.6027864535958,18.652057422670627,41.02023154577692,5.724924577956654,CL,1.157702559235994e-08,Clay Soil,Synthetic Generated,2025-10-13
59.14435223111405,36.8087209971793,22.33563123393475,50.0,2.782619092599721,17.173064882160308,1.1712315657694043,28.473334748057894,2.464282171076503,0.7512392701696521,23.025611324270184,43.68077351266369,33.14623638416762,0.14737877889850798,CL,1.8804082715572903e-10,Clay Soil,Synthetic Generated,2025-10-13
23.365262358627398,6.698252886472757,16.66700947215464,71.16060714715397,3.8822964955763695,18.98011422157552,1.0044985526773036,40.35200226237016,6.651288903292676,0.6194644782897039,8.960635589326584,39.63819165734175,19.023615705925682,32.377557047405986,CL,1.7210679587947945e-10,Clay Soil,Synthetic Generated,2025-10-13
29.304962336435917,16.078026159362285,13.226936177073632,66.35016352528257,3.3636491068845884,18.332012828211866,0.7479613132296945,23.08781730861542,2.6054983830355782,0.3688702591271952,32.567200612986554,26.928009348388205,31.753748468338472,8.751041570286771,CL,8.96175132732355e-09,Clay Soil,Synthetic Generated,2025-10-13
27.71570702599255,19.92775109585544,7.787955930137109,50.0,1.4067437140376458,17.417634713210855,1.3117912934833347,15.052440677985064,6.120877852811294,0.3711395106431461,33.529107923897364,28.5748599896057,24.010590513162818,13.88544157333412,CL,3.9003929610595335e-09,Clay Soil,Synthetic Generated,2025-10-13
73.23605347130572,30.32526475727579,42.910788714029934,232.00101276376859,6.073349681011537,19.49624897954464,0.42679652474795327,16.13619746002356,1.6718590075903064,0.6770545394643466,22.23913090448856,62.00891240896629,13.872067371684738,1.8798893148603932,CL,1.8636585618195985e-07,Clay Soil,Synthetic Generated,2025-10-13
46.18166334326572,23.40098786436402,22.7806754789017,54.06082333701335,1.0,17.09474886803062,0.5179770314192084,16.59496200245372,2.9138700137065836,0.6450669188814799,19.156054835903262,34.520254577941074,41.95120234362216,4.372488242533508,CL,1.005476786583309e-08,Clay Soil,Synthetic Generated,2025-10-13
20.76255563308508,11.567107678632976,9.195447954452103,186.98381282796757,8.247393060674677,17.40476700397585,0.8659763344687738,38.74243099972549,3.89755641347474,0.7376738324187174,17.169210134924814,47.05248316886428,18.181620673124158,17.59668602308674,CL,5.8378683383147834e-08,Clay Soil,Synthetic Generated,2025-10-13
40.395699398811665,12.259995259756439,28.13570413905523,131.39638662650913,1.8202426225419297,16.241726609770836,0.8257633562509563,30.43173346969011,3.9991462099575537,0.7576970636352849,28.34702752466566,35.84286130469045,34.55771736768954,1.2523938029543418,CL,4.4360953092659704e-08,Clay Soil,Synthetic Generated,2025-10-13
20.0,17.8213236926554,2.178676307344599,50.0,6.896070337065338,14.861129649296865,1.0451378418684236,24.054553145855472,1.5817024170134857,0.25466051006068224,42.85322722064346,36.63478414072269,17.586408610581106,2.9255800280527486,CH,8.479050930045025e-09,Clay Soil,Synthetic Generated,2025-10-13
37.72362677317519,15.379546369755438,22.344080403419753,50.0,1.0,18.113846033016735,0.8481655814936832,25.074778731504992,1.4801057821114987,0.5231958886288983,18.64126597964961,46.26168468278052,31.917805798534577,3.1792435390352853,CL,1.2636745240888677e-07,Clay Soil,Synthetic Generated,2025-10-13
65.56322299330634,42.97746438178644,22.5857586115199,50.0,1.1674814441969505,13.863806563722328,0.910710412709446,27.355742350223903,3.7051079024822084,0.4378575939001533,25.20143533128913,33.45304598562141,40.005135780300776,1.3403829027886953,CL,3.413263694382291e-09,Clay Soil,Synthetic Generated,2025-10-13
20.0,14.190891515912227,5.809108484087773,84.03735237522503,1.0,15.137494917919255,1.0988499063195933,12.89684466710105,2.061364020769148,0.7746109343913615,23.644930441109217,51.43535957449359,24.050724119559398,0.868985864837801,ML,8.80855900957039e-09,Clay Soil,Synthetic Generated,2025-10-13
20.003217771927375,17.378221884273188,2.624995887654187,60.22621814968651,3.7954321065667327,17.355033240487455,0.8422320798745001,29.819838703378867,3.7330518093452274,0.6403790798023554,12.690802099721434,37.29946329280979,34.52030152917246,15.489433078296312,CH,1.1653787221349892e-08,Clay Soil,Synthetic Generated,2025-10-13
35.799055407046296,34.05500750323421,1.7440479038120884,210.62807983152416,2.0189453526923424,15.302018304163573,1.0038781961095466,34.098026978509274,5.5728049846840255,0.29510111579353837,29.503244159966247,27.827107144626122,39.108550874438066,3.5610978209695583,CH,1.4203637438586805e-09,Clay Soil,Synthetic Generated,2025-10-13
27.166837846739732,11.999559716978213,15.167278129761518,98.99632147472899,8.27542218062851,17.03557748071183,0.5733077290769469,14.166006034176819,1.958053977470193,0.7087548553482296,21.595805731288788,33.092703737177246,36.60069549384089,8.710795037693082,CL,6.888021115370964e-10,Clay Soil,Synthetic Generated,2025-10-13
36.854257596607084,21.588216144909875,15.266041451697209,50.0,1.1194229020772284,17.294748738559736,0.5930993894819171,24.764211043146688,2.093631100232963,0.13128131937271667,39.95648941832597,34.356944993680685,24.4495629900772,1.237002597916143,CL,5.125578537220259e-10,Clay Soil,Synthetic Generated,2025-10-13
31.764021902217227,13.190706205412953,18.573315696804272,50.0,4.805045645906187,15.879433267655639,1.0643104260916356,13.708677158072089,1.0,0.368905077280367,12.685518446781488,37.74163740597844,40.551401516401306,9.021442630838779,CL,8.955046839673261e-10,Clay Soil,Synthetic Generated,2025-10-13
