sample_id,slope_angle_deg,factor_safety_slope,progressive_failure_index,creep_susceptibility,swelling_pressure_kPa,shrinkage_limit_pct,linear_shrinkage_pct,piping_potential
CLAY_0001,22.062337719120443,0.5499892180956599,5.390928378994179,Medium,141.92397393810126,22.49726012387126,0.9239000688362988,Low
CLAY_0002,34.943150270979615,1.1151884261667524,2.527250098977755,High,17.787780213462717,18.017569289628184,0.0438624721449031,Low
CLAY_0003,13.523323528177006,0.576408497600558,4.930415607960087,High,122.72219544794544,20.296138748821754,1.3310107616458062,Low
CLAY_0004,25.55356360642498,0.1022239717741638,34.69523042656142,Medium,141.39968237291038,25.0,0.0,Low
CLAY_0005,27.615527145706995,0.051604298811858657,52.40870639107662,Medium,55.149964860604605,25.0,0.0,Low
CLAY_0006,36.51824272947711,0.026667685139786297,119.02890302641184,Medium,2.7541699295678743,23.594473596917034,0.0,Low
CLAY_0007,20.108862770293918,0.1645766524908366,19.38486857028226,Medium,134.33221799475675,15.337356754969232,0.0,Low
CLAY_0008,19.246600039268447,0.16148273375287386,22.308028707114243,Medium,180.15580166814,15.526688318249658,0.6584573986226969,Low
CLAY_0009,20.603868456854098,1.8300765023728989,1.7438428679501943,Medium,145.82710640522868,8.373923098292458,1.2057005474346356,Low
CLAY_0010,29.449377807780927,0.1793052889029895,16.206137862309692,Medium,2.4858878751399,25.0,0.9916366623158728,Low
CLAY_0011,40.66015447126628,0.13018805716428997,22.361253570441686,High,130.76596887985454,7.8963621201308944,0.0,Low
CLAY_0012,39.082948876145736,0.14243292303888655,21.099941736016532,Medium,29.24736725168565,16.64773756726656,0.627274928645019,Low
CLAY_0013,12.028097974385066,0.44667519034072467,7.707551950888649,Medium,150.73276620827076,12.948627815378723,1.1656818475835542,Low
CLAY_0014,40.76342889522083,0.25709025068772323,12.8436488265055,Medium,11.183391984624604,25.0,0.602846081833727,Medium
CLAY_0015,13.328828097643715,0.1555347724216312,17.677237767736184,Medium,1.961712317477092,10.845926359514001,0.0,Low
CLAY_0016,24.53718242616044,0.35263361063673393,9.138404801642126,Low,0.9804288557343142,25.0,0.1432251571945547,Medium
CLAY_0017,36.78915537389774,0.030511488364776546,108.65216785463929,Medium,141.69098471620103,17.243772778782933,0.0,Low
CLAY_0018,12.852886261188011,0.750238223043417,3.936179900042339,Medium,149.37477761877446,18.61639888194792,0.6814264093309328,Low
CLAY_0019,11.413988809693839,2.1986297440014497,1.1584915983562907,Medium,119.90664165484483,13.641815291258995,0.0,Low
CLAY_0020,21.549853126377798,0.10069647877507408,29.75222515485516,Medium,3.569161139774227,25.0,0.4659648311529631,Medium
CLAY_0021,35.547396275006015,0.06596127977074713,40.50642632774611,Medium,114.81880054139216,13.532137626907064,0.0,Low
CLAY_0022,28.26147531502402,0.3011643071968171,8.715302487812373,High,124.56504352208076,18.910247369036885,0.48205800638906654,Low
CLAY_0023,24.59506547133907,0.1599706480183198,21.34855751960217,High,188.7546676362698,16.63433346833314,0.2616021602091173,Low
CLAY_0024,38.45756611305026,0.43143919347200504,9.607621176642596,Medium,28.427456403757855,15.818944617645046,0.0,Medium
CLAY_0025,36.83482417679856,0.14209611843464137,25.09690396881279,Medium,5.057910890212156,17.29412521145761,0.644149335929334,Low
CLAY_0026,37.51151234068876,0.09823555162751196,25.426682904333138,Medium,157.51272757427935,19.455702135586385,1.1142469779847577,Low
CLAY_0027,26.090438838222067,0.05631742725963003,52.811942296892006,Medium,118.62127920840749,14.093289718768643,0.0,Low
CLAY_0028,10.680723487221094,0.2607727406144334,11.064155815765819,High,135.80615537402556,21.324939640755005,0.3171958973959821,Low
CLAY_0029,16.02479407220356,0.39153673188055865,6.830986092519631,Medium,14.67966083967395,25.0,0.0,Medium
CLAY_0030,35.945514989681904,0.022357030860211326,143.0881661044058,Medium,61.50237519623093,25.0,0.0,Medium
