T_C,mass_fraction
25.0,0.9985782743020335
30.0,0.9982718721998367
35.0,0.9979016163705592
40.0,0.9974552240843323
45.0,0.9969185239928782
50.0,0.9962753854350276
55.0,0.9955077590654972
60.0,0.994595886628746
65.0,0.9935187496460721
70.0,0.9922548332199559
75.0,0.9907832756097937
80.0,0.9890854482771182
85.0,0.9871469560767271
90.0,0.9849599580836884
95.0,0.9825255905919111
100.0,0.979856145455942
105.0,0.9769765584658843
110.0,0.9739247458848074
115.0,0.9707504383411076
120.0,0.9675124111723975
125.0,0.9642743531139538
130.0,0.9610999501002814
135.0,0.9580479688127925
140.0,0.9551681245836082
145.0,0.9524983103529913
150.0,0.9500634284479291
155.0,0.9478757240871708
160.0,0.9459362695309358
165.0,0.944237136622868
170.0,0.9427638118906398
175.0,0.9414975066651224
180.0,0.9404171427909056
185.0,0.9395009131197277
190.0,0.9387274047170238
195.0,0.9380763271371633
200.0,0.9375289132881911
205.0,0.9370680649143167
210.0,0.9366783069264154
215.0,0.9363456011068388
220.0,0.9360570542503918
225.0,0.9358005408645135
230.0,0.9355642471821171
235.0,0.9353361318529869
240.0,0.9351032896089043
245.0,0.9348511982427962
250.0,0.9345628282960163
255.0,0.934217602718945
260.0,0.9337902172381753
265.0,0.9332493820793852
270.0,0.9325566373372173
275.0,0.9316655449105322
280.0,0.9305217793003377
285.0,0.9290649069812204
290.0,0.9272328667107339
295.0,0.9249701257587939
300.0,0.9222398440347876
305.0,0.9190388007739221
310.0,0.9154114252640142
315.0,0.9114570806344324
320.0,0.9073247790278562
325.0,0.9031933402581359
330.0,0.8992416173119857
335.0,0.8956187229460706
340.0,0.8924241916368052
345.0,0.8897027002519207
350.0,0.8874513595449464
355.0,0.8856337547416726
360.0,0.8841948840791303
365.0,0.883073336411819
370.0,0.8822094618258413
375.0,0.8815498659345983
380.0,0.8810492006036468
385.0,0.8806702597834858
390.0,0.8803831642529832
395.0,0.8801641483176132
400.0,0.8799942371876837
405.0,0.8798579460120306
410.0,0.8797420299775328
415.0,0.8796342518851008
420.0,0.8795220945492745
425.0,0.8793913227996563
430.0,0.8792242968789143
435.0,0.8789979752077068
440.0,0.8786816661906081
445.0,0.8782348805881404
450.0,0.8776062139285244
455.0,0.8767351156671503
460.0,0.8755594169947774
465.0,0.8740315024248393
470.0,0.8721428713859966
475.0,0.8699490210426752
480.0,0.8675779158342614
485.0,0.865207152496464
490.0,0.863014358664901
495.0,0.8611275942678496
500.0,0.8596025251642643
505.0,0.8584309078958625
510.0,0.8575654956702787
515.0,0.8569446331175412
520.0,0.8565084739606547
525.0,0.8562065718431131
530.0,0.8559997348643491
535.0,0.8558590229335119
540.0,0.8557637541087315
545.0,0.855699461615317
550.0,0.8556561685351115
555.0,0.8556270588510614
560.0,0.8556075051383836
565.0,0.8555943789372513
570.0,0.8555855710695305
575.0,0.8555796621397772
580.0,0.8555756980298687
585.0,0.8555730377261065
590.0,0.8555712504940434
595.0,0.855570046482734
600.0,0.8555692298313191
605.0,0.8555686667955243
610.0,0.8555682637383758
615.0,0.8555679513523463
620.0,0.8555676724107455
625.0,0.8555673708077665
630.0,0.8555669796826939
635.0,0.8555664059948694
640.0,0.8555655078809882
645.0,0.8555640592015723
650.0,0.855561692369121
655.0,0.8555578050065091
660.0,0.8555514068315399
665.0,0.8555408681765397
670.0,0.8555235072134151
675.0,0.8554949138917873
680.0,0.8554478471049988
685.0,0.855370448047396
690.0,0.8552433793233826
695.0,0.8550353339971135
700.0,0.8546962254526416
705.0,0.8541474896434894
710.0,0.8532698996673085
715.0,0.8518923796244908
720.0,0.8497923653981704
725.0,0.8467292865758229
730.0,0.8425376683174005
735.0,0.8372761314215669
740.0,0.8313430858086028
745.0,0.825410040199346
750.0,0.8201485033152262
755.0,0.8159568850783944
760.0,0.8128938062909644
765.0,0.8107937921184755
770.0,0.8094162721570277
775.0,0.8085386823028085
780.0,0.8079899466758005
785.0,0.807650838402947
790.0,0.8074427934814967
795.0,0.8073157253607319
800.0,0.8072383272020884
