T_C,mass_fraction
25.0,0.9985437216616014
30.0,0.9982298731001132
35.0,0.9978506190272907
40.0,0.9973933782343323
45.0,0.996843635007154
50.0,0.996184866718666
55.0,0.9953985854516262
60.0,0.9944645528797919
65.0,0.9933612398719843
70.0,0.9920666088762315
75.0,0.9905592914567867
80.0,0.9888202067704581
85.0,0.9868346104104668
90.0,0.984594471692948
95.0,0.9821009556171507
100.0,0.9793666542483226
105.0,0.9764171113993242
110.0,0.9732911675271365
115.0,0.9700397655270141
120.0,0.9667231140905259
125.0,0.9634064564291848
130.0,0.9601550351900967
135.0,0.9570290573204456
140.0,0.9540794626330033
145.0,0.9513450868847727
150.0,0.9488514671451763
155.0,0.9466111860814836
160.0,0.9446253957889672
165.0,0.942886048005011
170.0,0.9413783744777224
175.0,0.9400832620946061
180.0,0.9389792988083072
185.0,0.9380443881728906
190.0,0.9372569215669747
195.0,0.9365965534180929
200.0,0.936044651169656
205.0,0.9355844972061825
210.0,0.9352013130854232
215.0,0.9348821638349099
220.0,0.9346157860619915
225.0,0.9343923705815451
230.0,0.9342033192320114
235.0,0.9340409867929026
240.0,0.9338984123438256
245.0,0.9337690398798097
250.0,0.9336464255803794
255.0,0.9335239292983527
260.0,0.9333943917181506
265.0,0.9332498082368796
270.0,0.9330810288894742
275.0,0.9328775439544801
280.0,0.9326274591423697
285.0,0.9323178182649258
290.0,0.9319354762840679
295.0,0.9314687182417157
300.0,0.9309096901264107
305.0,0.9302573899944638
310.0,0.9295204814694181
315.0,0.9287187500136711
320.0,0.9278820283457369
325.0,0.9270461900138596
330.0,0.9262471424689858
335.0,0.9255148212473698
340.0,0.9248691868769706
345.0,0.9243191558559054
350.0,0.9238640646997733
355.0,0.9234964933595086
360.0,0.9232052682092439
365.0,0.9229779063082908
370.0,0.9228022484502015
375.0,0.9226673456197612
380.0,0.9225637919232704
385.0,0.922483702896407
390.0,0.9224204907129067
395.0,0.9223685302416866
400.0,0.9223227603548209
405.0,0.922278226967394
410.0,0.9222295454336947
415.0,0.9221702363695181
420.0,0.9220918684734278
425.0,0.921982926127431
430.0,0.9218273178960024
435.0,0.9216024790245892
440.0,0.9212771481719826
445.0,0.9208092072858746
450.0,0.9201445880559085
455.0,0.9192192364138917
460.0,0.9179672089858617
465.0,0.9163379880084818
470.0,0.9143227472647122
475.0,0.9119809532023753
480.0,0.9094494285319831
485.0,0.9069179739506764
490.0,0.9045763964304787
495.0,0.9025615380705417
500.0,0.9009328995633421
505.0,0.8996817068681848
510.0,0.8987575170120086
515.0,0.8980944907278703
520.0,0.8976287166835389
525.0,0.8973063206655851
530.0,0.8970854473250576
535.0,0.896935189843826
540.0,0.896833460899362
545.0,0.8967648108270888
550.0,0.8967185850092735
555.0,0.896687504558918
560.0,0.8966666279015686
565.0,0.8966526142629168
570.0,0.896643211377965
575.0,0.8966369035969431
580.0,0.8966326721230534
585.0,0.8966298324987432
590.0,0.8966279247915607
595.0,0.8966266394772429
600.0,0.8966257673474131
605.0,0.8966251654466033
610.0,0.8966247335255203
615.0,0.8966243971194536
620.0,0.8966240943471264
625.0,0.8966237640060071
630.0,0.8966233325583979
635.0,0.8966226971112015
640.0,0.8966217003319595
645.0,0.8966200910977489
650.0,0.8966174609850946
655.0,0.8966131405438674
660.0,0.8966060291227086
665.0,0.8965943153537353
670.0,0.8965750183505666
675.0,0.8965432362538132
680.0,0.8964909204069629
685.0,0.896404889460606
690.0,0.8962636494220855
695.0,0.8960324018528376
700.0,0.8956554742281299
705.0,0.8950455406451024
710.0,0.8940700774176974
715.0,0.8925389294006151
720.0,0.890204711005468
725.0,0.8868000221951471
730.0,0.8821409335416484
735.0,0.8762926035307933
740.0,0.8696978747655454
745.0,0.8631031460042059
750.0,0.8572548160057037
755.0,0.852595727374986
760.0,0.8491910386015344
765.0,0.846856820263275
770.0,0.8453256723322559
775.0,0.8443502092339567
780.0,0.8437402758438994
785.0,0.8433633485071717
790.0,0.8431321013674277
795.0,0.8429908619693487
800.0,0.84290483197793
