T_C,mass_fraction
25.0,0.9985665747794429
30.0,0.9982576512501209
35.0,0.9978843485271486
40.0,0.9974342828013718
45.0,0.9968931661022095
50.0,0.9962447350208915
55.0,0.9954707916728518
60.0,0.994551415196849
65.0,0.9934654141330098
70.0,0.9921910965107716
75.0,0.9907074288821173
80.0,0.988995629365808
85.0,0.9870411842937886
90.0,0.9848361881304689
95.0,0.9823817864022857
100.0,0.979690371954431
105.0,0.9767870855591986
110.0,0.9737101552032634
115.0,0.9705097203577784
120.0,0.967245039495144
125.0,0.9639803247328022
130.0,0.9607797851145092
135.0,0.9577026696129833
140.0,0.9547991009125946
145.0,0.952107281404578
150.0,0.9496523151373815
155.0,0.9474465437760896
160.0,0.9454910425738464
165.0,0.9437778102635879
170.0,0.9422922033200412
175.0,0.9410152641277728
180.0,0.9399257217359572
185.0,0.9390015634456456
190.0,0.9382211649043349
195.0,0.937564021202762
200.0,0.9370111467706618
205.0,0.9365452163198112
210.0,0.9361505110990307
215.0,0.9358127207522976
220.0,0.9355186352808118
225.0,0.935255746303374
230.0,0.9350117630413097
235.0,0.9347740366577263
240.0,0.9345288771408055
245.0,0.9342607407462467
250.0,0.9339512652170335
255.0,0.9335781387904655
260.0,0.9331138148489387
265.0,0.9325241389001182
270.0,0.9317670551658597
275.0,0.9307917253679956
280.0,0.9295386330487829
285.0,0.9279415402231229
290.0,0.9259324074950697
295.0,0.9234503477313901
300.0,0.9204549777105011
305.0,0.9169428011383605
310.0,0.9129626080849087
315.0,0.9086234697868634
320.0,0.9040889399090228
325.0,0.8995552807067828
330.0,0.8952187880011123
335.0,0.8912431172773485
340.0,0.8877375132281182
345.0,0.8847510166729952
350.0,0.8822804673137944
355.0,0.8802859133953562
360.0,0.8787070071010111
365.0,0.8774763704362603
370.0,0.8765285643695508
375.0,0.8758050244890428
380.0,0.8752560312464293
385.0,0.874840822547271
390.0,0.8745267100353689
395.0,0.8742877638261114
400.0,0.8741033850577986
405.0,0.8739569136262858
410.0,0.8738343085352751
415.0,0.8737228711348817
420.0,0.8736099409517263
425.0,0.8734814710947207
430.0,0.8733203871397962
435.0,0.8731046676872158
440.0,0.8728051996513804
445.0,0.8723837361043325
450.0,0.8717918280059982
455.0,0.8709724727537353
460.0,0.8698671766416101
465.0,0.8684311410267671
470.0,0.8666563331145457
475.0,0.864594859993257
480.0,0.8623669229422883
485.0,0.8601393609449418
490.0,0.8580790468901741
495.0,0.8563062868350695
500.0,0.8548733729733157
505.0,0.8537725546374678
510.0,0.8529594377517388
515.0,0.8523760920104013
520.0,0.8519662876149956
525.0,0.8516826268899307
530.0,0.8514882865224805
535.0,0.8513560754292135
540.0,0.8512665615619389
545.0,0.851206152396265
550.0,0.8511654738975166
555.0,0.8511381218852226
560.0,0.8511197484842863
565.0,0.8511074141659233
570.0,0.8510991370341079
575.0,0.8510935832044769
580.0,0.8510898558075599
585.0,0.8510873519143558
590.0,0.8510856657639697
595.0,0.851084523296186
600.0,0.8510837376547622
605.0,0.8510831785198483
610.0,0.8510827502417346
615.0,0.8510823750598573
620.0,0.8510819783689061
625.0,0.8510814731038048
630.0,0.851080739815555
635.0,0.851079597727482
640.0,0.8510777596401115
645.0,0.8510747593588748
650.0,0.8510698332800775
655.0,0.8510617261139831
660.0,0.8510483715565283
665.0,0.851026367386518
670.0,0.8509901136122785
675.0,0.8509304006958587
680.0,0.8508321064486645
685.0,0.8506704648095671
690.0,0.8504050911088312
695.0,0.8499706030506171
700.0,0.8492623982168613
705.0,0.8481164009867901
710.0,0.8462836141124707
715.0,0.8434067572282995
720.0,0.8390210203191655
725.0,0.8326239884403804
730.0,0.8238700786427426
735.0,0.8128817164843634
740.0,0.8004909540067138
745.0,0.7881001915325594
750.0,0.7771118293852227
755.0,0.768357919607935
760.0,0.7619608877620543
765.0,0.7575751509036357
770.0,0.7546982940961049
775.0,0.7528655073366305
780.0,0.7517195102780354
785.0,0.7510113056999357
790.0,0.7505768180226774
795.0,0.7503114448895332
800.0,0.7501498040961299
