T_C,mass_fraction
25.0,0.9985430220415845
30.0,0.9982290225581791
35.0,0.9978495860585487
40.0,0.997392125253053
45.0,0.9968421174027748
50.0,0.9961830318714489
55.0,0.9953963717607014
60.0,0.9944618888840452
65.0,0.9933580435775965
70.0,0.9920627874408695
75.0,0.9905547414134723
80.0,0.9888148149938201
85.0,0.9868282560199299
90.0,0.9845870290343669
95.0,0.9820922983514431
100.0,0.979356660397676
105.0,0.9764056689725292
110.0,0.9732781801048703
115.0,0.970025156996908
120.0,0.9667068316471386
125.0,0.9633884710389286
130.0,0.9601353389587619
135.0,0.9570076575246963
140.0,0.954056372479327
145.0,0.9513203132301913
150.0,0.9488249953809795
155.0,0.946582962126753
160.0,0.9445953046919084
165.0,0.9428538880505265
170.0,0.9413438249786025
175.0,0.9400458421967585
180.0,0.9389383136224494
185.0,0.9379988572716961
190.0,0.9372054832372253
195.0,0.9365373358753117
200.0,0.9359750990306694
205.0,0.9355011376264125
210.0,0.9350994407959381
215.0,0.9347554174848521
220.0,0.9344555793435119
225.0,0.9341871301015755
230.0,0.933937466537663
235.0,0.9336935840752592
240.0,0.9334413703550566
245.0,0.9331647638082262
250.0,0.9328447534907538
255.0,0.9324582056242039
260.0,0.9319765291952796
265.0,0.9313642500064941
270.0,0.930577667201669
275.0,0.929563938225573
280.0,0.9282611885745367
285.0,0.926600547913175
290.0,0.9245112682571314
295.0,0.9219300372330794
300.0,0.9188148654647889
305.0,0.9151621267224689
310.0,0.9110225749834087
315.0,0.9065096600021098
320.0,0.9017934964203661
325.0,0.8970782174307599
330.0,0.8925679902797965
335.0,0.8884330329030833
340.0,0.8847869709923919
345.0,0.8816808127972949
350.0,0.8791112726816259
355.0,0.8770367984268681
360.0,0.87539462373793
365.0,0.8741146697577037
370.0,0.8731288735397715
375.0,0.872376321267619
380.0,0.871805297054729
385.0,0.8713733994160451
390.0,0.8710466211792428
395.0,0.8707979800749502
400.0,0.8706060319533839
405.0,0.8704534195777461
410.0,0.8703254954696004
415.0,0.8702089872540861
420.0,0.8700906315529996
425.0,0.8699556786620487
430.0,0.8697861670269746
435.0,0.8695589026784633
440.0,0.8692431999164341
445.0,0.8687987293517102
450.0,0.8681743927693202
455.0,0.8673100637770707
460.0,0.8661440398105692
465.0,0.8646290644429975
470.0,0.8627566678280323
475.0,0.8605818269234005
480.0,0.8582313576700186
485.0,0.8558812784681806
490.0,0.8537076429814318
495.0,0.851837376123803
500.0,0.8503256473704689
505.0,0.8491642802999038
510.0,0.8483064392538497
515.0,0.8476910076317083
520.0,0.8472586627974646
525.0,0.8469594000121532
530.0,0.8467543705272487
535.0,0.8466148876389217
540.0,0.8465204504634646
545.0,0.8464567188458524
550.0,0.8464138031636141
555.0,0.8463849470145943
560.0,0.8463655634257236
565.0,0.8463525512651078
570.0,0.8463438197569442
575.0,0.846337961862538
580.0,0.8463340317316295
585.0,0.8463313938469971
590.0,0.8463296210754437
595.0,0.8463284258404278
600.0,0.8463276135751885
605.0,0.8463270510233472
610.0,0.8463266442498062
615.0,0.8463263227170793
620.0,0.8463260266761566
625.0,0.8463256955316467
630.0,0.8463252547993683
635.0,0.8463245987219599
640.0,0.8463235643721478
645.0,0.84632189081971
650.0,0.8463191530840688
655.0,0.8463146541646488
660.0,0.8463072478371012
665.0,0.8462950475473032
670.0,0.8462749485539979
675.0,0.8462418452440496
680.0,0.8461873543500393
685.0,0.8460977464906734
690.0,0.8459506340078621
695.0,0.8457097716164717
700.0,0.845317172033586
705.0,0.844681878503778
710.0,0.8436658572423031
715.0,0.8420710467892091
720.0,0.8396397756994103
725.0,0.8360935259129757
730.0,0.8312407205400466
735.0,0.8251492272422724
740.0,0.8182803012404437
745.0,0.8114113752423
750.0,0.8053198819561677
755.0,0.800467076604694
760.0,0.796920826852953
765.0,0.7944895558166305
770.0,0.7928947454443541
775.0,0.791878724303991
780.0,0.7912434309550258
785.0,0.7908508316417743
790.0,0.7906099696521856
795.0,0.7904628577680465
800.0,0.7903732508007117
