T_C,mass_fraction
25.0,0.9984901733475059
30.0,0.9981647843044853
35.0,0.9977715847099731
40.0,0.9972975307197692
45.0,0.9967275728449416
50.0,0.9960445808791846
55.0,0.9952293870488339
60.0,0.9942610087907837
65.0,0.9931171252502895
70.0,0.9917748884254625
75.0,0.9902121439916829
80.0,0.9884091092749512
85.0,0.9863504974123113
90.0,0.9840279820248308
95.0,0.9814427704036666
100.0,0.9786079168921866
105.0,0.97554990356387
110.0,0.972308997710649
115.0,0.9689380136040563
120.0,0.9654993713847716
125.0,0.9620607099791391
130.0,0.9586896665738769
135.0,0.9554486559330931
140.0,0.9523904828274398
145.0,0.9495554000624992
150.0,0.9469698689270134
155.0,0.9446469147977465
160.0,0.9425877051930076
165.0,0.9407838595523503
170.0,0.9392200175170247
175.0,0.9378762969520646
180.0,0.9367304091124604
185.0,0.9357593244724258
190.0,0.9349404771712809
195.0,0.9342525540899704
200.0,0.9336759416452588
205.0,0.9331929086347409
210.0,0.932787595784933
215.0,0.9324458688762621
220.0,0.9321550768775098
225.0,0.931903741867017
230.0,0.9316811947456265
235.0,0.9314771602105814
240.0,0.931281286283101
245.0,0.931082608202008
250.0,0.9308689347150345
255.0,0.9306261489287984
260.0,0.9303374300020446
265.0,0.9299824327266124
270.0,0.9295365188548335
275.0,0.9289702275693079
280.0,0.9282493087827252
285.0,0.9273358091101249
290.0,0.9261908387217115
295.0,0.924779624138439
300.0,0.9230790527178332
305.0,0.9210869349336551
310.0,0.9188307117266967
315.0,0.9163719724645774
320.0,0.9138031672877038
325.0,0.9112352789046964
330.0,0.9087793253319413
335.0,0.9065278638092644
340.0,0.9045426661319154
345.0,0.9028514369121303
350.0,0.9014523398434557
355.0,0.9003227157098675
360.0,0.8994283575367688
365.0,0.8987310698179243
370.0,0.8981937372253072
375.0,0.8977831072672823
380.0,0.8974708897374228
385.0,0.8972337974749868
390.0,0.8970530123408983
395.0,0.8969133907644096
400.0,0.8968025819057156
405.0,0.896710130700433
410.0,0.8966265711401392
415.0,0.8965424710585223
420.0,0.8964473596697521
425.0,0.8963284499577377
430.0,0.8961690656781907
435.0,0.8959467187513893
440.0,0.8956309052291058
445.0,0.8951809832884285
450.0,0.8945450829102348
455.0,0.8936619383476814
460.0,0.8924685655518003
465.0,0.8909167194741201
470.0,0.8889978749370693
475.0,0.8867685304134609
480.0,0.8843588250422036
485.0,0.8819493326556407
490.0,0.8797206463044924
495.0,0.877802964516245
500.0,0.8762528906776312
505.0,0.8750620595047889
510.0,0.8741824552173932
515.0,0.87355141301851
520.0,0.8731081050343469
525.0,0.8728012569000592
530.0,0.8725910332790938
535.0,0.8724480189619241
540.0,0.8723511925258872
545.0,0.8722858498051674
550.0,0.8722418502321646
555.0,0.8722122660430471
560.0,0.872192393991596
565.0,0.8721790543917951
570.0,0.872170103555993
575.0,0.8721640988861671
580.0,0.8721600706845563
585.0,0.8721573674855736
590.0,0.872155551546621
595.0,0.8721543283183151
600.0,0.8721534987882427
605.0,0.8721529270941963
610.0,0.8721525181686302
615.0,0.8721522017254023
620.0,0.8721519198479996
625.0,0.8721516159113343
630.0,0.8721512226120043
635.0,0.8721506464560206
640.0,0.8721497450175875
645.0,0.8721482913535158
650.0,0.8721459166340353
655.0,0.8721420164896821
660.0,0.8721355973920526
665.0,0.8721250243507631
670.0,0.8721076067914697
675.0,0.8720789202899053
680.0,0.8720317001438442
685.0,0.8719540489088097
690.0,0.8718265661858444
695.0,0.8716178430393015
700.0,0.8712776296692138
705.0,0.8707271060652586
710.0,0.8698466568809529
715.0,0.8684646488475191
720.0,0.8663577927292772
725.0,0.8632847343300399
730.0,0.8590794596891167
735.0,0.8538007805929526
740.0,0.8478484049898805
745.0,0.8418960293905562
750.0,0.8366173503062355
755.0,0.8324120756871459
760.0,0.8293390173232293
765.0,0.8272321612594576
770.0,0.8258501533083864
775.0,0.8249697042475718
780.0,0.8244191808281045
785.0,0.8240789677332142
790.0,0.8238702449969413
795.0,0.8237427628855096
800.0,0.8236651125620028
