T_C,mass_fraction
25.0,0.9984801245070438
30.0,0.998152569868497
35.0,0.9977567533983769
40.0,0.9972795444558693
45.0,0.9967057934139277
50.0,0.9960182560897596
55.0,0.9951976371858403
60.0,0.9942228145557549
65.0,0.993071318880473
70.0,0.9917201502211337
75.0,0.9901470069818361
80.0,0.9883319750685464
85.0,0.9862596662108378
90.0,0.983921699070659
95.0,0.9813192895972864
100.0,0.9784655798637089
105.0,0.9753872293416702
110.0,0.9721247748722808
115.0,0.9687313843242766
120.0,0.9652698960949603
125.0,0.9618084030792841
130.0,0.9584149977382211
135.0,0.9551525171277967
140.0,0.952074126746591
145.0,0.9492203598218475
150.0,0.9466178706402042
155.0,0.9442797940484375
160.0,0.9422073360738099
165.0,0.940392101861768
170.0,0.9388186848071061
175.0,0.9374671460035549
180.0,0.9363151503217508
185.0,0.9353396525385933
190.0,0.9345181222141273
195.0,0.9338293547390907
200.0,0.9332539436011098
205.0,0.932774494688584
210.0,0.9323756563597669
215.0,0.9320440259608966
220.0,0.9317679789802648
225.0,0.9315374535624448
230.0,0.931343711770583
235.0,0.9311790900403255
240.0,0.9310367445917027
245.0,0.9309103929483741
250.0,0.9307940500932649
255.0,0.930681757434326
260.0,0.9305673054512712
265.0,0.9304439581225911
270.0,0.930304201210394
275.0,0.9301395597771613
280.0,0.9299405643639593
285.0,0.9296969868152872
290.0,0.9293985013815839
295.0,0.9290359210898577
300.0,0.9286030598857727
305.0,0.9280990267798942
310.0,0.9275303844278883
315.0,0.9269122649555975
320.0,0.9262675404651444
325.0,0.9256237397704445
330.0,0.9250084273740677
335.0,0.9244445836516989
340.0,0.9239475252225304
345.0,0.9235240815483763
350.0,0.9231737193421902
355.0,0.9228907122229955
360.0,0.9226664483423335
365.0,0.9224913081511004
370.0,0.9223559179650483
375.0,0.9222518287309928
380.0,0.9221717680311206
385.0,0.9221096176626615
390.0,0.9220602324179406
395.0,0.9220191710091976
400.0,0.9219823713952057
405.0,0.9219457727724644
410.0,0.9219048631613712
415.0,0.9218541119249257
420.0,0.9217862290747831
425.0,0.9216911795424205
430.0,0.9215548791711857
435.0,0.9213575316730866
440.0,0.9210716775505605
445.0,0.9206602974237803
450.0,0.9200758526851589
455.0,0.9192620154447912
460.0,0.9181607918207081
465.0,0.9167277536788283
470.0,0.9149551436635162
475.0,0.9128952748609257
480.0,0.9106685038236983
485.0,0.9084417870877491
490.0,0.9063820860302197
495.0,0.9046097721617425
500.0,0.9031771849848576
505.0,0.9020766073870268
510.0,0.901263668909142
515.0,0.9006804559366111
520.0,0.9002707506081987
525.0,0.8999871639069965
530.0,0.8997928788796877
535.0,0.8996607091567327
540.0,0.8995712262048994
545.0,0.899510840129606
550.0,0.8994701788669567
555.0,0.8994428397142911
560.0,0.8994244759048895
565.0,0.8994121487415907
570.0,0.8994038769532292
575.0,0.8993983271268212
580.0,0.8993946027519266
585.0,0.899392101178892
590.0,0.8993904168738981
595.0,0.8993892759768484
600.0,0.8993884918314756
605.0,0.8993879343507702
610.0,0.8993875081967662
615.0,0.8993871360691691
620.0,0.8993867440815617
625.0,0.8993862463243867
630.0,0.8993855252316334
635.0,0.8993844031145982
640.0,0.8993825978524416
645.0,0.8993796516137735
650.0,0.8993748145739562
655.0,0.899366854148551
660.0,0.89935374144402
665.0,0.8993321358603158
670.0,0.8992965388487495
675.0,0.8992379077111269
680.0,0.8991413942188882
685.0,0.8989826809879508
690.0,0.8987221149847862
695.0,0.8982954984256997
700.0,0.8976001239456052
705.0,0.8964748884369844
710.0,0.8946753056675831
715.0,0.8918505680236584
720.0,0.8875442863277188
725.0,0.8812631477511217
730.0,0.872667830177754
735.0,0.8618785412148535
740.0,0.8497122588412996
745.0,0.83754597647119
750.0,0.8267566875191742
755.0,0.818161369965877
760.0,0.811880231421757
765.0,0.8075739497759181
770.0,0.8047492122077746
775.0,0.8029496295520354
780.0,0.8018243942132748
785.0,0.8011290199866379
790.0,0.8007024038055242
795.0,0.8004418383659095
800.0,0.8002831259751952
