T_C,mass_fraction
25.0,0.9985573536456687
30.0,0.9982464429095842
35.0,0.9978707388779974
40.0,0.9974177780975336
45.0,0.9968731807120463
50.0,0.996220578730379
55.0,0.9954416572564322
60.0,0.99451636735453
65.0,0.9934233813453264
70.0,0.9921408678581916
75.0,0.9906476583346814
80.0,0.9889248503399634
85.0,0.9869578372081007
90.0,0.9847386630487152
95.0,0.9822684814384846
100.0,0.979559765868869
105.0,0.9766378200917025
110.0,0.9735411197016836
115.0,0.9703201289943945
120.0,0.9670344907229654
125.0,0.9637488342212731
130.0,0.9605277871702562
135.0,0.9574309872143957
140.0,0.9545088896218368
145.0,0.9517999562228043
150.0,0.9493294710201298
155.0,0.9471098799821192
160.0,0.9451422988945429
165.0,0.9434187203854555
170.0,0.9419244679555316
175.0,0.9406405446652625
180.0,0.9395456542341838
185.0,0.9386177928133778
190.0,0.937835399926578
195.0,0.937178112554261
200.0,0.9366271922061195
205.0,0.9361656998434417
210.0,0.935778486178318
215.0,0.9354520517170579
220.0,0.935174316168373
225.0,0.9349343228428285
230.0,0.9347218914767498
235.0,0.9345272228585241
240.0,0.9343404508335058
245.0,0.9341511320335744
250.0,0.9339476619700555
255.0,0.9337166100425442
260.0,0.9334419794301503
265.0,0.9331044270556123
270.0,0.9326805327944657
275.0,0.9321422959773316
280.0,0.9314571667338969
285.0,0.9305890776029189
290.0,0.9295010723042647
295.0,0.9281601065774926
300.0,0.9265442165761668
305.0,0.9246513194813002
310.0,0.9225074868606765
315.0,0.9201712374197857
320.0,0.9177304131214155
325.0,0.915290465275037
330.0,0.9129568790000131
335.0,0.9108175988244578
340.0,0.9089313181913211
345.0,0.9073243612995907
350.0,0.9059949839023947
355.0,0.9049216570236511
360.0,0.90407188013251
365.0,0.9034093640168046
370.0,0.9028988474168804
375.0,0.9025087417789239
380.0,0.9022121770523854
385.0,0.9019870421140387
390.0,0.9018154798785762
395.0,0.9016831361831602
400.0,0.9015783274484128
405.0,0.9014911966197591
410.0,0.9014128636696059
415.0,0.9013345355111282
420.0,0.9012465121801546
425.0,0.9011370084222159
430.0,0.9009907076462901
435.0,0.9007869981757403
440.0,0.9004979537051374
445.0,0.900086389888693
450.0,0.8995048649727054
455.0,0.8986973531264146
460.0,0.8976062617822124
465.0,0.896187475994182
470.0,0.8944331954011749
475.0,0.8923950666012128
480.0,0.8901920604739736
485.0,0.8879892567263128
490.0,0.885951753326111
495.0,0.8841985775832018
500.0,0.882781475783218
505.0,0.8816927994934624
510.0,0.8808886516147467
515.0,0.8803117429270463
520.0,0.879906463658302
525.0,0.8796259380336326
530.0,0.8794337480136851
535.0,0.879303001788656
540.0,0.8792144812658932
545.0,0.8791547436764798
550.0,0.8791145183562021
555.0,0.8790874718304166
560.0,0.8790693043084677
565.0,0.8790571088571942
570.0,0.8790489256624342
575.0,0.87904343584631
580.0,0.8790397528459714
585.0,0.8790372810018499
590.0,0.8790356199942073
595.0,0.8790345003314988
600.0,0.8790337397291876
605.0,0.8790332134137481
610.0,0.8790328335406441
615.0,0.8790325343170113
620.0,0.8790322602626888
625.0,0.8790319554362402
630.0,0.8790315514268761
635.0,0.8790309514169794
640.0,0.879030006497294
645.0,0.8790284783634311
650.0,0.8790259790067843
655.0,0.8790218721454552
660.0,0.8790151114624923
665.0,0.879003974876666
670.0,0.8789856283477089
675.0,0.8789554114349518
680.0,0.8789056718420314
685.0,0.8788238773152717
690.0,0.8786895922837827
695.0,0.8784697318656927
700.0,0.8781113649742744
705.0,0.8775314658219546
710.0,0.8766040364709122
715.0,0.8751482854178683
720.0,0.8729290088636266
725.0,0.8696919741135711
730.0,0.8652623088131202
735.0,0.8597019629071619
740.0,0.8534319724951702
745.0,0.8471619820866081
750.0,0.8416016361914869
755.0,0.8371719709110137
760.0,0.833934936193274
765.0,0.8317156596888647
770.0,0.8302599087111645
775.0,0.829332479473081
780.0,0.8287525804895028
785.0,0.828394213849778
790.0,0.8281743538068972
795.0,0.828040069334655
800.0,0.8279582756414519
