frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-30.338175,-39.17294,-32.468346
9.765625,-35.373386,-37.190746,-38.012123
19.53125,-35.773304,-43.325996,-35.986977
29.296875,-35.087036,-42.43322,-31.52803
39.0625,-35.887417,-39.8252,-31.968517
48.828125,-37.4768,-41.807655,-27.646353
58.59375,-36.465397,-38.183727,-24.949152
68.359375,-32.673027,-35.546745,-25.190428
78.125,-34.11712,-34.93209,-24.126545
87.890625,-26.2971,-28.901197,-26.509035
97.65625,-22.878727,-32.248604,-25.073288
107.421875,-21.576872,-27.890923,-16.83827
117.1875,-21.889925,-26.805431,-20.36278
126.953125,-17.554628,-19.2249,-21.346859
136.71875,-7.40586,-20.375122,-18.197369
146.48438,-12.090793,-20.568699,-14.28289
156.25,-10.583925,-14.140897,-2.7712083
166.01562,-7.6351566,-8.796717,-5.5422015
175.78125,-6.3682027,-10.268724,1.9215847
185.54688,-1.4868588,-2.29619,0.7555977
195.3125,0.55790275,0.83759695,-1.1305572
205.07812,0.26725832,-0.78720623,-0.59376013
214.84375,-0.80501246,0.74627554,0.86761564
224.60938,0.0061564944,-0.3301126,-0.12556592
234.375,-0.19364125,0.26026386,0.10625806
244.14062,-0.008180677,-0.080881625,0.048220385
253.90625,0.1483868,-0.333098,0.023571875
263.67188,0.07593811,0.23279771,0.077509336
273.4375,-0.059180144,-0.15359566,0.20630324
283.20312,0.022132443,0.17249018,0.18550426
292.96875,0.0161399,0.14867398,0.114737235
302.73438,0.04436944,0.08434056,0.11401412
312.5,-0.025274428,0.11340235,0.14282058
322.26562,0.020322047,0.19263239,0.14501178
332.03125,0.02492435,0.09413388,0.08716026
341.79688,0.010478931,0.02496193,0.1456201
351.5625,0.0107113365,0.051969185,0.25218454
361.32812,0.020265363,0.05126215,0.18899667
371.09375,0.007586759,0.0048581487,0.17025357
380.85938,0.004915551,0.08027249,0.19797938
390.625,0.013634974,0.1534037,0.18723917
400.39062,0.000260405,0.15051617,0.19207123
410.15625,-0.036981612,0.25604305,0.18790904
419.92188,-0.020254523,0.34743246,0.20781767
429.6875,0.026308823,0.15251556,0.24127752
439.45312,0.03308381,0.017692693,0.21793553
449.21875,0.027722696,0.18461668,0.20330496
458.98438,0.018038658,0.11159581,0.21001332
468.75,-0.0116866585,0.07433272,0.17689186
478.51562,0.05719164,0.19685738,0.21467525
488.28125,-0.0030579506,0.13533013,0.272364
498.04688,-0.033539157,0.044677414,0.31485534
507.8125,-0.043694034,-0.011073368,0.25175315
517.5781,0.048371423,0.15095773,0.17888907
527.34375,0.1276377,0.17479427,0.23368284
537.1094,0.12052183,-0.002269757,0.28212613
546.875,0.028591473,0.1480861,0.1822205
556.6406,0.028452603,0.30565107,0.3162284
566.40625,0.05988911,0.2840566,0.27312198
576.1719,0.1337089,0.2513198,0.18793234
585.9375,0.085587434,0.22443897,0.25735775
595.7031,0.08699535,0.32044595,0.23774065
605.46875,0.04861512,0.27735347,0.26647395
615.2344,0.05123759,0.20769674,0.3773656
625.0,0.08518742,0.19223915,0.32660472
634.7656,0.09580439,0.14879656,0.29720333
644.53125,0.057993755,0.08738708,0.19452585
654.2969,-0.03900958,0.19557768,0.22816943
664.0625,0.04335876,0.20203112,0.31816596
673.8281,0.09716493,0.07007849,0.32111531
683.59375,0.05407426,0.123321675,0.3869686
693.3594,0.007925261,0.10106194,0.38272607
703.125,0.060428813,-0.013999149,0.34467068
712.8906,0.06782775,0.07031283,0.3589145
722.65625,0.037438054,0.25953826,0.4055992
732.4219,0.10151512,0.25998932,0.43987226
742.1875,0.090063825,0.16250116,0.44088596
751.9531,0.071817346,0.2645517,0.4061594
761.71875,0.116913915,0.41103196,0.37753597
771.4844,0.078822754,0.38466498,0.35873383
781.25,-0.03739282,0.32435772,0.37041807
791.0156,-0.04616674,0.32694376,0.4019186
800.78125,0.04607866,0.43252733,0.43978286
810.5469,0.10042557,0.47284576,0.4816027
820.3125,0.14691558,0.32407328,0.47729903
830.0781,0.112093806,0.30384555,0.43573588
839.84375,0.08485845,0.3094523,0.39951518
849.6094,0.12566304,0.36195305,0.34954864
859.375,0.12397984,0.42418733,0.33508804
869.1406,0.11452495,0.3335704,0.4405192
878.90625,0.06637131,0.26970097,0.4461
888.6719,-0.0018828358,0.21162258,0.4463303
898.4375,0.08109118,0.29165044,0.431724
908.2031,0.08494119,0.37600315,0.5009601
917.96875,0.07127345,0.3944406,0.4732019
927.7344,0.14447147,0.38264126,0.42496437
937.5,0.11502564,0.07047685,0.42759955
947.2656,0.09878063,0.40992552,0.561475
957.03125,0.040994626,0.29958814,0.4534766
966.7969,0.16668127,0.027961897,0.5512219
976.5625,0.07139976,-0.065186165,0.61169285
986.3281,0.069441654,0.20946723,0.43806177
996.09375,0.09908123,0.37474528,0.5562055
1005.8594,0.0679618,-0.013776337,0.5201591
1015.625,0.025252754,0.020420983,0.43045777
1025.3906,0.078934096,0.3934273,0.45880783
1035.1562,0.07296194,0.19381094,0.56724924
1044.9219,0.11642806,0.38666603,0.44204348
1054.6875,0.18743156,0.2700328,0.54323626
1064.4531,0.28832588,0.47658142,0.6186985
1074.2188,0.09317272,0.4364813,0.52905864
1083.9844,0.14226346,0.56137854,0.6073303
1093.75,0.11479017,0.69646895,0.5182398
1103.5156,0.2228236,0.4215547,0.55227196
1113.2812,-0.07098158,0.32184225,0.6486281
1123.0469,-0.028402083,0.19513421,0.6924442
1132.8125,0.030811748,0.3881567,0.5928468
1142.5781,0.048927404,0.29423472,0.6022722
1152.3438,-0.010123886,0.39244458,0.6776084
1162.1094,0.09482333,0.248416,0.6381079
1171.875,0.10662684,0.42232287,0.57312477
1181.6406,0.102068886,0.41339368,0.5885589
1191.4062,0.14842081,0.28424767,0.49248996
1201.1719,0.11617957,0.21444367,0.43625143
1210.9375,0.12955317,-0.054276608,0.51870984
1220.7031,0.14747661,0.36920846,0.6540063
1230.4688,-0.019333193,0.46525136,0.60070086
1240.2344,-0.061473437,0.22828437,0.58121866
1250.0,0.0069810087,0.42185825,0.55758363
1259.7656,0.037735745,0.51164025,0.62700385
1269.5312,0.09711431,0.43375406,0.6719809
1279.2969,0.08920473,0.244905,0.72386515
1289.0625,0.069547124,0.31768766,0.6295959
1298.8281,0.14186862,0.42813253,0.6345655
1308.5938,0.11282784,0.3905527,0.6462611
1318.3594,0.105264194,0.38406792,0.643087
1328.125,0.1017341,0.4891658,0.66086805
1337.8906,0.035945706,0.43617463,0.6184632
1347.6562,0.05389581,0.5462513,0.64325666
1357.4219,0.1304626,0.5257321,0.59719956
1367.1875,0.18532269,0.259903,0.53589267
1376.9531,0.2242364,0.19200586,0.55061495
1386.7188,0.14003931,0.1497905,0.6436943
1396.4844,0.12197031,0.23671956,0.64516795
1406.25,0.13458283,0.5339354,0.6067208
1416.0156,0.084751315,0.62316984,0.6124919
1425.7812,0.07409097,0.4438308,0.60804737
1435.5469,0.046479225,0.4565453,0.6547517
1445.3125,0.072120324,0.64946854,0.70360434
1455.0781,0.13997062,0.735473,0.6927413
1464.8438,0.06872574,0.5917663,0.6849818
1474.6094,0.029436423,0.27513182,0.6812916
1484.375,0.10704206,0.27629063,0.6347127
1494.1406,0.087439336,0.4805321,0.63746244
1503.9062,0.021836257,0.444681,0.73842436
1513.6719,-0.009353865,0.39933765,0.7392961
1523.4375,0.06237057,0.38146877,0.67074203
1533.2031,0.26274505,0.4590822,0.76673716
1542.9688,0.34393653,0.67259645,0.86902595
1552.7344,0.24210659,0.51393276,0.90491766
1562.5,0.20850557,0.20891367,0.9179506
1572.2656,0.24985519,0.13077809,0.9041769
1582.0312,0.34988493,0.17631026,0.8509089
1591.7969,0.298653,0.5357219,0.8365202
1601.5625,0.25990057,0.60770845,0.80433893
1611.3281,0.31254876,0.4421262,0.8776825
1621.0938,0.26456535,0.40913916,0.9254707
1630.8594,0.2020331,0.4433241,0.85499275
1640.625,0.12717165,0.521247,0.8473596
1650.3906,0.18431997,0.6152337,0.8772642
1660.1562,0.09243182,0.6768633,0.8639837
1669.9219,0.009440182,0.40381825,0.8153009
1679.6875,0.21274078,0.28435194,0.7734622
1689.4531,0.09662371,0.38269484,0.76992446
1699.2188,0.028348193,0.4932424,0.743419
1708.9844,0.20556213,0.6657479,0.75205505
1718.75,0.1341401,0.817777,0.7695875
1728.5156,0.06949567,0.59054905,0.9663085
1738.2812,0.2231192,0.12025142,1.0075008
1748.0469,0.23293558,0.29894927,0.987035
1757.8125,0.2592232,0.9190517,0.9475919
1767.5781,0.27471143,0.7251736,1.0174816
1777.3438,0.18725204,0.7218721,0.8673129
1787.1094,0.31883752,0.59617424,0.9102968
1796.875,0.27495882,0.124378815,0.84866965
1806.6406,0.1647931,0.42665172,0.7638054
1816.4062,0.26391304,0.4279641,0.930972
1826.1719,0.049519144,0.17902568,0.90687686
1835.9375,0.072543964,0.62664664,0.8892316
1845.7031,0.31266245,0.46526206,1.0416931
1855.4688,0.43608147,0.46280688,1.0333438
1865.2344,0.08568794,0.45813656,0.8374399
1875.0,-0.08680895,0.58303386,0.93745685
1884.7656,0.14505284,0.36835247,1.0438652
1894.5312,0.38785225,0.31035954,0.6972195
1904.2969,0.17201152,0.12833895,0.94265044
1914.0625,0.424369,0.19730017,0.8392501
1923.8281,0.31241724,0.39637756,1.0877881
1933.5938,0.39509532,0.83782023,0.98672104
1943.3594,0.06574973,0.18830813,1.1307737
1953.125,-0.037473764,1.1202837,0.9494237
1962.8906,0.08109525,0.49401593,0.7596326
1972.6562,0.13059321,-0.19616835,1.2556194
1982.4219,0.33745408,0.96018666,0.96619576
1992.1875,0.37109828,0.6559124,0.7462538
2001.9531,0.35363138,-0.13367073,0.8114712
2011.7188,0.31021154,0.09693003,1.2724288
2021.4844,0.13845594,0.5506145,0.97624004
2031.25,0.2391775,0.49743888,0.93303806
2041.0156,0.023901924,-0.1279884,0.881882
2050.7812,0.33349082,0.59810543,0.97347033
2060.5469,0.4488812,0.75220436,1.0005248
2070.3125,-0.18562323,0.7698984,0.7250163
2080.0781,0.69176793,0.8697171,1.2514575
2089.8438,-0.21163613,0.72801197,1.2492186
2099.6094,0.28679663,2.588589e-05,0.9744203
2109.375,0.22220732,-0.22139445,0.7450206
2119.1406,0.4784283,0.40420932,0.7849897
