frequency_hz,psd
0.0,7.872028e-07
9.765625,8.0906665e-07
19.53125,8.7901003e-07
29.296875,1.0075101e-06
39.0625,1.2178391e-06
48.828125,1.549202e-06
58.59375,2.0723671e-06
68.359375,2.9118776e-06
78.125,4.2982347e-06
87.890625,6.6711314e-06
97.65625,1.0907932e-05
107.421875,1.8839091e-05
117.1875,3.450087e-05
126.953125,6.7234265e-05
136.71875,0.00013988586
146.48438,0.00031103712
156.25,0.00073754153
166.01562,0.0018522826
175.78125,0.0048687086
185.54688,0.013174312
195.3125,0.0359723
205.07812,0.096951306
214.84375,0.2520914
224.60938,0.6182168
234.375,1.3994433
244.14062,2.8689713
253.90625,5.251812
263.67188,8.54181
273.4375,12.463265
283.20312,16.728071
292.96875,21.231182
302.73438,25.783318
312.5,30.006493
322.26562,33.759605
332.03125,36.979145
341.79688,39.448235
351.5625,41.201195
361.32812,42.20073
371.09375,42.461777
380.85938,42.070137
390.625,41.064884
400.39062,39.567547
410.15625,37.65149
419.92188,35.43644
429.6875,33.021687
439.45312,30.512732
449.21875,28.017225
458.98438,25.619207
468.75,23.39354
478.51562,21.384445
488.28125,19.618546
498.04688,18.112997
507.8125,16.889772
517.5781,15.963724
527.34375,15.317186
537.1094,14.917242
546.875,14.74749
556.6406,14.7971735
566.40625,15.029141
576.1719,15.397059
585.9375,15.882577
595.7031,16.465654
605.46875,17.101103
615.2344,17.763735
625.0,18.436054
634.7656,19.083817
644.53125,19.697897
654.2969,20.263788
664.0625,20.760147
673.8281,21.186136
683.59375,21.523615
693.3594,21.772896
703.125,21.92859
712.8906,21.989784
722.65625,21.960825
732.4219,21.841267
742.1875,21.639978
751.9531,21.358118
761.71875,21.00589
771.4844,20.586391
781.25,20.109554
791.0156,19.58072
800.78125,19.00857
810.5469,18.4011
820.3125,17.765188
830.0781,17.111065
839.84375,16.44413
849.6094,15.774188
859.375,15.106472
869.1406,14.446796
878.90625,13.801118
888.6719,13.1720915
898.4375,12.56524
908.2031,11.985162
917.96875,11.435135
927.7344,10.919648
937.5,10.440238
947.2656,9.996487
957.03125,9.590032
966.7969,9.222831
976.5625,8.895665
986.3281,8.608813
996.09375,8.361067
1005.8594,8.150423
1015.625,7.976984
1025.3906,7.8414407
1035.1562,7.7410965
1044.9219,7.672121
1054.6875,7.6342893
1064.4531,7.6277423
1074.2188,7.648165
1083.9844,7.6921268
1093.75,7.7606254
1103.5156,7.850507
1113.2812,7.955934
1123.0469,8.079808
1132.8125,8.221218
1142.5781,8.368352
1152.3438,8.525719
1162.1094,8.698281
1171.875,8.866714
1181.6406,9.04243
1191.4062,9.233355
1201.1719,9.399196
1210.9375,9.581189
1220.7031,9.771648
1230.4688,9.900242
1240.2344,10.118138
1250.0,10.249346
1259.7656,10.347705
1269.5312,10.7679615
1279.2969,10.217934
1289.0625,12.834246
1298.8281,56.22795
1308.5938,475.3939
1318.3594,253.36298
1328.125,20.943678
1337.8906,10.578976
1347.6562,11.5442
1357.4219,11.257802
1367.1875,11.390587
1376.9531,11.367269
1386.7188,11.371431
1396.4844,11.365401
1406.25,11.329435
1416.0156,11.303371
1425.7812,11.244364
1435.5469,11.192781
1445.3125,11.114684
1455.0781,11.038582
1464.8438,10.9429035
1474.6094,10.844528
1484.375,10.73256
1494.1406,10.614307
1503.9062,10.487451
1513.6719,10.351742
1523.4375,10.211382
1533.2031,10.060766
1542.9688,9.908118
1552.7344,9.74533
1562.5,9.581406
1572.2656,9.409215
1582.0312,9.23508
1591.7969,9.055873
1601.5625,8.8730955
1611.3281,8.68841
1621.0938,8.499342
