timestep,time_hours,x_cm,y_cm,z_cm,T_surface_C,eps_xx,eps_yy,eps_xy
0,0,1.5512,1.1669,0.0,731.64,0.000624,0.000533,9e-06
0,0,3.1569,2.2667,0.0,717.26,0.00065,0.000377,8.6e-05
0,0,1.1349,0.5586,0.0,733.61,0.000652,0.000516,7.6e-05
0,0,0.2451,2.3387,0.0,719.4,0.000468,0.000387,-1e-05
0,0,1.778,3.5171,0.0,700.05,0.000758,0.000235,1e-06
0,0,2.9546,0.4178,0.0,734.68,0.000662,0.000588,-7e-05
0,0,2.961,3.4697,0.0,706.28,0.000678,0.000322,-7.4e-05
0,0,3.073,2.1893,0.0,717.37,0.000665,0.0004,9.1e-05
0,0,3.6656,3.5803,0.0,715.14,0.000535,0.000284,-1.9e-05
0,0,1.8947,1.7925,0.0,724.57,0.000711,0.000384,-2.9e-05
0,0,1.8206,2.5716,0.0,709.91,0.000763,0.000266,-1.2e-05
0,0,1.6085,2.4201,0.0,713.77,0.000705,0.00026,-6.7e-05
0,0,0.4715,2.4591,0.0,718.93,0.000644,0.000355,-5.7e-05
0,0,0.6784,2.9462,0.0,711.65,0.000639,0.000333,2e-06
0,0,1.9219,2.0224,0.0,717.46,0.000726,0.000351,1e-06
0,0,2.7098,0.594,0.0,738.27,0.000648,0.000608,-3.3e-05
0,0,2.1276,2.9333,0.0,706.48,0.000691,0.000408,1.3e-05
0,0,3.5434,1.6321,0.0,721.0,0.000534,0.000502,2.2e-05
0,0,0.4877,3.1703,0.0,713.22,0.00055,0.000189,2.9e-05
0,0,2.0319,3.4822,0.0,700.83,0.000616,0.000179,3.2e-05
0,0,1.0831,3.9152,0.0,705.18,0.000648,0.000322,9.1e-05
0,0,2.2058,3.3618,0.0,702.51,0.000709,0.000267,-1.8e-05
0,0,2.1787,1.7155,0.0,723.6,0.000729,0.000484,2.6e-05
0,0,2.0779,3.3161,0.0,703.4,0.000718,0.000262,-7.3e-05
0,0,3.1206,1.8109,0.0,720.75,0.000668,0.000393,0.000108
0,0,0.7191,1.11,0.0,726.09,0.000548,0.000417,1.5e-05
0,0,2.5003,2.9779,0.0,705.87,0.000712,0.000313,4.8e-05
0,0,3.5462,0.6819,0.0,725.06,0.000495,0.000575,1.6e-05
0,0,0.5497,0.1584,0.0,728.25,0.00062,0.000625,3.8e-05
0,0,3.0776,2.9202,0.0,710.21,0.000707,0.000264,4.2e-05
0,0,3.7623,1.1424,0.0,721.16,0.000549,0.00049,4.5e-05
0,0,1.2924,0.9797,0.0,733.02,0.000672,0.00055,-1.7e-05
0,0,1.1081,2.9841,0.0,710.38,0.000567,0.000331,6e-06
0,0,3.1819,3.1757,0.0,709.43,0.000678,0.000359,4e-06
0,0,2.1796,1.8966,0.0,722.78,0.000772,0.000426,4.7e-05
0,0,3.776,3.6374,0.0,715.87,0.000509,0.000238,-4.3e-05
0,0,2.8702,0.9182,0.0,729.63,0.000583,0.000454,-1e-06
0,0,1.3054,2.4163,0.0,714.11,0.00069,0.000462,-4.6e-05
0,0,2.118,0.7593,0.0,736.71,0.000653,0.000463,-2.6e-05
0,0,3.1784,3.1321,0.0,710.86,0.000587,0.000352,-4.4e-05
0,0,1.5516,2.1954,0.0,718.1,0.000652,0.000291,-2.7e-05
0,0,2.3716,3.8869,0.0,701.84,0.00063,0.000217,-1e-05
0,0,1.1059,0.5882,0.0,732.53,0.000545,0.000519,0.0001
0,0,3.3122,2.7712,0.0,713.46,0.000646,0.000318,3.1e-05
0,0,2.6545,1.644,0.0,726.12,0.000664,0.000391,8.2e-05
0,0,2.4608,2.0219,0.0,719.0,0.0007,0.00041,5.7e-05
0,0,0.4151,2.2563,0.0,719.49,0.000553,0.000353,-6.1e-05
0,0,3.2171,1.5459,0.0,724.2,0.000592,0.000408,9.2e-05
0,0,0.5164,3.5451,0.0,710.72,0.000684,0.000295,6e-05
0,0,2.73,3.2686,0.0,706.88,0.000689,0.000367,-5e-05
0,0,1.4891,0.0609,0.0,737.62,0.000725,0.000586,5.1e-05
0,0,3.3807,2.4748,0.0,716.68,0.000603,0.000404,4.5e-05
0,0,0.2223,2.1346,0.0,720.18,0.000493,0.000348,-1.5e-05
0,0,0.7711,0.2008,0.0,729.64,0.000611,0.000622,9.2e-05
0,0,3.4297,2.3149,0.0,716.75,0.000595,0.000318,7.3e-05
0,0,3.2911,2.9533,0.0,712.64,0.000558,0.000333,5e-06
0,0,2.2021,2.7958,0.0,708.52,0.000691,0.000278,5.1e-05
0,0,1.457,3.5338,0.0,703.77,0.000595,0.00018,6.9e-05
0,0,1.0784,2.709,0.0,712.25,0.000766,0.000336,-5.8e-05
0,0,2.0805,3.6039,0.0,699.14,0.000732,0.000249,2e-05
0,0,0.4682,1.1412,0.0,722.56,0.000544,0.000485,-1.5e-05
0,0,0.176,3.7226,0.0,717.47,0.000553,0.000264,1.1e-05
0,0,2.8189,0.8882,0.0,731.12,0.000688,0.000526,-6.3e-05
0,0,3.2825,1.0247,0.0,725.68,0.000633,0.000563,1.9e-05
0,0,2.6129,3.6606,0.0,703.08,0.000648,0.00024,-6.5e-05
0,0,1.9745,1.8223,0.0,721.35,0.000557,0.000394,-1e-05
0,0,3.2991,0.2512,0.0,730.55,0.000541,0.00056,-9.7e-05
0,0,0.2902,2.0985,0.0,718.23,0.000542,0.000345,-5.3e-05
0,0,3.449,1.9753,0.0,719.59,0.000522,0.00046,4.8e-05
0,0,1.1984,1.8535,0.0,722.18,0.000665,0.000394,-8.9e-05
0,0,2.3656,0.7044,0.0,736.49,0.000689,0.000496,-1.9e-05
0,0,0.6643,2.8303,0.0,714.59,0.000655,0.000359,-2.7e-05
0,0,1.8144,1.043,0.0,733.81,0.000704,0.000359,3.5e-05
0,0,1.6126,1.6514,0.0,724.42,0.000625,0.000409,-5.5e-05
0,0,1.578,3.9445,0.0,701.81,0.00063,0.000274,5.1e-05
0,0,1.0269,0.514,0.0,733.69,0.000603,0.00053,6.8e-05
0,0,1.687,3.3638,0.0,702.74,0.000684,0.000259,5.5e-05
0,0,0.6729,1.2825,0.0,723.23,0.000638,0.000468,-1.9e-05
0,0,3.866,1.2707,0.0,720.68,0.000551,0.000456,7e-06
0,0,3.9266,3.3141,0.0,717.93,0.000464,0.000251,-8e-06
0,0,2.1631,0.9469,0.0,735.45,0.000758,0.000478,-1.9e-05
0,0,0.6908,1.3609,0.0,725.59,0.00068,0.000461,-5.2e-05
0,0,3.3597,0.7747,0.0,730.74,0.000624,0.000571,-5e-06
0,0,0.3845,0.7391,0.0,725.92,0.000562,0.000495,-1e-06
0,0,3.6605,2.7675,0.0,716.92,0.000638,0.000284,4.7e-05
0,0,1.8175,3.0677,0.0,705.42,0.000791,0.00027,-1.7e-05
0,0,1.3599,2.1258,0.0,716.56,0.000744,0.000395,-8.5e-05
0,0,3.2492,1.0768,0.0,725.66,0.000599,0.000514,-1.5e-05
0,0,1.4285,3.9598,0.0,703.25,0.000651,0.000274,7.8e-05
0,0,1.3546,2.5627,0.0,710.5,0.000787,0.000328,-9.4e-05
0,0,2.3299,0.6095,0.0,737.53,0.000769,0.000504,-5e-06
0,0,2.4744,0.3102,0.0,739.03,0.000684,0.000542,-5.8e-05
0,0,0.4882,1.1245,0.0,725.02,0.000573,0.000533,-2.3e-05
0,0,3.6371,1.7251,0.0,722.19,0.0005,0.000487,5.5e-05
0,0,1.967,3.4314,0.0,700.45,0.000736,0.000185,2.1e-05
0,0,0.8399,3.4861,0.0,709.07,0.000578,8.2e-05,6.9e-05
0,0,0.2011,3.6119,0.0,718.21,0.000494,0.000222,2.9e-05
0,0,2.4343,0.788,0.0,733.76,0.000688,0.000543,-2.6e-05
0,0,2.006,0.6113,0.0,738.16,0.000654,0.000455,0.0
0,0,1.889,3.5098,0.0,701.74,0.000677,0.000299,2.1e-05
0,0,1.4569,2.3242,0.0,714.85,0.000574,0.000335,-6.9e-05
0,0,0.1561,1.0582,0.0,722.72,0.0005,0.000537,1.2e-05
0,0,0.5368,3.7494,0.0,712.6,0.000677,0.00031,7.9e-05
0,0,3.8608,3.5069,0.0,716.71,0.000539,0.000297,-2.5e-05
0,0,2.491,0.9053,0.0,733.57,0.000706,0.000496,3.5e-05
0,0,2.325,2.6026,0.0,713.08,0.000693,0.000264,6e-06
0,0,1.1548,0.2897,0.0,735.82,0.000615,0.000556,0.000109
0,0,0.6903,0.3041,0.0,728.9,0.0006,0.000633,7.3e-05
0,0,3.6572,2.4335,0.0,718.06,0.000538,0.000387,7.4e-05
0,0,2.9287,3.7799,0.0,703.8,0.000607,0.000304,-3.8e-05
0,0,3.8166,3.714,0.0,718.59,0.000532,0.000167,-7e-05
0,0,0.8735,2.291,0.0,716.36,0.0006,0.000306,-9.8e-05
0,0,3.4869,1.9551,0.0,721.25,0.000579,0.000391,6.9e-05
0,0,0.5773,0.68,0.0,727.71,0.000621,0.000535,3.6e-05
0,0,1.6158,1.2732,0.0,730.79,0.000746,0.000462,-4.8e-05
0,0,1.352,0.7768,0.0,734.33,0.000707,0.000557,4.8e-05
0,0,1.072,0.7637,0.0,733.92,0.000666,0.00058,6e-05
0,0,3.1939,1.8097,0.0,722.25,0.00065,0.000351,9.7e-05
0,0,2.1499,0.2483,0.0,739.34,0.000662,0.00051,-3.9e-05
0,0,2.0266,3.3152,0.0,702.16,0.000662,0.000241,1.7e-05
0,0,1.6859,1.8693,0.0,722.34,0.000656,0.000395,-6.2e-05
0,0,0.5553,3.0754,0.0,713.6,0.00054,0.00023,7e-06
0,0,3.2355,0.6189,0.0,730.57,0.000648,0.000551,-8.1e-05
0,0,0.3182,3.4111,0.0,715.86,0.00061,0.000237,3.5e-05
0,0,3.6046,2.6304,0.0,716.45,0.000563,0.000321,2.9e-05
0,0,1.7902,3.4392,0.0,702.66,0.000673,0.000261,-7e-06
0,0,3.1009,0.7342,0.0,731.33,0.000573,0.00058,-1e-06
0,0,0.3675,1.6547,0.0,721.52,0.000601,0.000484,-6.1e-05
0,0,2.2242,3.1097,0.0,704.56,0.000702,0.00037,7e-06
0,0,0.0258,2.901,0.0,720.51,0.00044,0.000314,2.6e-05
0,0,0.5821,0.0963,0.0,728.2,0.00064,0.000513,9.5e-05
0,0,0.6407,2.1409,0.0,718.53,0.000605,0.000357,-8.4e-05
0,0,1.3326,2.1668,0.0,717.41,0.000712,0.000296,-4.9e-05
0,0,3.3344,1.5502,0.0,724.37,0.000651,0.000521,7.2e-05
0,0,0.2791,3.3168,0.0,714.95,0.000632,0.000253,3.2e-05
0,0,2.8686,1.4442,0.0,726.96,0.000745,0.000443,6.7e-05
0,0,0.8853,1.3076,0.0,727.31,0.000571,0.000453,-4.5e-05
0,0,0.799,1.2391,0.0,726.79,0.00071,0.000462,0.0
0,0,1.9015,3.6186,0.0,701.05,0.000736,0.000207,7e-06
0,0,1.3508,1.4578,0.0,729.48,0.000646,0.000495,-4.6e-05
0,0,1.3201,1.6479,0.0,725.15,0.000663,0.00052,-9.3e-05
0,0,3.8709,1.067,0.0,721.22,0.000593,0.000446,-1.4e-05
0,0,2.752,2.237,0.0,717.01,0.000733,0.000374,7.9e-05
0,0,2.9255,0.7028,0.0,734.33,0.000732,0.000458,-2.4e-05
0,0,3.3983,1.9259,0.0,719.36,0.00048,0.000404,0.000103
0,0,2.3153,1.0804,0.0,732.76,0.000725,0.000506,2.3e-05
0,0,3.4222,1.5742,0.0,723.76,0.000614,0.000371,7.9e-05
0,0,0.2022,1.9786,0.0,721.69,0.00056,0.000401,-3.1e-05
0,0,2.8446,1.4769,0.0,728.78,0.000638,0.000443,6.9e-05
0,0,3.23,0.057,0.0,732.39,0.000623,0.000548,-0.000104
0,0,0.6606,3.2422,0.0,710.6,0.000689,0.000183,2.9e-05
0,0,0.6267,0.8041,0.0,727.08,0.000533,0.000474,7e-06
0,0,0.6196,0.7386,0.0,727.49,0.000646,0.000562,2.1e-05
0,0,1.1132,1.9449,0.0,720.68,0.000638,0.000455,-0.000119
0,0,1.3764,2.6376,0.0,713.04,0.000777,0.000282,-5e-05
0,0,2.6137,3.7931,0.0,701.08,0.00062,0.000176,-0.000111
0,0,0.5979,1.5994,0.0,720.64,0.000555,0.000505,-5.2e-05
0,0,2.7676,3.34,0.0,706.47,0.000652,0.000171,-3.2e-05
0,0,3.8884,3.2632,0.0,717.94,0.000545,0.00023,-5.4e-05
0,0,0.3471,2.2464,0.0,718.21,0.000591,0.000394,-6.9e-05
0,0,1.4236,1.2996,0.0,728.86,0.000704,0.000519,-2.1e-05
0,0,0.7763,3.7195,0.0,709.78,0.000623,0.000354,0.000104
0,0,1.999,3.8886,0.0,698.73,0.00073,0.000215,-1.2e-05
0,0,2.1871,2.3583,0.0,714.13,0.000784,0.000297,2.6e-05
0,0,2.5732,0.0128,0.0,739.67,0.000716,0.000665,-4.9e-05
0,0,3.9976,3.0295,0.0,718.85,0.00049,0.000275,-3.1e-05
0,0,3.0904,0.3388,0.0,732.91,0.000621,0.000533,-8.2e-05
0,0,3.7164,1.3114,0.0,721.91,0.000488,0.000503,-9e-06
0,0,2.552,1.1302,0.0,731.06,0.00071,0.000509,-0.0
0,0,0.4074,0.8627,0.0,724.33,0.000573,0.000579,2.1e-05
0,0,3.2685,2.5885,0.0,715.45,0.000535,0.000344,5.2e-05
0,0,2.5362,3.1551,0.0,704.44,0.000669,0.000271,-1.1e-05
0,0,1.2648,3.6617,0.0,702.64,0.000704,0.000256,9.5e-05
0,0,0.8665,0.2898,0.0,731.46,0.000543,0.000501,0.000111
0,0,2.7345,3.5372,0.0,706.65,0.000606,0.000149,-7.5e-05
0,0,3.4829,0.9435,0.0,725.11,0.000661,0.000612,-9e-06
0,0,3.93,2.8937,0.0,718.38,0.000536,0.000259,-0.0
0,0,0.9793,1.9617,0.0,718.63,0.000657,0.000404,-7.8e-05
0,0,2.7736,2.2644,0.0,718.64,0.000739,0.000453,7.3e-05
0,0,2.4627,2.1378,0.0,717.14,0.000607,0.000342,6.7e-05
0,0,1.9271,1.9653,0.0,721.06,0.000672,0.000364,-9e-06
0,0,3.7428,3.2958,0.0,716.56,0.000548,0.000239,-7e-06
0,0,2.8901,1.9945,0.0,718.46,0.000667,0.000468,4.9e-05
0,0,3.3226,2.8032,0.0,713.32,0.000592,0.000267,3.5e-05
0,0,3.4697,0.701,0.0,727.05,0.000585,0.000577,-3.1e-05
0,0,1.5112,1.1141,0.0,732.96,0.000651,0.000433,1.3e-05
0,0,2.6387,1.5312,0.0,725.8,0.000707,0.000485,3.8e-05
0,0,0.8851,1.3555,0.0,726.2,0.000541,0.000454,-2.5e-05
0,0,1.6347,3.8882,0.0,700.38,0.000647,0.000199,7.4e-05
0,0,2.9041,0.029,0.0,736.0,0.000684,0.000509,-9e-05
0,0,2.5461,3.7176,0.0,702.3,0.000687,0.000219,-0.0001
0,0,2.4593,3.3523,0.0,706.68,0.000678,0.000301,-4.5e-05
0,0,1.5216,2.901,0.0,707.13,0.000673,0.000352,-2.1e-05
0,0,0.5685,0.8172,0.0,725.0,0.000512,0.000529,4.3e-05
0,0,0.1191,3.9132,0.0,719.14,0.000522,0.00021,6.3e-05
0,0,2.3044,3.7565,0.0,701.1,0.000634,0.000318,-2.3e-05
