Temperature_C,density_kgm3_mean,density_kgm3_std,specific_heat_jkgk_mean,specific_heat_jkgk_std,thermal_conductivity_wmk_mean,thermal_conductivity_wmk_std,elastic_modulus_pa_mean,elastic_modulus_pa_std,poisson_ratio_mean,poisson_ratio_std,cte_1k_mean,cte_1k_std,free_thermal_strain_mean,free_thermal_strain_std,compressive_strength_pa_mean,compressive_strength_pa_std,permeability_m2_mean,permeability_m2_std,biot_coefficient_mean,biot_coefficient_std,moisture_diffusivity_m2s_mean,moisture_diffusivity_m2s_std,porosity_mean,porosity_std,rubber_integrity_mean,rubber_integrity_std,dehydration_fraction_mean,dehydration_fraction_std,damage_index_mean,damage_index_std
20.0,2032.5724137848495,20.325724137848496,850.9175170950878,42.54587585475439,1.3792186511503226,0.06896093255751613,57334829543.62044,4586786363.489635,0.20145863483281662,0.006043759044984498,9.340434342915814e-06,6.538304040041071e-07,0.0,1e-12,85470299.43604322,8547029.943604322,1.5621517096544406e-18,1e-12,0.6836362854954354,0.02050908856486306,1.0296041566763614e-11,2.5740103916909034e-12,0.10348680522254539,0.0051743402611272695,0.9993166948159271,0.049965834740796355,0.0002352696805845163,1.1763484029225814e-05,0.011453058848214103,0.0008017141193749874
40.0,2032.3954616569958,20.32395461656996,871.9501744989795,43.59750872494898,1.37101064953174,0.068550532476587,57250904932.26727,4580072394.581382,0.201561071398752,0.00604683214196256,9.357533742409215e-06,6.550273619686451e-07,0.0001875434670399703,1.3128042692797923e-05,85644221.21517298,8564422.121517299,1.6013839986431819e-18,1e-12,0.6843055341182476,0.020529166023547426,1.4511086668705936e-11,3.627771667176484e-12,0.10371687302072843,0.005185843651036422,0.9981454768935181,0.04990727384467591,0.00173179207163075,8.65896035815375e-05,0.013992012660553037,0.0009794408862387127
60.0,2031.3225525750945,20.313225525750944,1050.7154401909688,52.535772009548445,1.360794877977939,0.06803974389889696,57142703687.4595,4571416294.99676,0.20168813034778219,0.006050643910433465,9.395552622888301e-06,6.576886836021811e-07,0.0003767866036981089,2.6375062258867628e-05,86456068.71366072,8645606.871366072,1.6538564776121926e-18,1e-12,0.685137781527683,0.02055413344583049,1.8847790191954175e-11,4.711947547988544e-12,0.10406998183695218,0.00520349909184761,0.9949801767470091,0.04974900883735046,0.012592088661042609,0.0006296044330521305,0.01710913700856068,0.0011976395905992478
80.0,2024.8051720637704,20.248051720637704,1693.705235885551,84.68526179427755,1.338957813841723,0.06694789069208616,57002783261.68662,4560222660.93493,0.20184816527014945,0.006055444958104483,9.54981370394332e-06,6.684869592760324e-07,0.0005747895418164264,4.023526792714985e-05,87639163.25115846,8763916.325115846,1.7372681904734933e-18,1e-12,0.6862310740387276,0.020586932221161827,2.362041769900253e-11,5.9051044247506326e-12,0.10495517833182202,0.0052477589165911016,0.986509728110971,0.049325486405548555,0.08344521895552488,0.004172260947776244,0.020951189155817007,0.0014665832409071907
100.0,2000.6732915373054,20.006732915373053,2415.606726019011,120.78033630095057,1.2795926263290631,0.06397963131645316,56821339025.94692,4545707122.075754,0.2020552108214323,0.006061656324642969,1.0074862595267496e-05,7.052403816687248e-07,0.0008090977039127071,5.6636839273889506e-05,87874161.78946269,8787416.17894627,1.900140046881374e-18,1e-12,0.6877961099247332,0.020633883297741993,2.98624738788657e-11,7.465618469716425e-12,0.10745188958828937,0.005372594479414469,0.9644285552080969,0.04822142776040485,0.35000578249513403,0.017500289124756704,0.025713305945958845,0.0017999314162171192
120.0,1975.2836725739512,19.752836725739513,2126.1582013659868,106.30791006829935,1.2192498137572862,0.060962490687864315,56585660218.983795,4526852817.518703,0.2023333882060314,0.0060700016461809414,1.0612796939821104e-05,7.428957857874773e-07,0.0010663194385652826,7.464236069956979e-05,86260728.02122489,8626072.802122489,2.1214800703167396e-18,1e-12,0.6896721233649342,0.020690163700948026,3.679530957400348e-11,9.19882739350087e-12,0.11005034397111499,0.00550251719855575,0.9105910360684499,0.0455295518034225,0.6165684907391011,0.030828424536955057,0.03165828707706774,0.002216080095394742
140.0,1964.6532355509273,19.646532355509272,1310.959003942375,65.54795019711875,1.1956306237903895,0.05978153118951948,56279883816.36982,4502390705.309586,0.20271675031456804,0.006081502509437041,1.0807318496164506e-05,7.565122947315154e-07,0.0013044914810579342,9.13144036740554e-05,83639323.32005213,8363932.332005214,2.3768838088068918e-18,1e-12,0.6917213309674053,0.020751639929022157,4.2923259667296183e-11,1.0730814916824046e-11,0.11124829379146686,0.005562414689573344,0.7982714522954804,0.03991357261477402,0.6874288503600449,0.03437144251800225,0.03913634759474087,0.0027395443316318613
160.0,1956.8398603370335,19.568398603370337,931.4990937974583,46.57495468987292,1.182451028546062,0.059122551427303105,55885648039.091324,4470851843.127306,0.20322474837470933,0.00609674245124128,1.0913235696966675e-05,7.639264987876673e-07,0.0015389878513162212,0.0001077291495921355,81246124.97711064,8124612.497711064,2.733057049387343e-18,1e-12,0.6942184335357745,0.020826553006073233,4.8996579800913183e-11,1.2249144950228296e-11,0.11214612263238,0.005607306131619,0.6249253971166163,0.031246269855830816,0.698304140983959,0.03491520704919795,0.04858606056366971,0.00340102423945688
180.0,1949.8375408145118,19.49837540814512,867.5913322057818,43.37956661028909,1.1702723551362004,0.05851361775681002,55384396258.537025,4430751700.682962,0.20383027026295522,0.006114908107888656,1.1015790912451653e-05,7.711053638716157e-07,0.0017785139684514011,0.0001244959777915981,79336210.42056425,7933621.0420564255,3.205392077056621e-18,1e-12,0.6973449351794029,0.020920348055382086,5.5457076305683975e-11,1.3864269076420994e-11,0.11318021929022538,0.005659010964511269,0.45145880371183283,0.022572940185591642,0.6998289787849795,0.03499144893924898,0.06047160914347648,0.004233012640043355
200.0,1945.345497922547,19.453454979225473,864.5429031483241,43.2271451574162,1.1580068789336466,0.05790034394668234,54761296481.93974,4380903718.55518,0.20450045110245038,0.0061350135330735115,1.1120236783225768e-05,7.784165748258039e-07,0.002024194056661111,0.00014169358396627779,77585650.81411971,7758565.081411972,3.793532667575482e-18,1e-12,0.7011936059274735,0.021035808177824203,6.247871772080487e-11,1.5619679430201216e-11,0.1144410997976847,0.005722054989884235,0.33858593440127227,0.016929296720063613,0.7000843050056622,0.03500421525028311,0.07510976383128315,0.005257683468189821
220.0,1943.1300035417019,19.43130003541702,866.0018652292762,43.300093261463815,1.145442691817823,0.05727213459089116,54008481877.711845,4320678550.216948,0.205235998395361,0.00615707995186083,1.1228925210385491e-05,7.860247647269845e-07,0.0022769299877334814,0.00015938509914134371,75711281.70061933,7571128.170061933,4.539259195915802e-18,1e-12,0.7057536857467407,0.02117261057240222,7.015056531083667e-11,1.7537641327709168e-11,0.11593371020722446,0.005796685510361223,0.2829097055254884,0.01414548527627442,0.7002071209499964,0.03501035604749982,0.09245451686262769,0.006471816180383939
240.0,1942.016143787503,19.42016143787503,867.600012610786,43.38000063053931,1.1324257330283267,0.05662128665141634,53123743909.77733,4249899512.7821865,0.20604270019725518,0.0061812810059176555,1.1345418249007267e-05,7.941792774305088e-07,0.002537962864516591,0.0001776574005161614,73582325.34334642,7358232.534334642,5.513543458861002e-18,1e-12,0.7109192138372652,0.021327576415117955,7.850214399424301e-11,1.9625535998560754e-11,0.11762478024335989,0.005881239012167995,0.2551723878221764,0.01275861939110882,0.700384335108304,0.0350192167554152,0.11210198720304484,0.00784713910421314
