#,NU [-]
Temperature_C,poisson_ratio
20.0,0.20145863483281662
40.0,0.201561071398752
60.0,0.20168813034778219
80.0,0.20184816527014945
100.0,0.2020552108214323
120.0,0.2023333882060314
140.0,0.20271675031456804
160.0,0.20322474837470933
180.0,0.20383027026295522
200.0,0.20450045110245038
220.0,0.205235998395361
240.0,0.20604270019725518
260.0,0.20692201378113342
280.0,0.207880206884434
300.0,0.208922287466089
320.0,0.2100557729420545
340.0,0.2112946758335065
360.0,0.21264685034358033
380.0,0.21410912581961203
400.0,0.2156684278030831
420.0,0.21730346914792545
440.0,0.2189865718547298
460.0,0.22068589543768183
480.0,0.2223680535668843
500.0,0.22400084731865683
520.0,0.22555573612985536
540.0,0.2270097018045278
560.0,0.2283462989825577
580.0,0.2295558649429735
600.0,0.23063501875565154
620.0,0.23158567361398896
640.0,0.232413807825201
660.0,0.23312820585861463
680.0,0.23373931810673268
700.0,0.23425832121040777
720.0,0.2346964055269788
740.0,0.23506427865387433
760.0,0.2353718532214398
780.0,0.23562807950405198
800.0,0.2358408841211529
