x_mm,y_mm,z_m
-18.779406,-13.501219,5.888776611e-08
-18.183235,-13.501219,1.324443709e-07
-17.587063,-13.501219,1.227218636e-07
-16.990891,-13.501219,1.868220042e-07
-16.394720,-13.501219,6.966001830e-08
-15.798548,-13.501219,3.406270002e-07
-15.202377,-13.501219,9.778854939e-08
-14.606205,-13.501219,1.108619261e-07
-14.010033,-13.501219,2.193879983e-07
-13.413862,-13.501219,-6.818043365e-08
-12.817690,-13.501219,1.624327299e-07
-12.221518,-13.501219,1.711140639e-07
-11.625347,-13.501219,-9.283801823e-10
-11.029175,-13.501219,5.573885081e-08
-10.433003,-13.501219,-4.220495864e-08
-9.836832,-13.501219,5.791762572e-08
-9.240660,-13.501219,-9.034026571e-08
-8.644489,-13.501219,-5.455005392e-08
-8.048317,-13.501219,1.051311948e-08
-7.452145,-13.501219,-4.696327626e-08
-6.855974,-13.501219,-1.025578128e-07
-6.259802,-13.501219,3.221053368e-08
-5.663630,-13.501219,3.407586904e-09
-5.067459,-13.501219,8.283892151e-08
-4.471287,-13.501219,4.684084220e-08
-3.875116,-13.501219,-1.659905255e-07
-3.278944,-13.501219,-6.877511350e-08
-2.682772,-13.501219,-9.611355507e-08
-2.086601,-13.501219,2.753151686e-08
-1.490429,-13.501219,-8.060316010e-08
-0.894257,-13.501219,-6.957198451e-08
-0.298086,-13.501219,-4.154677599e-08
0.298086,-13.501219,-1.623966756e-07
0.894257,-13.501219,-9.051057978e-08
1.490429,-13.501219,9.495752388e-08
2.086601,-13.501219,-1.126351377e-07
2.682772,-13.501219,1.741401193e-07
3.278944,-13.501219,-5.537761410e-08
3.875116,-13.501219,3.037115018e-08
4.471287,-13.501219,-3.304311884e-08
5.067459,-13.501219,-3.292964025e-09
5.663630,-13.501219,9.462931999e-08
6.259802,-13.501219,-7.622792790e-08
6.855974,-13.501219,-3.580853452e-08
7.452145,-13.501219,-2.111883597e-08
8.048317,-13.501219,-1.957607945e-08
8.644489,-13.501219,-1.355210757e-07
9.240660,-13.501219,-2.220490916e-07
9.836832,-13.501219,-1.718081595e-07
10.433003,-13.501219,-1.921457841e-07
11.029175,-13.501219,-1.673608200e-07
11.625347,-13.501219,-1.525012942e-07
12.221518,-13.501219,-1.285659207e-07
12.817690,-13.501219,-2.530958328e-07
13.413862,-13.501219,-3.311555994e-07
14.010033,-13.501219,-1.225516156e-07
14.606205,-13.501219,-3.869829112e-07
15.202377,-13.501219,-1.539069822e-08
15.798548,-13.501219,-2.779418987e-07
16.394720,-13.501219,-1.892093880e-07
16.990891,-13.501219,-8.048913904e-08
17.587063,-13.501219,-1.727643332e-07
18.183235,-13.501219,-3.452506838e-08
18.779406,-13.501219,6.070390204e-08
-18.779406,-13.072609,1.202961146e-07
-18.183235,-13.072609,1.588373945e-07
-17.587063,-13.072609,9.632748409e-08
-16.990891,-13.072609,5.418934206e-08
-16.394720,-13.072609,1.848181094e-07
-15.798548,-13.072609,1.552363591e-07
-15.202377,-13.072609,2.000193696e-07
-14.606205,-13.072609,-7.259376600e-08
-14.010033,-13.072609,1.143085783e-07
-13.413862,-13.072609,-1.515287208e-07
-12.817690,-13.072609,7.015296972e-08
-12.221518,-13.072609,1.362305878e-07
-11.625347,-13.072609,7.627500094e-08
-11.029175,-13.072609,9.690890840e-08
-10.433003,-13.072609,1.121015770e-07
-9.836832,-13.072609,-1.770287834e-08
-9.240660,-13.072609,2.396949514e-08
-8.644489,-13.072609,9.741836015e-08
-8.048317,-13.072609,-3.355384042e-08
-7.452145,-13.072609,-2.145349692e-07
-6.855974,-13.072609,-2.509357252e-07
-6.259802,-13.072609,-1.018905168e-07
-5.663630,-13.072609,-4.685044181e-10
-5.067459,-13.072609,-1.103056099e-07
-4.471287,-13.072609,-4.757736693e-09
-3.875116,-13.072609,-1.005932839e-08
-3.278944,-13.072609,1.439164373e-08
-2.682772,-13.072609,-1.403392539e-07
-2.086601,-13.072609,-7.081923971e-08
-1.490429,-13.072609,-4.214822776e-08
-0.894257,-13.072609,-1.804884889e-07
-0.298086,-13.072609,-2.810628280e-07
0.298086,-13.072609,-2.148368142e-07
0.894257,-13.072609,-9.538337263e-08
1.490429,-13.072609,-1.888601315e-07
2.086601,-13.072609,1.622258936e-07
2.682772,-13.072609,-3.837599250e-08
3.278944,-13.072609,-2.418615237e-08
3.875116,-13.072609,-6.210801883e-08
4.471287,-13.072609,-8.662796235e-08
5.067459,-13.072609,-1.473650209e-07
5.663630,-13.072609,-2.125326827e-07
6.259802,-13.072609,-3.086335113e-08
6.855974,-13.072609,1.274797405e-07
7.452145,-13.072609,-1.169155083e-07
8.048317,-13.072609,7.651274146e-08
8.644489,-13.072609,-1.690427081e-07
9.240660,-13.072609,-2.907184802e-07
9.836832,-13.072609,-1.325649769e-07
10.433003,-13.072609,-3.463221250e-07
11.029175,-13.072609,-1.132274601e-07
11.625347,-13.072609,-6.872780316e-08
12.221518,-13.072609,-3.716300832e-07
12.817690,-13.072609,-1.739213687e-07
13.413862,-13.072609,-2.972308893e-07
14.010033,-13.072609,-3.458841183e-07
14.606205,-13.072609,-3.214971447e-07
15.202377,-13.072609,-1.753538891e-07
15.798548,-13.072609,-1.497038154e-07
16.394720,-13.072609,-1.336388470e-07
16.990891,-13.072609,-6.424282229e-08
17.587063,-13.072609,-2.660342702e-07
18.183235,-13.072609,-1.184574966e-08
18.779406,-13.072609,-2.855378924e-07
-18.779406,-12.643999,1.754612649e-08
-18.183235,-12.643999,5.344606219e-08
-17.587063,-12.643999,-3.941121699e-08
-16.990891,-12.643999,7.436181764e-08
-16.394720,-12.643999,6.043789549e-08
-15.798548,-12.643999,1.462092174e-08
-15.202377,-12.643999,9.472624525e-08
-14.606205,-12.643999,1.183670660e-07
-14.010033,-12.643999,-6.459125232e-09
