id,value
1.000000,1.662810
2.000000,2.386731
3.000000,3.099159
4.000000,3.713008
5.000000,4.133207
6.000000,4.294124
7.000000,4.186285
8.000000,3.860634
9.000000,3.409160
10.000000,2.930711
11.000000,2.499061
12.000000,2.151921
13.000000,1.905238
14.000000,1.773625
15.000000,1.775112
16.000000,1.920594
17.000000,2.204430
18.000000,2.608940
19.000000,3.120859
20.000000,3.742805
21.000000,24.381430
22.000000,32.652856
23.000000,41.217500
24.000000,48.869090
25.000000,54.335455
26.000000,56.728777
27.000000,55.852851
28.000000,52.272852
29.000000,47.136087
30.000000,41.803013
31.000000,37.406066
32.000000,34.523730
33.000000,33.175735
34.000000,33.114655
35.000000,34.100382
36.000000,35.975139
37.000000,38.664727
38.000000,42.264603
39.000000,47.169470
40.000000,53.992721
41.000000,166.867652
42.000000,205.752712
43.000000,246.284909
44.000000,283.594312
45.000000,313.137219
46.000000,331.313748
47.000000,336.022587
48.000000,327.153060
49.000000,306.983638
50.000000,280.404008
51.000000,254.624130
52.000000,237.420471
53.000000,233.163114
54.000000,239.567862
55.000000,250.018596
56.000000,259.201153
57.000000,266.970472
58.000000,279.375098
59.000000,306.017695
60.000000,353.283536
61.000000,981.646951
62.000000,1102.334114
63.000000,1198.646908
64.000000,1280.423867
65.000000,1358.357832
66.000000,1435.308048
67.000000,1501.659897
68.000000,1536.981165
69.000000,1517.779127
70.000000,1428.755423
71.000000,1273.497305
72.000000,1080.308142
73.000000,898.460511
74.000000,777.442712
75.000000,733.034265
76.000000,750.418694
77.000000,835.093996
78.000000,1016.354422
79.000000,1294.868501
80.000000,1631.013102
81.000000,4952.364847
82.000000,5527.024202
83.000000,5957.467776
84.000000,6270.771393
85.000000,6502.618313
86.000000,6669.145934
87.000000,6750.706014
88.000000,6695.072120
89.000000,6439.655349
90.000000,5944.372021
91.000000,5222.034464
92.000000,4353.397394
93.000000,3479.228013
94.000000,2769.960884
95.000000,2381.769687
96.000000,2414.607202
97.000000,2888.028173
98.000000,3738.113164
99.000000,4835.674685
100.000000,6023.371657
101.000000,5117.699376
102.000000,5722.588019
103.000000,6178.749079
104.000000,6510.738704
105.000000,6752.409745
106.000000,6918.937366
107.000000,6990.673324
108.000000,6916.353424
109.000000,6635.219166
110.000000,6109.706550
111.000000,5355.590663
112.000000,4456.742528
113.000000,3556.893559
114.000000,2828.994529
115.000000,2431.025959
116.000000,2463.863473
117.000000,2947.061817
118.000000,3815.778709
119.000000,4939.019818
120.000000,6156.927856
121.000000,1205.201187
122.000000,1369.405908
123.000000,1503.147739
124.000000,1612.277912
125.000000,1704.633802
126.000000,1781.584017
127.000000,1833.513941
128.000000,1841.481997
129.000000,1784.850921
130.000000,1652.309658
131.000000,1452.255204
132.000000,1218.239801
133.000000,1004.565031
134.000000,863.919638
135.000000,811.264195
136.000000,828.648624
137.000000,921.570922
138.000000,1122.458942
139.000000,1432.800160
140.000000,1809.771001
141.000000,261.481282
142.000000,314.214418
143.000000,367.587136
144.000000,414.665000
145.000000,449.461183
146.000000,467.637712
147.000000,467.093276
148.000000,448.455287
149.000000,415.445345
150.000000,375.017639
151.000000,336.840302
152.000000,310.917497
153.000000,302.481091
154.000000,308.074388
155.000000,318.887769
156.000000,328.070326
157.000000,335.476998
158.000000,348.693075
159.000000,379.514721
160.000000,435.499708
161.000000,44.706610
162.000000,54.377702
163.000000,64.433738
164.000000,73.312255
165.000000,79.465334
166.000000,81.858656
167.000000,80.296017
168.000000,75.489090
169.000000,68.860933
170.000000,62.128193
171.000000,56.757164
172.000000,53.492340
173.000000,52.262359
174.000000,52.539907
175.000000,53.785329
176.000000,55.660086
177.000000,58.089978
178.000000,61.351227
179.000000,66.138081
180.000000,73.343819
181.000000,3.564662
182.000000,4.358559
183.000000,5.155142
184.000000,5.842755
185.000000,6.305588
186.000000,6.466505
187.000000,6.316033
188.000000,5.916617
189.000000,5.380988
190.000000,4.832563
191.000000,4.364677
192.000000,4.020588
193.000000,3.805234
194.000000,3.712247
195.000000,3.739113
196.000000,3.884595
197.000000,4.143052
198.000000,4.508936
199.000000,4.989526
200.000000,5.608421
