id,value
1.000000,0.195895
2.000000,0.244451
3.000000,0.293008
4.000000,0.341564
5.000000,0.390121
6.000000,0.438677
7.000000,0.487233
8.000000,0.535790
9.000000,0.584346
10.000000,0.632903
11.000000,0.681459
12.000000,0.730016
13.000000,0.778572
14.000000,0.827129
15.000000,0.875685
16.000000,0.924242
17.000000,0.972798
18.000000,1.021355
19.000000,1.069911
20.000000,1.118468
21.000000,1.167024
22.000000,0.271143
23.000000,0.316017
24.000000,0.353885
25.000000,0.385794
26.000000,0.413374
27.000000,0.438677
28.000000,0.463980
29.000000,0.491560
30.000000,0.523469
31.000000,0.561337
32.000000,0.606211
33.000000,0.658450
34.000000,0.717695
35.000000,0.782899
36.000000,0.852432
37.000000,0.924242
38.000000,0.996051
39.000000,1.065585
40.000000,1.130788
41.000000,1.190033
42.000000,1.242273
43.000000,0.317649
44.000000,0.360246
45.000000,0.391509
46.000000,0.413130
47.000000,0.427745
48.000000,0.438677
49.000000,0.449609
50.000000,0.464224
51.000000,0.485845
52.000000,0.517107
53.000000,0.559705
54.000000,0.614220
55.000000,0.680071
56.000000,0.755563
57.000000,0.838061
58.000000,0.924242
59.000000,1.010422
60.000000,1.092920
61.000000,1.168413
62.000000,1.234263
63.000000,1.288779
64.000000,0.317649
65.000000,0.360246
66.000000,0.391509
67.000000,0.413130
68.000000,0.427745
69.000000,0.438677
70.000000,0.449609
71.000000,0.464224
72.000000,0.485845
73.000000,0.517107
74.000000,0.559705
75.000000,0.614220
76.000000,0.680071
77.000000,0.755563
78.000000,0.838061
79.000000,0.924242
80.000000,1.010422
81.000000,1.092920
82.000000,1.168413
83.000000,1.234263
84.000000,1.288779
85.000000,0.271143
86.000000,0.316017
87.000000,0.353885
88.000000,0.385794
89.000000,0.413374
90.000000,0.438677
91.000000,0.463980
92.000000,0.491560
93.000000,0.523469
94.000000,0.561337
95.000000,0.606211
96.000000,0.658450
97.000000,0.717695
98.000000,0.782899
99.000000,0.852432
100.000000,0.924242
101.000000,0.996051
102.000000,1.065585
103.000000,1.130788
104.000000,1.190033
105.000000,1.242273
106.000000,0.195895
107.000000,0.244451
108.000000,0.293008
109.000000,0.341564
110.000000,0.390121
111.000000,0.438677
112.000000,0.487233
113.000000,0.535790
114.000000,0.584346
115.000000,0.632903
116.000000,0.681459
117.000000,0.730016
118.000000,0.778572
119.000000,0.827129
120.000000,0.875685
121.000000,0.924242
122.000000,0.972798
123.000000,1.021355
124.000000,1.069911
125.000000,1.118468
126.000000,1.167024
127.000000,0.120646
128.000000,0.172886
129.000000,0.232130
130.000000,0.297334
131.000000,0.366867
132.000000,0.438677
133.000000,0.510487
134.000000,0.580020
135.000000,0.645224
136.000000,0.704468
137.000000,0.756708
138.000000,0.801581
139.000000,0.839450
140.000000,0.871359
141.000000,0.898938
142.000000,0.924242
143.000000,0.949545
144.000000,0.977125
145.000000,1.009034
146.000000,1.046902
147.000000,1.091776
148.000000,0.074140
149.000000,0.128656
150.000000,0.194506
151.000000,0.269999
152.000000,0.352496
153.000000,0.438677
154.000000,0.524858
155.000000,0.607355
156.000000,0.682848
157.000000,0.748698
158.000000,0.803214
159.000000,0.845811
160.000000,0.877074
161.000000,0.898694
162.000000,0.913310
163.000000,0.924242
164.000000,0.935174
165.000000,0.949789
166.000000,0.971410
167.000000,1.002672
168.000000,1.045270
169.000000,0.074140
170.000000,0.128656
171.000000,0.194506
172.000000,0.269999
173.000000,0.352496
174.000000,0.438677
175.000000,0.524858
176.000000,0.607355
177.000000,0.682848
178.000000,0.748698
179.000000,0.803214
180.000000,0.845811
181.000000,0.877074
182.000000,0.898694
183.000000,0.913310
184.000000,0.924242
185.000000,0.935174
186.000000,0.949789
187.000000,0.971410
188.000000,1.002672
189.000000,1.045270
190.000000,0.120646
191.000000,0.172886
192.000000,0.232130
193.000000,0.297334
194.000000,0.366867
195.000000,0.438677
196.000000,0.510487
197.000000,0.580020
198.000000,0.645224
199.000000,0.704468
200.000000,0.756708
201.000000,0.801581
202.000000,0.839450
203.000000,0.871359
204.000000,0.898938
205.000000,0.924242
206.000000,0.949545
207.000000,0.977125
208.000000,1.009034
209.000000,1.046902
210.000000,1.091776
211.000000,0.195895
212.000000,0.244451
213.000000,0.293008
214.000000,0.341564
215.000000,0.390121
216.000000,0.438677
217.000000,0.487233
218.000000,0.535790
219.000000,0.584346
220.000000,0.632903
221.000000,0.681459
222.000000,0.730016
223.000000,0.778572
224.000000,0.827129
225.000000,0.875685
226.000000,0.924242
227.000000,0.972798
228.000000,1.021355
229.000000,1.069911
230.000000,1.118468
231.000000,1.167024
