mix_type,temperature,replicate,phase,abundance,peak_2theta,intensity,fwhm
rubber_30,25,1,portlandite,101.74162002384266,18.0,97.9149276541541,0.09397812540597303
rubber_30,25,1,portlandite,101.74162002384266,34.1,122.80828861262802,0.1170121113821483
rubber_30,25,1,portlandite,101.74162002384266,47.1,108.41423022990558,0.09387752628786494
rubber_30,25,1,portlandite,101.74162002384266,50.8,91.55371531583764,0.11063439468688374
rubber_30,25,1,calcite,77.81496294787883,29.4,89.51834827049451,0.09843483299902796
rubber_30,25,1,calcite,77.81496294787883,39.4,71.95570541753274,0.10504549045571937
rubber_30,25,1,calcite,77.81496294787883,43.2,76.27594728764714,0.1098898027568597
rubber_30,25,1,calcite,77.81496294787883,47.5,79.9314382545713,0.11030755280593096
rubber_30,25,1,quartz,65.71050963159286,20.8,49.28401134938409,0.11721412841238502
rubber_30,25,1,quartz,65.71050963159286,26.6,70.62718385895128,0.09990290728060007
rubber_30,25,1,quartz,65.71050963159286,36.5,60.71260217945419,0.06724193592093995
rubber_30,25,1,quartz,65.71050963159286,39.4,55.84601017448832,0.13612381724717726
rubber_30,25,1,ettringite,37.34246435248106,9.1,29.912710601253387,0.10120017826564781
rubber_30,25,1,ettringite,37.34246435248106,15.8,41.13231880187725,0.10898503995845561
rubber_30,25,1,ettringite,37.34246435248106,22.9,35.32189488061863,0.13558149083411244
rubber_30,25,1,ettringite,37.34246435248106,29.1,39.35688212286005,0.09781796808662799
rubber_30,25,1,gypsum,19.399959275021757,11.6,18.170503484596942,0.10006717181485736
rubber_30,25,1,gypsum,19.399959275021757,20.7,19.84492607163036,0.10425873605286086
rubber_30,25,1,gypsum,19.399959275021757,23.4,20.902808898633698,0.10853988860327494
rubber_30,25,1,gypsum,19.399959275021757,29.1,20.251151457126728,0.16747871082345636
rubber_30,25,2,portlandite,100.44926686424812,18.0,82.8332773990756,0.08612560766550652
rubber_30,25,2,portlandite,100.44926686424812,34.1,100.87393058705041,0.04914375213686001
rubber_30,25,2,portlandite,100.44926686424812,47.1,92.49944402557381,0.10818829635442079
rubber_30,25,2,portlandite,100.44926686424812,50.8,97.32536326104122,0.07834214117962289
rubber_30,25,2,calcite,79.28956739806934,29.4,71.98670301991005,0.08993509665085969
rubber_30,25,2,calcite,79.28956739806934,39.4,69.10072874643754,0.07169355485540008
rubber_30,25,2,calcite,79.28956739806934,43.2,81.8341482703757,0.1329396601816705
rubber_30,25,2,calcite,79.28956739806934,47.5,70.89397524724376,0.12414571617834072
rubber_30,25,2,quartz,58.78482688910259,20.8,64.16772459955438,0.1221600202983219
rubber_30,25,2,quartz,58.78482688910259,26.6,55.76143527737737,0.09015961679245754
rubber_30,25,2,quartz,58.78482688910259,36.5,58.480284105934835,0.09374502729782334
rubber_30,25,2,quartz,58.78482688910259,39.4,59.561504895174004,0.1371726498305033
rubber_30,25,2,ettringite,39.908750492694736,9.1,33.08592688882507,0.08259804548759798
rubber_30,25,2,ettringite,39.908750492694736,15.8,50.58769299306503,0.07401272019425653
rubber_30,25,2,ettringite,39.908750492694736,22.9,39.086045566863696,0.0976503988987753
rubber_30,25,2,ettringite,39.908750492694736,29.1,44.73750294482529,0.11173925238926544
rubber_30,25,2,gypsum,20.104647644712202,11.6,21.534826236609824,0.07834193363546034
rubber_30,25,2,gypsum,20.104647644712202,20.7,17.963005492927795,0.11496102045455754
rubber_30,25,2,gypsum,20.104647644712202,23.4,19.796345452704752,0.13870252616663678
rubber_30,25,2,gypsum,20.104647644712202,29.1,22.49321527957016,0.11457836666258277
rubber_30,25,3,portlandite,110.14353835978837,18.0,102.47328104943809,0.08970060633729735
rubber_30,25,3,portlandite,110.14353835978837,34.1,120.13608815995899,0.06228183953628513
rubber_30,25,3,portlandite,110.14353835978837,47.1,114.66933324127828,0.14216788538510078
rubber_30,25,3,portlandite,110.14353835978837,50.8,117.27418741111043,0.11114394044533944
rubber_30,25,3,calcite,81.08133311614569,29.4,85.77382621185492,0.11119276346055025
rubber_30,25,3,calcite,81.08133311614569,39.4,78.18647448781338,0.08683474342439024
rubber_30,25,3,calcite,81.08133311614569,43.2,91.11451470892167,0.11486755278307492
rubber_30,25,3,calcite,81.08133311614569,47.5,76.48842717399627,0.10172118093519052
rubber_30,25,3,quartz,67.18716841343107,20.8,66.17681770680517,0.07428159055142436
rubber_30,25,3,quartz,67.18716841343107,26.6,62.84631945772111,0.09218031898963171
rubber_30,25,3,quartz,67.18716841343107,36.5,55.332163650095254,0.11176267107097489
rubber_30,25,3,quartz,67.18716841343107,39.4,67.26446989728674,0.12582322812648858
rubber_30,25,3,ettringite,39.79632378224865,9.1,38.14381496162707,0.10020241897295026
rubber_30,25,3,ettringite,39.79632378224865,15.8,34.84726621087912,0.1090654949746413
rubber_30,25,3,ettringite,39.79632378224865,22.9,29.69989374887926,0.09583778828066375
rubber_30,25,3,ettringite,39.79632378224865,29.1,33.92918060253507,0.08121686224051552
rubber_30,25,3,gypsum,20.188586419290875,11.6,19.494655448315847,0.13265479045382028
rubber_30,25,3,gypsum,20.188586419290875,20.7,19.78343370333983,0.11284472407514673
rubber_30,25,3,gypsum,20.188586419290875,23.4,18.847486263385722,0.09608981828468899
rubber_30,25,3,gypsum,20.188586419290875,29.1,15.977518707933719,0.09733462541046199
rubber_30,200,1,portlandite,84.68094031809866,18.0,68.93393389976414,0.129984692647983
rubber_30,200,1,portlandite,84.68094031809866,34.1,77.38968053943697,0.062318057873355134
rubber_30,200,1,portlandite,84.68094031809866,47.1,73.87791842729085,0.11642716067917033
rubber_30,200,1,portlandite,84.68094031809866,50.8,91.83363748842616,0.1192698479881541
rubber_30,200,1,calcite,94.99654454003345,29.4,111.42481338284696,0.0954502718508054
rubber_30,200,1,calcite,94.99654454003345,39.4,76.49899453534607,0.08807861090303551
rubber_30,200,1,calcite,94.99654454003345,43.2,92.33843554685355,0.10644436581011595
rubber_30,200,1,calcite,94.99654454003345,47.5,108.0836610600453,0.1339407231147953
rubber_30,200,1,quartz,62.39594324752775,20.8,60.404401483686726,0.10355638493770968
rubber_30,200,1,quartz,62.39594324752775,26.6,62.82614029954658,0.09905248800092843
rubber_30,200,1,quartz,62.39594324752775,36.5,63.82202815948715,0.10408199096131565
rubber_30,200,1,quartz,62.39594324752775,39.4,65.0120027532596,0.10451904115826596
rubber_30,200,1,gypsum,20.820426529067152,11.6,18.49799287581947,0.0728339401282092
rubber_30,200,1,gypsum,20.820426529067152,20.7,18.56293057486858,0.11131291405976064
rubber_30,200,1,gypsum,20.820426529067152,23.4,17.145603142880763,0.1177540507077454
rubber_30,200,1,gypsum,20.820426529067152,29.1,22.242961616833867,0.08847618850893035
rubber_30,200,2,portlandite,87.11086417326179,18.0,81.3203633168293,0.11981566298299623
rubber_30,200,2,portlandite,87.11086417326179,34.1,91.66751198788121,0.1212773213819843
rubber_30,200,2,portlandite,87.11086417326179,47.1,83.44436616830434,0.06620985389724514
rubber_30,200,2,portlandite,87.11086417326179,50.8,94.43896609147016,0.0983653826350842
rubber_30,200,2,calcite,88.65797256852699,29.4,102.0622344732894,0.13217550748186907
rubber_30,200,2,calcite,88.65797256852699,39.4,87.84105543840893,0.09953601879385535
rubber_30,200,2,calcite,88.65797256852699,43.2,96.64525964257945,0.1020173866743754
rubber_30,200,2,calcite,88.65797256852699,47.5,85.83053857934752,0.07722621278067078
rubber_30,200,2,quartz,57.157660770461085,20.8,55.35727738076887,0.07140142337978593
rubber_30,200,2,quartz,57.157660770461085,26.6,63.763472567269694,0.0738826045355501
rubber_30,200,2,quartz,57.157660770461085,36.5,61.85538925354168,0.07971010319270444
rubber_30,200,2,quartz,57.157660770461085,39.4,51.94754429552921,0.12825312839845424
rubber_30,200,2,gypsum,19.897136630549745,11.6,22.303912500994045,0.06531462080158616
rubber_30,200,2,gypsum,19.897136630549745,20.7,20.492575981339915,0.0872300928521258
rubber_30,200,2,gypsum,19.897136630549745,23.4,13.26834864512396,0.12012539003130435
rubber_30,200,2,gypsum,19.897136630549745,29.1,19.729386128351393,0.06430897565374942
rubber_30,200,3,portlandite,76.8977724338434,18.0,62.8990349345336,0.0841500024260007
rubber_30,200,3,portlandite,76.8977724338434,34.1,77.82248172870632,0.08777264512754514
rubber_30,200,3,portlandite,76.8977724338434,47.1,84.13959147040826,0.09592403987216173
rubber_30,200,3,portlandite,76.8977724338434,50.8,84.6812948947288,0.12212938135343043
rubber_30,200,3,calcite,96.75405332013344,29.4,88.46427613202954,0.09124626624910794
rubber_30,200,3,calcite,96.75405332013344,39.4,78.88334609007605,0.12637868127328772
rubber_30,200,3,calcite,96.75405332013344,43.2,85.8639814740239,0.1352624946066976
rubber_30,200,3,calcite,96.75405332013344,47.5,97.66435288236019,0.09690549260956288
rubber_30,200,3,quartz,65.3009818942447,20.8,66.66673707739822,0.10397052664791875
rubber_30,200,3,quartz,65.3009818942447,26.6,58.85803676010418,0.10116571519907408
