mix_type,temperature,replicate,phase,abundance,peak_2theta,intensity,fwhm
rubber_20,25,1,portlandite,96.11760491869515,18.0,103.06139397505449,0.07543072852499025
rubber_20,25,1,portlandite,96.11760491869515,34.1,77.33110135265399,0.10838823872904031
rubber_20,25,1,portlandite,96.11760491869515,47.1,106.52725660225335,0.09402745871883147
rubber_20,25,1,portlandite,96.11760491869515,50.8,90.29649174620239,0.06554480181192424
rubber_20,25,1,calcite,78.3208216347468,29.4,79.01147990030466,0.09913914474509213
rubber_20,25,1,calcite,78.3208216347468,39.4,73.53127662096995,0.08790520451438867
rubber_20,25,1,calcite,78.3208216347468,43.2,95.83037112832857,0.09024120145955426
rubber_20,25,1,calcite,78.3208216347468,47.5,89.59081045642363,0.10399092106328886
rubber_20,25,1,quartz,50.70335687271615,20.8,54.30466381461513,0.12017787113090583
rubber_20,25,1,quartz,50.70335687271615,26.6,49.752818778882336,0.14605740793241914
rubber_20,25,1,quartz,50.70335687271615,36.5,56.74602472917548,0.06844025018646269
rubber_20,25,1,quartz,50.70335687271615,39.4,52.41079554960218,0.10548083059409824
rubber_20,25,1,ettringite,41.1468748802998,9.1,40.6999390483868,0.09482966022034087
rubber_20,25,1,ettringite,41.1468748802998,15.8,38.69739742182559,0.08727748791882657
rubber_20,25,1,ettringite,41.1468748802998,22.9,49.010285477631605,0.1309172855381975
rubber_20,25,1,ettringite,41.1468748802998,29.1,41.34647578192734,0.08998069129828623
rubber_20,25,1,gypsum,18.696642105433764,11.6,20.64608826989066,0.08233070810548122
rubber_20,25,1,gypsum,18.696642105433764,20.7,19.481302937569126,0.1393677308903738
rubber_20,25,1,gypsum,18.696642105433764,23.4,18.464462544208995,0.0912643448693414
rubber_20,25,1,gypsum,18.696642105433764,29.1,16.99963243850739,0.09713502688432342
rubber_20,25,2,portlandite,98.05712781437866,18.0,85.04099121827988,0.09767355582344722
rubber_20,25,2,portlandite,98.05712781437866,34.1,91.6946091260992,0.1261724657211035
rubber_20,25,2,portlandite,98.05712781437866,47.1,95.40565267331,0.12398691535235196
rubber_20,25,2,portlandite,98.05712781437866,50.8,100.8191555281711,0.11174997923108229
rubber_20,25,2,calcite,79.47510843782217,29.4,91.72642470578701,0.09430220724494019
rubber_20,25,2,calcite,79.47510843782217,39.4,80.0803258169783,0.08167448321241064
rubber_20,25,2,calcite,79.47510843782217,43.2,72.00562233045092,0.10460942563363498
rubber_20,25,2,calcite,79.47510843782217,47.5,76.52769582496647,0.06855655839239205
rubber_20,25,2,quartz,57.94589039334212,20.8,49.73774117700946,0.09250813189284884
rubber_20,25,2,quartz,57.94589039334212,26.6,54.52434649101913,0.1180477368413287
rubber_20,25,2,quartz,57.94589039334212,36.5,56.51268377572827,0.10040500303579826
rubber_20,25,2,quartz,57.94589039334212,39.4,59.87988313185895,0.09348418475536535
rubber_20,25,2,ettringite,42.03402994961045,9.1,45.15562826517417,0.11453354948181506
rubber_20,25,2,ettringite,42.03402994961045,15.8,42.01186986263923,0.11226035882588314
rubber_20,25,2,ettringite,42.03402994961045,22.9,46.04717650439081,0.10325596224390018
rubber_20,25,2,ettringite,42.03402994961045,29.1,44.471021442119905,0.13559572539406775
rubber_20,25,2,gypsum,19.63945079718802,11.6,19.980108720643983,0.11768442985070685
rubber_20,25,2,gypsum,19.63945079718802,20.7,18.69553799392771,0.10684420639135134
rubber_20,25,2,gypsum,19.63945079718802,23.4,20.472568812816906,0.08492418506725309
rubber_20,25,2,gypsum,19.63945079718802,29.1,20.735786093062472,0.10742981166922078
rubber_20,25,3,portlandite,101.76718047877202,18.0,99.72625269914818,0.09500795207324486
rubber_20,25,3,portlandite,101.76718047877202,34.1,94.64175107283637,0.07997454398325465
rubber_20,25,3,portlandite,101.76718047877202,47.1,97.78784038154238,0.1276544551986199
