node_id,x,y
1.000000,0.000000,0.000000
2.000000,0.050000,0.000000
3.000000,0.100000,0.000000
4.000000,0.150000,0.000000
5.000000,0.200000,0.000000
6.000000,0.250000,0.000000
7.000000,0.300000,0.000000
8.000000,0.350000,0.000000
9.000000,0.400000,0.000000
10.000000,0.450000,0.000000
11.000000,0.500000,0.000000
12.000000,0.550000,0.000000
13.000000,0.600000,0.000000
14.000000,0.650000,0.000000
15.000000,0.700000,0.000000
16.000000,0.750000,0.000000
17.000000,0.800000,0.000000
18.000000,0.850000,0.000000
19.000000,0.900000,0.000000
20.000000,0.950000,0.000000
21.000000,1.000000,0.000000
22.000000,0.000000,0.100000
23.000000,0.050000,0.100000
24.000000,0.100000,0.100000
25.000000,0.150000,0.100000
26.000000,0.200000,0.100000
27.000000,0.250000,0.100000
28.000000,0.300000,0.100000
29.000000,0.350000,0.100000
30.000000,0.400000,0.100000
31.000000,0.450000,0.100000
32.000000,0.500000,0.100000
33.000000,0.550000,0.100000
34.000000,0.600000,0.100000
35.000000,0.650000,0.100000
36.000000,0.700000,0.100000
37.000000,0.750000,0.100000
38.000000,0.800000,0.100000
39.000000,0.850000,0.100000
40.000000,0.900000,0.100000
41.000000,0.950000,0.100000
42.000000,1.000000,0.100000
43.000000,0.000000,0.200000
44.000000,0.050000,0.200000
45.000000,0.100000,0.200000
46.000000,0.150000,0.200000
47.000000,0.200000,0.200000
48.000000,0.250000,0.200000
49.000000,0.300000,0.200000
50.000000,0.350000,0.200000
51.000000,0.400000,0.200000
52.000000,0.450000,0.200000
53.000000,0.500000,0.200000
54.000000,0.550000,0.200000
55.000000,0.600000,0.200000
56.000000,0.650000,0.200000
57.000000,0.700000,0.200000
58.000000,0.750000,0.200000
59.000000,0.800000,0.200000
60.000000,0.850000,0.200000
61.000000,0.900000,0.200000
62.000000,0.950000,0.200000
63.000000,1.000000,0.200000
64.000000,0.000000,0.300000
65.000000,0.050000,0.300000
66.000000,0.100000,0.300000
67.000000,0.150000,0.300000
68.000000,0.200000,0.300000
69.000000,0.250000,0.300000
70.000000,0.300000,0.300000
71.000000,0.350000,0.300000
72.000000,0.400000,0.300000
73.000000,0.450000,0.300000
74.000000,0.500000,0.300000
75.000000,0.550000,0.300000
76.000000,0.600000,0.300000
77.000000,0.650000,0.300000
78.000000,0.700000,0.300000
79.000000,0.750000,0.300000
80.000000,0.800000,0.300000
81.000000,0.850000,0.300000
82.000000,0.900000,0.300000
83.000000,0.950000,0.300000
84.000000,1.000000,0.300000
85.000000,0.000000,0.400000
86.000000,0.050000,0.400000
87.000000,0.100000,0.400000
88.000000,0.150000,0.400000
89.000000,0.200000,0.400000
90.000000,0.250000,0.400000
91.000000,0.300000,0.400000
92.000000,0.350000,0.400000
93.000000,0.400000,0.400000
94.000000,0.450000,0.400000
95.000000,0.500000,0.400000
96.000000,0.550000,0.400000
97.000000,0.600000,0.400000
98.000000,0.650000,0.400000
99.000000,0.700000,0.400000
100.000000,0.750000,0.400000
101.000000,0.800000,0.400000
102.000000,0.850000,0.400000
103.000000,0.900000,0.400000
104.000000,0.950000,0.400000
105.000000,1.000000,0.400000
106.000000,0.000000,0.500000
107.000000,0.050000,0.500000
108.000000,0.100000,0.500000
109.000000,0.150000,0.500000
110.000000,0.200000,0.500000
111.000000,0.250000,0.500000
112.000000,0.300000,0.500000
113.000000,0.350000,0.500000
114.000000,0.400000,0.500000
115.000000,0.450000,0.500000
116.000000,0.500000,0.500000
117.000000,0.550000,0.500000
118.000000,0.600000,0.500000
119.000000,0.650000,0.500000
120.000000,0.700000,0.500000
121.000000,0.750000,0.500000
122.000000,0.800000,0.500000
123.000000,0.850000,0.500000
124.000000,0.900000,0.500000
125.000000,0.950000,0.500000
126.000000,1.000000,0.500000
127.000000,0.000000,0.600000
128.000000,0.050000,0.600000
129.000000,0.100000,0.600000
130.000000,0.150000,0.600000
131.000000,0.200000,0.600000
132.000000,0.250000,0.600000
133.000000,0.300000,0.600000
134.000000,0.350000,0.600000
135.000000,0.400000,0.600000
136.000000,0.450000,0.600000
137.000000,0.500000,0.600000
138.000000,0.550000,0.600000
139.000000,0.600000,0.600000
140.000000,0.650000,0.600000
141.000000,0.700000,0.600000
142.000000,0.750000,0.600000
143.000000,0.800000,0.600000
144.000000,0.850000,0.600000
145.000000,0.900000,0.600000
146.000000,0.950000,0.600000
147.000000,1.000000,0.600000
148.000000,0.000000,0.700000
149.000000,0.050000,0.700000
150.000000,0.100000,0.700000
151.000000,0.150000,0.700000
152.000000,0.200000,0.700000
153.000000,0.250000,0.700000
154.000000,0.300000,0.700000
155.000000,0.350000,0.700000
156.000000,0.400000,0.700000
157.000000,0.450000,0.700000
158.000000,0.500000,0.700000
159.000000,0.550000,0.700000
160.000000,0.600000,0.700000
161.000000,0.650000,0.700000
162.000000,0.700000,0.700000
163.000000,0.750000,0.700000
