time_s,temperature_c,ux_centre_mm,ux_edge_mm,ux_corner_mm,uy_centre_mm,uy_edge_mm,uy_corner_mm,uz_centre_mm,uz_edge_mm,uz_corner_mm
0.0,25.0,-0.005148788350705578,-0.19989030389969337,0.18666883528477046,-0.0033311875646403364,-0.0033810314933402697,0.20816843712454144,0.020246463210771913,0.0007314308251458578,-0.0015967103218292957
60.50420168067227,46.42857142857143,-0.004364195331584537,-0.20128348578525937,0.1890880250839561,-0.002400551662437381,-0.0029473416912510686,0.21021458015282765,0.020364273481941992,0.001273858119221686,-0.004160075001052827
121.00840336134453,67.85714285714286,-0.005663150024110171,-0.19712522450159753,0.19024617160800766,-0.004878642136026774,-0.002142289272995617,0.20975689623394503,0.02170387979833402,-5.955809771751626e-05,-0.0018286150563294468
181.5126050420168,89.28571428571428,-0.005714664508872977,-0.1998256947807147,0.19183655930008,-0.006279975975181233,-0.0020757202736750835,0.21008208902294404,0.02016112732556159,0.0008596219302917875,-0.004872609326602127
242.01680672268907,110.71428571428572,-0.006272287335081909,-0.1997311411419352,0.18888581392907444,-0.004129724715813168,-0.0034015314386728465,0.21280346898055935,0.019969199298582676,0.0007283241145448635,-0.0032551011296935136
302.52100840336135,132.14285714285717,-0.002851335435221593,-0.20139513233006878,0.1900387756439811,-0.0030322234367786086,-0.006730759880872042,0.2088058453618612,0.02008212631261316,0.0014705367217361573,-0.0030722842084463173
363.0252100840336,153.57142857142856,-0.0019007463925390837,-0.1993010902246992,0.18979753613805203,-0.0025311735677834065,-0.004114909212287542,0.2109574215083465,0.020617320766176627,0.002033082576846416,-0.004445423311060895
423.52941176470586,175.0,-0.0024307379560858217,-0.2005285460054424,0.18988665481507475,-0.004375123753600321,-0.0025690810853467054,0.2105807491539902,0.02003675225146322,-0.0013323132428994672,-0.003301558829005286
484.03361344537814,196.42857142857144,-0.004898413650315052,-0.2012533614752512,0.19160947827207586,-0.0032540300170360885,-0.005770146212680937,0.21169262068780464,0.01941042760749007,0.00030078114049048195,-0.0024156365577925566
544.5378151260504,217.85714285714286,-0.003346281987768666,-0.2032605848241597,0.19112994756190094,-0.002962963535525013,-0.005861361235904707,0.21000168170341987,0.01966742002924526,0.0004119948087287456,-0.0018140077889086045
605.0420168067227,239.2857142857143,-0.0035321043547781594,-0.19960098509677496,0.19120967469668304,-0.004777940243525517,-0.0032615600944748335,0.21140066089989676,0.0202813745852404,0.0004733290736366188,-0.0015008411713800772
665.546218487395,260.7142857142857,-0.004485924891884562,-0.20432190278784584,0.1917088515771279,-0.007528461133130988,-0.0035455449716581553,0.2070146540714808,0.02060435782805853,0.0010173947813447702,-0.003442830501129295
726.0504201680671,282.1428571428571,-0.0057867065867381355,-0.19900121399396278,0.1897423211873876,-0.004129557647309669,-0.006908339449759403,0.20842920341239093,0.021319494347373527,-0.0003966256765301463,-0.0027841322797588866
