Rubber_Content_%,Heating_Rate_C_per_min,Temperature_C,Heat_Flow_mW_per_mg,Enthalpy_Change_J_per_g,Time_min,Sample_ID,Timestamp
0,5,20.0,-0.007727531004175916,0.0,0.0,DTA_0_5,2025-10-18T18:00:32.037714
0,5,30.0,-0.0003028987408623617,0.005469758356933589,2.0,DTA_0_5,2025-10-18T18:00:32.037721
0,5,40.0,-0.00669560921314176,-0.037991402163655034,4.0,DTA_0_5,2025-10-18T18:00:32.037723
0,5,50.0,-0.012764338904412186,-0.1117154985732197,6.0,DTA_0_5,2025-10-18T18:00:32.037724
0,5,60.0,-0.09783366417028683,-0.5478872737300816,8.0,DTA_0_5,2025-10-18T18:00:32.037726
0,5,70.0,-0.46181098974145285,-2.927205823873326,10.0,DTA_0_5,2025-10-18T18:00:32.037727
0,5,80.0,-1.1468250036995586,-11.033331429361851,12.0,DTA_0_5,2025-10-18T18:00:32.037729
0,5,90.0,-1.3577509116813569,-24.232667569282864,14.0,DTA_0_5,2025-10-18T18:00:32.037733
0,5,100.0,-0.8188779785553464,-35.49577506229933,16.0,DTA_0_5,2025-10-18T18:00:32.037735
0,5,110.0,-0.18421858097485483,-40.31498706202211,18.0,DTA_0_5,2025-10-18T18:00:32.037736
0,5,120.0,-0.1927249599767017,-41.50579373301312,20.0,DTA_0_5,2025-10-18T18:00:32.037737
0,5,130.0,-0.7967575182611781,-46.02258544984026,22.0,DTA_0_5,2025-10-18T18:00:32.037739
0,5,140.0,-1.4894320663770975,-57.889304426413595,24.0,DTA_0_5,2025-10-18T18:00:32.037740
0,5,150.0,-1.212098049140759,-72.2897295463917,26.0,DTA_0_5,2025-10-18T18:00:32.037741
0,5,160.0,-0.4272060544627177,-80.36998537025427,28.0,DTA_0_5,2025-10-18T18:00:32.037743
0,5,170.0,-0.04949556905814416,-82.34858349299066,30.0,DTA_0_5,2025-10-18T18:00:32.037744
0,5,180.0,0.022250906762389076,-82.35013264447714,32.0,DTA_0_5,2025-10-18T18:00:32.037745
0,5,190.0,0.007129679459585142,-82.21199614977112,34.0,DTA_0_5,2025-10-18T18:00:32.037746
0,5,200.0,0.01395178946293331,-82.0900736476696,36.0,DTA_0_5,2025-10-18T18:00:32.037747
0,5,210.0,0.01933038361637776,-81.89480116656351,38.0,DTA_0_5,2025-10-18T18:00:32.037749
0,5,220.0,0.013986941461466859,-81.75010251289304,40.0,DTA_0_5,2025-10-18T18:00:32.037750
0,5,230.0,0.014203921364338574,-81.6172810962092,42.0,DTA_0_5,2025-10-18T18:00:32.037751
0,5,240.0,0.020376077066887502,-81.43847104983831,44.0,DTA_0_5,2025-10-18T18:00:32.037752
0,5,250.0,0.0021954970691576725,-81.33018980689958,46.0,DTA_0_5,2025-10-18T18:00:32.037754
0,5,260.0,-0.021549103421281104,-81.33255701276903,48.0,DTA_0_5,2025-10-18T18:00:32.037756
0,5,270.0,-0.22413827042467388,-82.41086116869197,50.0,DTA_0_5,2025-10-18T18:00:32.037758
0,5,280.0,-0.43692986486807506,-85.85309742325312,52.0,DTA_0_5,2025-10-18T18:00:32.037759
0,5,290.0,-0.3583900552731335,-90.12179771764926,54.0,DTA_0_5,2025-10-18T18:00:32.037761
0,5,300.0,-0.11307058813555979,-92.4426349744222,56.0,DTA_0_5,2025-10-18T18:00:32.037762
0,5,310.0,0.004984738049269208,-92.8329408614573,58.0,DTA_0_5,2025-10-18T18:00:32.037764
0,5,320.0,0.03359596858820051,-92.5853521346105,60.0,DTA_0_5,2025-10-18T18:00:32.037765
0,5,330.0,0.026203958993977733,-92.28721625227796,62.0,DTA_0_5,2025-10-18T18:00:32.037766
0,5,340.0,0.032653010971459645,-91.98214287362477,64.0,DTA_0_5,2025-10-18T18:00:32.037772
0,5,350.0,0.025133770024654757,-91.70075423052018,66.0,DTA_0_5,2025-10-18T18:00:32.037774
0,5,360.0,0.028138977811950266,-91.41988601944898,68.0,DTA_0_5,2025-10-18T18:00:32.037775
0,5,370.0,0.03285973252526482,-91.14335691848031,70.0,DTA_0_5,2025-10-18T18:00:32.037777
0,5,380.0,0.03655719691961632,-90.8213595575232,72.0,DTA_0_5,2025-10-18T18:00:32.037778
0,5,390.0,0.03103560310137591,-90.45421947116847,74.0,DTA_0_5,2025-10-18T18:00:32.037779
0,5,400.0,0.04053939400434496,-90.08230558521176,76.0,DTA_0_5,2025-10-18T18:00:32.037781
0,5,410.0,0.04470358840348485,-89.62519175460368,78.0,DTA_0_5,2025-10-18T18:00:32.037782
0,5,420.0,-0.009378642981963503,-89.44040684076973,80.0,DTA_0_5,2025-10-18T18:00:32.037783
0,5,430.0,-0.2614490114763684,-90.38224523566498,82.0,DTA_0_5,2025-10-18T18:00:32.037785
0,5,440.0,-1.227657654270353,-97.15550260469345,84.0,DTA_0_5,2025-10-18T18:00:32.037786
0,5,450.0,-2.3107103151910673,-115.53003687576954,86.0,DTA_0_5,2025-10-18T18:00:32.037787
0,5,460.0,-1.8629193864179927,-137.84328125948895,88.0,DTA_0_5,2025-10-18T18:00:32.037788
0,5,470.0,-0.6249534977524513,-150.05105174002577,90.0,DTA_0_5,2025-10-18T18:00:32.037790
0,5,480.0,-0.06591734745839394,-152.84995056329157,92.0,DTA_0_5,2025-10-18T18:00:32.037791
0,5,490.0,0.04173415917135216,-152.76893040198567,94.0,DTA_0_5,2025-10-18T18:00:32.037792
0,5,500.0,0.04517013461888532,-152.36505023194206,96.0,DTA_0_5,2025-10-18T18:00:32.037793
0,5,510.0,0.040379183585070616,-151.8990726331347,98.0,DTA_0_5,2025-10-18T18:00:32.037795
0,5,520.0,0.04602842663015331,-151.44105769298088,100.0,DTA_0_5,2025-10-18T18:00:32.037796
0,5,530.0,0.05372932257759075,-150.9266423301719,102.0,DTA_0_5,2025-10-18T18:00:32.037797
0,5,540.0,0.048775899325700825,-150.4274751154127,104.0,DTA_0_5,2025-10-18T18:00:32.037798
0,5,550.0,0.0627864800312677,-149.85819828331694,106.0,DTA_0_5,2025-10-18T18:00:32.037800
0,5,560.0,0.04727310322873999,-149.25769736836466,108.0,DTA_0_5,2025-10-18T18:00:32.037801
0,5,570.0,0.049282171453865785,-148.80234589595744,110.0,DTA_0_5,2025-10-18T18:00:32.037802
0,5,580.0,0.05408126017202772,-148.30433891682407,112.0,DTA_0_5,2025-10-18T18:00:32.037804
0,5,590.0,0.05143524922750429,-147.7742769591341,114.0,DTA_0_5,2025-10-18T18:00:32.037805
0,5,600.0,0.04611451141102281,-147.29898452947936,116.0,DTA_0_5,2025-10-18T18:00:32.037806
0,5,610.0,0.05555055105037186,-146.80667312982894,118.0,DTA_0_5,2025-10-18T18:00:32.037808
0,5,620.0,0.06137837335149368,-146.19761438774876,120.0,DTA_0_5,2025-10-18T18:00:32.037809
0,5,630.0,0.06503810852973575,-145.57683282827156,122.0,DTA_0_5,2025-10-18T18:00:32.037810
0,5,640.0,0.06278623414857795,-144.9114559986398,124.0,DTA_0_5,2025-10-18T18:00:32.037811
0,5,650.0,0.06661548260309996,-144.2933503805536,126.0,DTA_0_5,2025-10-18T18:00:32.037813
0,5,660.0,0.06253878193001952,-143.6293789307124,128.0,DTA_0_5,2025-10-18T18:00:32.037814
0,5,670.0,0.03959179031523209,-143.0854884387772,130.0,DTA_0_5,2025-10-18T18:00:32.037816
0,5,680.0,-0.15640578648155917,-143.39719247189078,132.0,DTA_0_5,2025-10-18T18:00:32.037817
0,5,690.0,-0.8509124975130818,-147.9209513026477,134.0,DTA_0_5,2025-10-18T18:00:32.037818
0,5,700.0,-1.6257894259899572,-160.79098040300727,136.0,DTA_0_5,2025-10-18T18:00:32.037819
0,5,710.0,-1.3080395622202685,-176.48634911763943,138.0,DTA_0_5,2025-10-18T18:00:32.037821
0,5,720.0,-0.45327608937039404,-185.09481659138063,140.0,DTA_0_5,2025-10-18T18:00:32.037822
0,5,730.0,-0.3756225732702805,-188.3417104135073,142.0,DTA_0_5,2025-10-18T18:00:32.037823
0,5,740.0,-1.4584536319716166,-196.60278142522807,144.0,DTA_0_5,2025-10-18T18:00:32.037824
0,5,750.0,-2.7292629823062575,-218.32236088127212,146.0,DTA_0_5,2025-10-18T18:00:32.037826
0,5,760.0,-2.200122164477699,-244.68543737958208,148.0,DTA_0_5,2025-10-18T18:00:32.037827
0,5,770.0,-0.7330405722751028,-259.11926151439025,150.0,DTA_0_5,2025-10-18T18:00:32.037829
0,5,780.0,-0.04994177108791509,-262.2836340915368,152.0,DTA_0_5,2025-10-18T18:00:32.037831
0,5,790.0,0.06499557947574389,-262.0379521490083,154.0,DTA_0_5,2025-10-18T18:00:32.037832
0,5,800.0,0.09060566300647402,-261.257112351314,156.0,DTA_0_5,2025-10-18T18:00:32.037834
0,5,810.0,0.08559344991609,-260.3503846770906,158.0,DTA_0_5,2025-10-18T18:00:32.037835
0,5,820.0,0.07607421461769426,-259.5618687391488,160.0,DTA_0_5,2025-10-18T18:00:32.037837
0,5,830.0,0.09200644037604402,-258.71161059349794,162.0,DTA_0_5,2025-10-18T18:00:32.037838
0,5,840.0,0.08258122543717111,-257.8740013311104,164.0,DTA_0_5,2025-10-18T18:00:32.037839
0,5,850.0,0.08541086215365226,-257.0274815849885,166.0,DTA_0_5,2025-10-18T18:00:32.037840
0,5,860.0,0.07731218561642855,-256.1995025123843,168.0,DTA_0_5,2025-10-18T18:00:32.037842
0,5,870.0,0.07790887229740295,-255.45263117432737,170.0,DTA_0_5,2025-10-18T18:00:32.037843
0,5,880.0,0.0852500713759832,-254.64661156111757,172.0,DTA_0_5,2025-10-18T18:00:32.037844
0,5,890.0,0.08620846277467213,-253.80011554410618,174.0,DTA_0_5,2025-10-18T18:00:32.037846
0,5,900.0,0.09181252486062408,-252.92873992782978,176.0,DTA_0_5,2025-10-18T18:00:32.037847
0,5,910.0,0.08241893532041566,-252.07081468216896,178.0,DTA_0_5,2025-10-18T18:00:32.037848
0,5,920.0,0.09312840405221465,-251.22572352025958,180.0,DTA_0_5,2025-10-18T18:00:32.037850
0,5,930.0,0.091543001331121,-250.32712918578625,182.0,DTA_0_5,2025-10-18T18:00:32.037851
0,5,940.0,0.09478594008831112,-249.390429255379,184.0,DTA_0_5,2025-10-18T18:00:32.037854
0,5,950.0,0.08727109068221368,-248.46592750679534,186.0,DTA_0_5,2025-10-18T18:00:32.037855
0,5,960.0,0.09433478644669203,-247.57575160759717,188.0,DTA_0_5,2025-10-18T18:00:32.037857
0,5,970.0,0.09851884072890224,-246.60469750274157,190.0,DTA_0_5,2025-10-18T18:00:32.037858
0,5,980.0,0.10290764914630778,-245.56460093983122,192.0,DTA_0_5,2025-10-18T18:00:32.037861
0,5,990.0,0.0846227806251718,-244.61344015974146,194.0,DTA_0_5,2025-10-18T18:00:32.037862
0,5,1000.0,0.10381610580217468,-243.67414470743842,196.0,DTA_0_5,2025-10-18T18:00:32.037864
0,10,20.0,0.005261770852010829,0.0,0.0,DTA_0_10,2025-10-18T18:00:32.039719
0,10,30.0,-0.002192993909292438,0.013408043795343605,1.0,DTA_0_10,2025-10-18T18:00:32.039722
0,10,40.0,0.002928959430105027,0.007762931966088269,2.0,DTA_0_10,2025-10-18T18:00:32.039723
0,10,50.0,-0.006864586466241772,0.024504797539839522,3.0,DTA_0_10,2025-10-18T18:00:32.039725
0,10,60.0,-0.06248318708219741,-0.21677936435850267,4.0,DTA_0_10,2025-10-18T18:00:32.039726
0,10,70.0,-0.34766624335377205,-1.9432011171905201,5.0,DTA_0_10,2025-10-18T18:00:32.039727
0,10,80.0,-0.9893422232463054,-8.519645239911707,6.0,DTA_0_10,2025-10-18T18:00:32.039729
0,10,90.0,-1.3815229994525158,-20.93676095307189,7.0,DTA_0_10,2025-10-18T18:00:32.039730
0,10,100.0,-0.9891919895472547,-33.33000285901616,8.0,DTA_0_10,2025-10-18T18:00:32.039732
0,10,110.0,-0.2285119605677091,-39.433799025564596,9.0,DTA_0_10,2025-10-18T18:00:32.039733
0,10,120.0,-0.10576470480253745,-40.3027341711874,10.0,DTA_0_10,2025-10-18T18:00:32.039735
0,10,130.0,-0.6023473457213752,-43.42304460727191,11.0,DTA_0_10,2025-10-18T18:00:32.039736
0,10,140.0,-1.3757065618579323,-53.44991520867581,12.0,DTA_0_10,2025-10-18T18:00:32.039737
0,10,150.0,-1.3803736226914534,-68.23262447191922,13.0,DTA_0_10,2025-10-18T18:00:32.039739
0,10,160.0,-0.5988876015054698,-78.27065398393279,14.0,DTA_0_10,2025-10-18T18:00:32.039740
0,10,170.0,-0.09471926511222102,-81.31486137416515,15.0,DTA_0_10,2025-10-18T18:00:32.039741
0,10,180.0,0.015000493659049837,-81.49145010159725,16.0,DTA_0_10,2025-10-18T18:00:32.039743
0,10,190.0,0.023761609899176042,-81.31360908413734,17.0,DTA_0_10,2025-10-18T18:00:32.039744
0,10,200.0,0.018786919244343305,-81.09895431465654,18.0,DTA_0_10,2025-10-18T18:00:32.039745
0,10,210.0,0.013605729885872803,-80.91348095334871,19.0,DTA_0_10,2025-10-18T18:00:32.039746
