cycle,phase,time_hours,cycle_time_hours,temperature_C,region,strain_xx,strain_yy,strain_xy,von_mises_strain
1,startup,0.0,0.0,25.0,anode,0.00015308043120266992,0.00021468254048208905,4.986899121355445e-05,0.0002100458630640676
1,startup,0.0,0.0,25.0,electrolyte,-0.000388499538192354,-3.108448650555194e-05,-0.00011557075749169153,0.00042413633160369896
1,startup,0.0,0.0,25.0,cathode,-4.0521154583614776e-05,0.0001960008472267788,3.0515083587497267e-05,0.0002253752153420067
1,startup,0.0,0.0,25.0,interface_ae,0.00022961817327948655,6.835078414270787e-05,-0.00012983259396689027,0.0003037618481056771
1,startup,0.0,0.0,25.0,interface_ec,-0.000504169401314547,2.976175233591807e-05,-2.139264663511654e-05,0.000521009067072167
1,startup,0.04081632653061224,0.04081632653061224,85.7519033442633,anode,0.0005885063791463759,0.00034970261384974644,-7.347432134727093e-05,0.0005282280616049391
1,startup,0.04081632653061224,0.04081632653061224,85.7519033442633,electrolyte,0.00047063379559183376,0.0005815638061982924,1.8863108156798007e-05,0.000535795202751098
1,startup,0.04081632653061224,0.04081632653061224,85.7519033442633,cathode,0.001105508976457298,0.0004827072525709432,8.810588920574334e-05,0.0009720118986577466
1,startup,0.04081632653061224,0.04081632653061224,85.7519033442633,interface_ae,0.0015772508026712503,0.001518589952383761,-4.365148632655436e-05,0.001550598166340263
1,startup,0.04081632653061224,0.04081632653061224,85.7519033442633,interface_ec,0.0017821271288236227,0.0014387010792290926,-6.794449849177494e-05,0.001641870591650874
1,startup,0.08163265306122448,0.08163265306122448,141.74149215955785,anode,0.001503937028534238,0.0012776696424114306,4.891783506377937e-05,0.001407092917771061
1,startup,0.08163265306122448,0.08163265306122448,141.74149215955785,electrolyte,0.0007431668424310674,0.0008557571888061139,3.953072526493309e-05,0.0008082914008632619
1,startup,0.08163265306122448,0.08163265306122448,141.74149215955785,cathode,0.0015129464957554823,0.0015949690630766497,7.740227740710525e-05,0.0015613468205410343
1,startup,0.08163265306122448,0.08163265306122448,141.74149215955785,interface_ae,0.0030111875092856018,0.0026944994478972357,2.956655514819996e-05,0.002866453724214124
1,startup,0.08163265306122448,0.08163265306122448,141.74149215955785,interface_ec,0.003093343589467116,0.0022860300292647795,-3.0152629576934716e-05,0.0027795609480731503
1,startup,0.12244897959183673,0.12244897959183673,193.34208215163724,anode,0.0018752680850921178,0.002167153380375004,-6.084952000292773e-06,0.002036983474464547
1,startup,0.12244897959183673,0.12244897959183673,193.34208215163724,electrolyte,0.0013732331442390976,0.0014218326404806666,4.223247974498747e-05,0.0014000786997666278
1,startup,0.12244897959183673,0.12244897959183673,193.34208215163724,cathode,0.0019464289958549617,0.001897316118377633,-3.3516697322638484e-05,0.0019232195113521402
1,startup,0.12244897959183673,0.12244897959183673,193.34208215163724,interface_ae,0.003995405219740396,0.0036849391351187724,-1.835403220164656e-05,0.0038497045154237044
1,startup,0.12244897959183673,0.12244897959183673,193.34208215163724,interface_ec,0.004321321611163238,0.0035265480970307515,0.00011516655830474757,0.003988834848891009
1,startup,0.16326530612244897,0.16326530612244897,240.897724975064,anode,0.0027653564846741507,0.0024589944602102587,4.006416383398367e-05,0.002626531815536415
1,startup,0.16326530612244897,0.16326530612244897,240.897724975064,electrolyte,0.0016531398619133509,0.0016847356937973342,-3.67074646018183e-05,0.001670372516138104
1,startup,0.16326530612244897,0.16326530612244897,240.897724975064,cathode,0.0026064599883230005,0.002566173343549226,0.00014916738588018077,0.0025994237599591603
1,startup,0.16326530612244897,0.16326530612244897,240.897724975064,interface_ae,0.005716520067602044,0.0050875632027843785,-5.20630606562299e-05,0.005430181909343974
1,startup,0.16326530612244897,0.16326530612244897,240.897724975064,interface_ec,0.005252030247071186,0.005200995194176261,0.000205451488940476,0.005238799442070021
1,startup,0.2040816326530612,0.2040816326530612,284.7255022290931,anode,0.0036598581577099764,0.0028819839988053655,-0.00011546343387288443,0.0033455547027651704
1,startup,0.2040816326530612,0.2040816326530612,284.7255022290931,electrolyte,0.001965206382357513,0.0015801952577680454,-1.0737861841004537e-05,0.001803881724788306
1,startup,0.2040816326530612,0.2040816326530612,284.7255022290931,cathode,0.0036724323945725307,0.0029208086602268667,3.0232290034827492e-05,0.0033606773951510294
1,startup,0.2040816326530612,0.2040816326530612,284.7255022290931,interface_ae,0.006977712998772922,0.00581746331083615,0.0002035531456719595,0.00648560485626454
1,startup,0.2040816326530612,0.2040816326530612,284.7255022290931,interface_ec,0.007101012487411571,0.005872060105466534,-5.775342640192129e-05,0.006574032435851
1,startup,0.24489795918367346,0.24489795918367346,325.117639628244,anode,0.004011933281900566,0.0033382824034040312,-0.00011565552170673364,0.0037265131669970745
1,startup,0.24489795918367346,0.24489795918367346,325.117639628244,electrolyte,0.0027733634179092233,0.002458351282195488,1.5551160376356083e-05,0.002630182441547598
1,startup,0.24489795918367346,0.24489795918367346,325.117639628244,cathode,0.0036199127218768676,0.0031618821416643256,1.0722928841915274e-05,0.003414070055769895
1,startup,0.24489795918367346,0.24489795918367346,325.117639628244,interface_ae,0.007644997138344,0.006747356197387284,0.00010219631550600035,0.007240207893424339
1,startup,0.24489795918367346,0.24489795918367346,325.117639628244,interface_ec,0.007891607208729518,0.007091203319915128,-9.906232233772576e-05,0.007525362293893826
1,startup,0.2857142857142857,0.2857142857142857,362.34345544398667,anode,0.0042841804661850665,0.003982276865423743,4.480783410128918e-05,0.0041422170112069565
1,startup,0.2857142857142857,0.2857142857142857,362.34345544398667,electrolyte,0.0031358082834670904,0.002573919683296432,0.00018481091041055525,0.0029136751158428797
1,startup,0.2857142857142857,0.2857142857142857,362.34345544398667,cathode,0.004460822340267037,0.004042914015849452,-3.235149467844572e-05,0.004267611555298967
1,startup,0.2857142857142857,0.2857142857142857,362.34345544398667,interface_ae,0.008708495002221617,0.007843149933431336,0.00016129781705930544,0.008314379414147848
1,startup,0.2857142857142857,0.2857142857142857,362.34345544398667,interface_ec,0.008851484949706969,0.007644326698276516,0.00013773350295283418,0.008317318397052104
1,startup,0.32653061224489793,0.32653061224489793,396.65115620895585,anode,0.004357103058537003,0.003935592034716447,6.816342236683891e-05,0.004164059364522249
1,startup,0.32653061224489793,0.32653061224489793,396.65115620895585,electrolyte,0.0031198958846160615,0.002864128037986417,6.440752243194205e-06,0.0030002204785590735
1,startup,0.32653061224489793,0.32653061224489793,396.65115620895585,cathode,0.004909687928713754,0.0040571583708191835,5.7048608607969075e-05,0.004544881929864309
1,startup,0.32653061224489793,0.32653061224489793,396.65115620895585,interface_ae,0.009789880485227475,0.00868418799082189,0.00020135542946486998,0.009293080784137401
1,startup,0.32653061224489793,0.32653061224489793,396.65115620895585,interface_ec,0.009639817268286435,0.00849486008740508,-0.00015231724641738477,0.009125208355920702
1,startup,0.36734693877551017,0.36734693877551017,428.2694916567157,anode,0.0050971950314718725,0.004540443619494288,0.00010503195522763552,0.004846296929363729
1,startup,0.36734693877551017,0.36734693877551017,428.2694916567157,electrolyte,0.0032600600277867867,0.0031356570262419136,-1.6217169633801238e-07,0.003199672845431607
1,startup,0.36734693877551017,0.36734693877551017,428.2694916567157,cathode,0.005168043688676605,0.004628838828122262,-3.911563722528426e-05,0.004921115043610597
1,startup,0.36734693877551017,0.36734693877551017,428.2694916567157,interface_ae,0.010321147173780581,0.008817162887433198,-2.4795420732788963e-05,0.009657486680738524
1,startup,0.36734693877551017,0.36734693877551017,428.2694916567157,interface_ec,0.01031096099416937,0.009054923870721406,4.168730625900404e-05,0.009744116665258599
1,startup,0.4081632653061224,0.4081632653061224,457.4092799315351,anode,0.005711200970319845,0.004956376531118799,9.954151904494745e-05,0.005376462399185239
