timestamp,time_min,temperature_C,region,strain_xx,strain_yy,strain_xy,von_mises_strain
0min_1200C,0.0,1200.0,anode,0.0050993428306022465,0.004472347139765764,6.476885381006925e-05,0.004817856362816158
0min_1200C,0.0,1200.0,electrolyte,0.004304605971281605,0.003553169325055333,-2.3413695694918056e-05,0.0039826242014955274
0min_1200C,0.0,1200.0,cathode,0.005315842563101478,0.004653486945830582,-4.694743859349521e-05,0.005018219915785387
0min_1200C,0.0,1200.0,interface_ae,0.007608512008717192,0.006657316461437507,-4.657297535702569e-05,0.007180776583207657
0min_1200C,0.0,1200.0,interface_ec,0.007548392454313207,0.00636734395106844,-0.0001724917832513033,0.0070389876294213085
1min_1203C,1.8181818181818181,1203.030303030303,anode,0.004889815164150106,0.004299479178931587,3.1424733259527386e-05,0.004623323220813416
1min_1203C,1.8181818181818181,1203.030303030303,electrolyte,0.003820213320894399,0.003319175582131719,0.00014656487689215542,0.0036049190529506584
1min_1203C,1.8181818181818181,1203.030303030303,cathode,0.004957117409900994,0.004515551043936056,-0.0001424748186213457,0.004758150352034608
1min_1203C,1.8181818181818181,1203.030303030303,interface_ae,0.007394532460092414,0.0067752526224396795,-0.00011509935774223028,0.007107958676423047
1min_1203C,1.8181818181818181,1203.030303030303,interface_ec,0.007578548608666586,0.006632940366513945,-2.916937497932768e-05,0.007152956625826117
3min_1206C,3.6363636363636362,1206.060606060606,anode,0.004888658681208584,0.0048785556401908054,-1.3497224737933921e-06,0.00488361555805409
3min_1206C,3.6363636363636362,1206.060606060606,electrolyte,0.003795657817132391,0.0037709889850518516,-0.00012208436499710224,0.0037892883431112304
3min_1206C,3.6363636363636362,1206.060606060606,cathode,0.005050772722655415,0.004116165978513063,-0.00013281860488984306,0.004660067698843766
3min_1206C,3.6363636363636362,1206.060606060606,interface_ae,0.00755287225265552,0.0069098433209326075,1.713682811899705e-05,0.007252829179605405
3min_1206C,3.6363636363636362,1206.060606060606,interface_ec,0.007490370349004047,0.006701929265815668,-0.00014785219903674276,0.007133523141739109
5min_1209C,5.454545454545454,1209.090909090909,anode,0.004876080194277821,0.004425916378169129,0.00010571222262189158,0.004670898829613936
5min_1209C,5.454545454545454,1209.090909090909,electrolyte,0.004084762886679102,0.0032618272748163226,3.24083969394795e-05,0.003742213907405064
