cycle,time_hours,temperature_C,region,strain_xx,strain_yy,strain_xy,von_mises_strain,delta_T
1,0.0,800.0,anode,0.004233508322849991,0.00323464428510144,-0.00012272983251334607,0.003838855389788694,400
1,0.0,800.0,electrolyte,0.0027989876627767143,0.0023289446132425213,-6.798420739909127e-05,0.002598748403662531,400
1,0.0,800.0,cathode,0.004208916234237014,0.003686591562571153,1.3261032943777101e-05,0.003973651432161858,400
1,0.0,800.0,interface_ae,0.0076432590243165795,0.005777493265759949,-2.9048918891957716e-05,0.006902354013401281,400
1,0.0,800.0,interface_ec,0.006984953303819159,0.005560039014878082,-1.2402102876404885e-05,0.006392765837541041,400
1,0.20040080160320642,850.1332934257217,anode,0.004464808681742232,0.004280167917091274,9.462175268321662e-05,0.00437847952099323,400
1,0.20040080160320642,850.1332934257217,electrolyte,0.0028436770066812903,0.0032345208657833004,0.0001831550543288029,0.003074301360900578,400
1,0.20040080160320642,850.1332934257217,cathode,0.004675962245297802,0.003758187764463685,-0.00014391588550852194,0.004298556669551743,400
1,0.20040080160320642,850.1332934257217,interface_ae,0.007990737248841676,0.007213663975324798,0.0002826879458901913,0.00764761882712026,400
1,0.20040080160320642,850.1332934257217,interface_ec,0.008565372340144648,0.006740384562877661,-0.00016794261499335165,0.00781978887501297,400
1,0.40080160320641284,899.475954865942,anode,0.005037025422732781,0.0037150138066916515,4.8475157127717215e-05,0.004524089215039032,400
1,0.40080160320641284,899.475954865942,electrolyte,0.003452050908171993,0.002832070980891882,-0.0002392054600900193,0.003214418465016068,400
1,0.40080160320641284,899.475954865942,cathode,0.005148839580630334,0.004085735364461934,-0.0001754875253565432,0.004717984119263759,400
1,0.40080160320641284,899.475954865942,interface_ae,0.00812888852360246,0.007633727637933721,0.00026583773950046157,0.007906384407694249,400
1,0.40080160320641284,899.475954865942,interface_ec,0.009488944951951317,0.00750485323247303,-9.033180905426708e-05,0.008670307875381002,400
1,0.6012024048096193,947.2498210738712,anode,0.00561313048756122,0.004352107847371418,4.526878497291989e-05,0.0051014973420540925,400
1,0.6012024048096193,947.2498210738712,electrolyte,0.004060572831032505,0.003624216402554826,-1.5023111471992917e-05,0.0038610204185299496,400
1,0.6012024048096193,947.2498210738712,cathode,0.005411396085685622,0.004388228703100937,-0.000124032053105979,0.004983920843114581,400
1,0.6012024048096193,947.2498210738712,interface_ae,0.009782553111759225,0.008483131914475084,0.0001370376939349874,0.009204972674812274,400
