y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.2469512
0.0015873016,1.3832359
0.0023809525,1.4628749
0.0031746032,1.5193696
0.003968254,1.5631874
0.004761905,1.5989882
0.0055555557,1.6292567
0.0063492064,1.6554763
0.007142857,1.6786034
0.007936508,1.6992913
0.008730159,1.7180057
0.00952381,1.7350905
0.010317461,1.750807
0.011111111,1.7653583
0.011904762,1.7789052
0.012698413,1.7915773
0.013492064,1.803481
0.014285714,1.8147041
0.015079365,1.8253202
0.015873017,1.8353916
0.016666668,1.8449717
0.017460318,1.854106
0.018253969,1.862834
0.01904762,1.8711907
0.01984127,1.8792061
0.020634921,1.886907
0.021428572,1.8943174
0.022222223,1.9014581
0.023015874,1.9083483
0.023809524,1.915005
0.024603175,1.9214432
0.025396826,1.8940359
0.026190476,1.832938
0.026984127,1.7718401
0.027777778,1.7107421
0.028571429,1.6496441
0.02936508,1.5885463
0.03015873,1.5274483
0.030952381,1.4663503
0.031746034,1.4052525
0.032539684,1.3441545
0.033333335,1.2830566
0.034126986,1.2219586
0.034920637,1.1608607
0.035714287,1.0997628
0.036507938,1.0386648
0.03730159,0.9775669
0.03809524,0.916469
0.03888889,0.85537106
0.03968254,0.79427314
0.04047619,0.73317516
0.041269843,0.67207724
0.042063493,0.6109793
0.042857144,0.5498814
0.043650795,0.48878345
0.044444446,0.42768553
0.045238096,0.36658758
0.046031747,0.30548966
0.046825398,0.24439172
0.04761905,0.18329379
0.0484127,0.12219586
0.04920635,0.06109793
0.05,0.0
