y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.0344809
0.0015873016,1.1424332
0.0023809525,1.2055159
0.0031746032,1.2502657
0.003968254,1.2849742
0.004761905,1.3133323
0.0055555557,1.3373083
0.0063492064,1.358077
0.007142857,1.3763963
0.007936508,1.3927833
0.008730159,1.4076072
0.00952381,1.4211402
0.010317461,1.4335893
0.011111111,1.4451156
0.011904762,1.4558461
0.012698413,1.4658839
0.013492064,1.4753128
0.014285714,1.4842027
0.015079365,1.4926119
0.015873017,1.5005896
0.016666668,1.508178
0.017460318,1.5154133
0.018253969,1.522327
0.01904762,1.5289463
0.01984127,1.5352954
0.020634921,1.5413953
0.021428572,1.5472652
0.022222223,1.5529214
0.023015874,1.5583792
0.023809524,1.5636519
0.024603175,1.5687517
0.025396826,1.5462999
0.026190476,1.4964193
0.026984127,1.4465387
0.027777778,1.3966581
0.028571429,1.3467773
0.02936508,1.2968967
0.03015873,1.2470161
0.030952381,1.1971354
0.031746034,1.1472548
0.032539684,1.0973742
0.033333335,1.0474935
0.034126986,0.9976129
0.034920637,0.9477322
0.035714287,0.8978516
0.036507938,0.84797096
0.03730159,0.7980903
0.03809524,0.74820966
0.03888889,0.69832903
0.03968254,0.64844835
0.04047619,0.5985677
0.041269843,0.5486871
0.042063493,0.49880645
0.042857144,0.4489258
0.043650795,0.39904514
0.044444446,0.34916452
0.045238096,0.29928386
0.046031747,0.24940322
0.046825398,0.19952257
0.04761905,0.14964193
0.0484127,0.099761285
0.04920635,0.049880642
0.05,0.0
