y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.207377
0.0015873016,1.3301888
0.0023809525,1.4019548
0.0031746032,1.4528644
0.003968254,1.4923505
0.004761905,1.5246121
0.0055555557,1.5518883
0.0063492064,1.5755159
0.007142857,1.5963567
0.007936508,1.6149994
0.008730159,1.6318637
0.00952381,1.6472596
0.010317461,1.6614224
0.011111111,1.674535
0.011904762,1.6867427
0.012698413,1.6981622
0.013492064,1.708889
0.014285714,1.7190026
0.015079365,1.7285693
0.015873017,1.7376451
0.016666668,1.746278
0.017460318,1.7545092
0.018253969,1.7623745
0.01904762,1.769905
0.01984127,1.777128
0.020634921,1.7840677
0.021428572,1.7907455
0.022222223,1.7971803
0.023015874,1.8033894
0.023809524,1.8093879
0.024603175,1.8151897
0.025396826,1.7891634
0.026190476,1.7314484
0.026984127,1.6737335
0.027777778,1.6160185
0.028571429,1.5583035
0.02936508,1.5005885
0.03015873,1.4428736
0.030952381,1.3851587
0.031746034,1.3274437
0.032539684,1.2697288
0.033333335,1.2120138
0.034126986,1.1542989
0.034920637,1.096584
0.035714287,1.038869
0.036507938,0.9811541
0.03730159,0.92343915
0.03809524,0.8657242
0.03888889,0.80800927
0.03968254,0.75029427
0.04047619,0.6925793
0.041269843,0.6348644
0.042063493,0.57714945
0.042857144,0.5194345
0.043650795,0.46171957
0.044444446,0.40400463
0.045238096,0.34628966
0.046031747,0.28857473
0.046825398,0.23085979
0.04761905,0.17314483
0.0484127,0.11542989
0.04920635,0.057714947
0.05,0.0
