y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.12570986
0.0015873016,0.14593628
0.0023809525,0.15775573
0.0031746032,0.16614026
0.003968254,0.1726434
0.004761905,0.17795669
0.0055555557,0.18244894
0.0063492064,0.18634026
0.007142857,0.18977262
0.007936508,0.19284298
0.008730159,0.19562043
0.00952381,0.19815604
0.010317461,0.20048857
0.011111111,0.20264816
0.011904762,0.20465869
0.012698413,0.2065394
0.013492064,0.20830606
0.014285714,0.20997171
0.015079365,0.21154729
0.015873017,0.21304202
0.016666668,0.21446382
0.017460318,0.21581945
0.018253969,0.21711482
0.01904762,0.21835504
0.01984127,0.21954463
0.020634921,0.22068757
0.021428572,0.22178735
0.022222223,0.22284713
0.023015874,0.22386973
0.023809524,0.22485766
0.024603175,0.22581318
0.025396826,0.2226877
0.026190476,0.21550423
0.026984127,0.20832075
0.027777778,0.20113727
0.028571429,0.19395381
0.02936508,0.18677033
0.03015873,0.17958686
0.030952381,0.17240338
0.031746034,0.1652199
0.032539684,0.15803644
0.033333335,0.15085296
0.034126986,0.14366949
0.034920637,0.13648601
0.035714287,0.12930253
0.036507938,0.12211906
0.03730159,0.11493559
0.03809524,0.107752115
0.03888889,0.10056864
0.03968254,0.09338517
0.04047619,0.08620169
0.041269843,0.07901822
0.042063493,0.07183474
0.042857144,0.064651266
0.043650795,0.057467796
0.044444446,0.05028432
0.045238096,0.043100845
0.046031747,0.03591737
0.046825398,0.028733898
0.04761905,0.021550423
0.0484127,0.014366949
0.04920635,0.0071834745
0.05,0.0
