y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.75943613
0.0015873016,0.8422502
0.0023809525,0.89064324
0.0031746032,0.92497253
0.003968254,0.95159864
0.004761905,0.97335315
0.0055555557,0.991746
0.0063492064,1.0076785
0.007142857,1.0217317
0.007936508,1.0343028
0.008730159,1.0456748
0.00952381,1.0560565
0.010317461,1.0656067
0.011111111,1.0744488
0.011904762,1.0826806
0.012698413,1.0903809
0.013492064,1.0976143
0.014285714,1.104434
0.015079365,1.110885
0.015873017,1.117005
0.016666668,1.1228263
0.017460318,1.1283767
0.018253969,1.1336805
0.01904762,1.1387583
0.01984127,1.143629
0.020634921,1.1483085
0.021428572,1.1528114
0.022222223,1.1571506
0.023015874,1.1613374
0.023809524,1.1653824
0.024603175,1.1692946
0.025396826,1.1526132
0.026190476,1.115432
0.026984127,1.078251
0.027777778,1.0410699
0.028571429,1.0038888
0.02936508,0.96670777
0.03015873,0.9295267
0.030952381,0.8923456
0.031746034,0.8551646
0.032539684,0.8179835
0.033333335,0.7808024
0.034126986,0.74362135
0.034920637,0.70644027
0.035714287,0.66925925
0.036507938,0.6320782
0.03730159,0.5948971
0.03809524,0.557716
0.03888889,0.52053493
0.03968254,0.48335388
0.04047619,0.4461728
0.041269843,0.40899175
0.042063493,0.37181067
0.042857144,0.33462963
0.043650795,0.29744855
0.044444446,0.26026747
0.045238096,0.2230864
0.046031747,0.18590534
0.046825398,0.14872427
0.04761905,0.1115432
0.0484127,0.07436214
0.04920635,0.03718107
0.05,0.0
