y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.7881238
0.0015873016,0.88065434
0.0023809525,0.9347252
0.0031746032,0.97308224
0.003968254,1.0028324
0.004761905,1.0271393
0.0055555557,1.0476902
0.0063492064,1.0654919
0.007142857,1.0811942
0.007936508,1.0952401
0.008730159,1.1079463
0.00952381,1.119546
0.010317461,1.1302168
0.011111111,1.1400963
0.011904762,1.1492939
0.012698413,1.1578977
0.013492064,1.1659797
0.014285714,1.1735997
0.015079365,1.1808075
0.015873017,1.1876456
0.016666668,1.1941499
0.017460318,1.2003516
0.018253969,1.2062775
0.01904762,1.2119513
0.01984127,1.2173933
0.020634921,1.2226219
0.021428572,1.2276531
0.022222223,1.2325014
0.023015874,1.2371794
0.023809524,1.241699
0.024603175,1.2460703
0.025396826,1.2283905
0.026190476,1.188765
0.026984127,1.1491395
0.027777778,1.109514
0.028571429,1.0698885
0.02936508,1.030263
0.03015873,0.9906375
0.030952381,0.951012
0.031746034,0.9113865
0.032539684,0.871761
0.033333335,0.8321355
0.034126986,0.79251
0.034920637,0.7528845
0.035714287,0.713259
0.036507938,0.6736335
0.03730159,0.634008
0.03809524,0.5943825
0.03888889,0.554757
0.03968254,0.5151315
0.04047619,0.475506
0.041269843,0.4358805
0.042063493,0.396255
0.042857144,0.3566295
0.043650795,0.317004
0.044444446,0.2773785
0.045238096,0.237753
0.046031747,0.1981275
0.046825398,0.158502
0.04761905,0.1188765
0.0484127,0.079251
0.04920635,0.0396255
0.05,0.0
