y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.2363133
0.0015873016,1.3752944
0.0023809525,1.456509
0.0031746032,1.5141214
0.003968254,1.5588062
0.004761905,1.5953151
0.0055555557,1.6261826
0.0063492064,1.652921
0.007142857,1.6765057
0.007936508,1.6976027
0.008730159,1.7166874
0.00952381,1.7341104
0.010317461,1.7501378
0.011111111,1.7649769
0.011904762,1.7787918
0.012698413,1.7917147
0.013492064,1.8038539
0.014285714,1.815299
0.015079365,1.8261251
0.015873017,1.8363959
0.016666668,1.8461654
0.017460318,1.8554803
0.018253969,1.8643812
0.01904762,1.8729031
0.01984127,1.881077
0.020634921,1.8889304
0.021428572,1.8964874
0.022222223,1.9037695
0.023015874,1.9107959
0.023809524,1.9175842
0.024603175,1.9241499
0.025396826,1.8967608
0.026190476,1.835575
0.026984127,1.7743891
0.027777778,1.7132033
0.028571429,1.6520175
0.02936508,1.5908316
0.03015873,1.5296458
0.030952381,1.46846
0.031746034,1.4072741
0.032539684,1.3460883
0.033333335,1.2849025
0.034126986,1.2237166
0.034920637,1.1625308
0.035714287,1.101345
0.036507938,1.0401591
0.03730159,0.9789733
0.03809524,0.9177875
0.03888889,0.85660166
0.03968254,0.7954158
0.04047619,0.73423
0.041269843,0.67304415
0.042063493,0.6118583
0.042857144,0.5506725
0.043650795,0.48948666
0.044444446,0.42830083
0.045238096,0.367115
0.046031747,0.30592915
0.046825398,0.24474333
0.04761905,0.1835575
0.0484127,0.122371666
0.04920635,0.061185833
0.05,0.0
