y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.8726449
0.0015873016,0.97335196
0.0023809525,1.0322008
0.0031746032,1.0739473
0.003968254,1.1063263
0.004761905,1.1327811
0.0055555557,1.155148
0.0063492064,1.1745229
0.007142857,1.1916126
0.007936508,1.2068998
0.008730159,1.2207288
0.00952381,1.2333535
0.010317461,1.2449672
0.011111111,1.2557197
0.011904762,1.2657301
0.012698413,1.2750942
0.013492064,1.2838904
0.014285714,1.2921836
0.015079365,1.3000283
0.015873017,1.3074707
0.016666668,1.3145497
0.017460318,1.3212994
0.018253969,1.327749
0.01904762,1.333924
0.01984127,1.3398471
0.020634921,1.3455377
0.021428572,1.3510135
0.022222223,1.3562902
0.023015874,1.3613816
0.023809524,1.3663005
0.024603175,1.3710581
0.025396826,1.3515799
0.026190476,1.3079805
0.026984127,1.2643812
0.027777778,1.2207818
0.028571429,1.1771824
0.02936508,1.1335832
0.03015873,1.0899838
0.030952381,1.0463845
0.031746034,1.0027851
0.032539684,0.9591857
0.033333335,0.9155864
0.034126986,0.87198704
0.034920637,0.8283877
0.035714287,0.7847883
0.036507938,0.741189
0.03730159,0.69758964
0.03809524,0.65399027
0.03888889,0.6103909
0.03968254,0.5667916
0.04047619,0.5231922
0.041269843,0.47959286
0.042063493,0.43599352
0.042857144,0.39239416
0.043650795,0.34879482
0.044444446,0.30519545
0.045238096,0.2615961
0.046031747,0.21799676
0.046825398,0.17439741
0.04761905,0.13079806
0.0484127,0.087198704
0.04920635,0.043599352
0.05,0.0
