y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.2575495
0.0015873016,1.3984219
0.0023809525,1.4807417
0.0031746032,1.5391381
0.003968254,1.5844309
0.004761905,1.6214367
0.0055555557,1.6527243
0.0063492064,1.6798264
0.007142857,1.7037321
0.007936508,1.7251164
0.008730159,1.7444607
0.00952381,1.7621206
0.010317461,1.7783662
0.011111111,1.7934072
0.011904762,1.8074101
0.012698413,1.8205088
0.013492064,1.8328133
0.014285714,1.8444141
0.015079365,1.8553877
0.015873017,1.8657981
0.016666668,1.8757006
0.017460318,1.8851423
0.018253969,1.8941642
0.01904762,1.9028021
0.01984127,1.9110874
0.020634921,1.9190476
0.021428572,1.9267074
0.022222223,1.9340886
0.023015874,1.9412106
0.023809524,1.9480913
0.024603175,1.9547464
0.025396826,1.9269145
0.026190476,1.864756
0.026984127,1.8025974
0.027777778,1.7404389
0.028571429,1.6782804
0.02936508,1.6161218
0.03015873,1.5539633
0.030952381,1.4918047
0.031746034,1.4296463
0.032539684,1.3674877
0.033333335,1.3053292
0.034126986,1.2431706
0.034920637,1.1810122
0.035714287,1.1188536
0.036507938,1.056695
0.03730159,0.9945365
0.03809524,0.932378
0.03888889,0.87021947
0.03968254,0.8080609
0.04047619,0.74590236
0.041269843,0.68374383
0.042063493,0.6215853
0.042857144,0.5594268
0.043650795,0.49726826
0.044444446,0.43510973
0.045238096,0.37295118
0.046031747,0.31079265
0.046825398,0.24863413
0.04761905,0.18647559
0.0484127,0.124317065
0.04920635,0.062158532
0.05,0.0
