y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.5149863
0.0015873016,0.57819057
0.0023809525,0.6151244
0.0031746032,0.6413247
0.003968254,0.66164595
0.004761905,0.6782491
0.0055555557,0.6922867
0.0063492064,0.70444643
0.007142857,0.71517205
0.007936508,0.7247664
0.008730159,0.73344547
0.00952381,0.74136883
0.010317461,0.74865764
0.011111111,0.755406
0.011904762,0.7616886
0.012698413,0.7675655
0.013492064,0.7730861
0.014285714,0.7782909
0.015079365,0.78321433
0.015873017,0.7878851
0.016666668,0.792328
0.017460318,0.79656416
0.018253969,0.800612
0.01904762,0.80448747
0.01984127,0.80820477
0.020634921,0.8117762
0.021428572,0.8152129
0.022222223,0.81852454
0.023015874,0.82172
0.023809524,0.82480705
0.024603175,0.82779294
0.025396826,0.81608725
0.026190476,0.78976184
0.026984127,0.76343644
0.027777778,0.73711103
0.028571429,0.7107857
0.02936508,0.6844603
0.03015873,0.6581349
0.030952381,0.6318095
0.031746034,0.60548407
0.032539684,0.57915866
0.033333335,0.5528333
0.034126986,0.5265079
0.034920637,0.5001825
0.035714287,0.4738571
0.036507938,0.4475317
0.03730159,0.42120633
0.03809524,0.39488092
0.03888889,0.36855552
0.03968254,0.34223014
0.04047619,0.31590474
0.041269843,0.28957933
0.042063493,0.26325396
0.042857144,0.23692855
0.043650795,0.21060316
0.044444446,0.18427776
0.045238096,0.15795237
0.046031747,0.13162698
0.046825398,0.10530158
0.04761905,0.078976184
0.0484127,0.05265079
0.04920635,0.026325395
0.05,0.0
