y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.3669622
0.0015873016,1.5137
0.0023809525,1.5994473
0.0031746032,1.660275
0.003968254,1.7074536
0.004761905,1.7460003
0.0055555557,1.7785904
0.0063492064,1.8068211
0.007142857,1.831722
0.007936508,1.8539966
0.008730159,1.8741465
0.00952381,1.8925418
0.010317461,1.9094636
0.011111111,1.925131
0.011904762,1.9397168
0.012698413,1.953361
0.013492064,1.9661777
0.014285714,1.9782616
0.015079365,1.989692
0.015873017,2.000536
0.016666668,2.0108507
0.017460318,2.0206854
0.018253969,2.0300832
0.01904762,2.0390806
0.01984127,2.047711
0.020634921,2.0560024
0.021428572,2.0639813
0.022222223,2.0716696
0.023015874,2.0790884
0.023809524,2.0862556
0.024603175,2.0931876
0.025396826,2.0632913
0.026190476,1.9967335
0.026984127,1.9301758
0.027777778,1.863618
0.028571429,1.7970601
0.02936508,1.7305024
0.03015873,1.6639446
0.030952381,1.5973868
0.031746034,1.5308291
0.032539684,1.4642713
0.033333335,1.3977134
0.034126986,1.3311557
0.034920637,1.2645979
0.035714287,1.1980401
0.036507938,1.1314824
0.03730159,1.0649246
0.03809524,0.9983668
0.03888889,0.931809
0.03968254,0.8652512
0.04047619,0.7986934
0.041269843,0.73213565
0.042063493,0.6655778
0.042857144,0.59902006
0.043650795,0.5324623
0.044444446,0.4659045
0.045238096,0.3993467
0.046031747,0.3327889
0.046825398,0.26623115
0.04761905,0.19967335
0.0484127,0.13311557
0.04920635,0.06655779
0.05,0.0
