y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.1700093
0.0015873016,1.2946469
0.0023809525,1.3674797
0.0031746032,1.4191462
0.003968254,1.4592192
0.004761905,1.4919604
0.0055555557,1.5196421
0.0063492064,1.543621
0.007142857,1.5647717
0.007936508,1.5836915
0.008730159,1.6008065
0.00952381,1.6164312
0.010317461,1.6308047
0.011111111,1.6441122
0.011904762,1.6565013
0.012698413,1.6680906
0.013492064,1.6789769
0.014285714,1.6892409
0.015079365,1.6989497
0.015873017,1.7081605
0.016666668,1.7169217
0.017460318,1.7252753
0.018253969,1.7332575
0.01904762,1.7408999
0.01984127,1.7482303
0.020634921,1.7552732
0.021428572,1.7620503
0.022222223,1.7685808
0.023015874,1.7748821
0.023809524,1.7809699
0.024603175,1.7868578
0.025396826,1.7613226
0.026190476,1.7045058
0.026984127,1.6476889
0.027777778,1.590872
0.028571429,1.5340552
0.02936508,1.4772383
0.03015873,1.4204215
0.030952381,1.3636045
0.031746034,1.3067877
0.032539684,1.2499709
0.033333335,1.193154
0.034126986,1.1363372
0.034920637,1.0795203
0.035714287,1.0227034
0.036507938,0.9658866
0.03730159,0.9090697
0.03809524,0.8522529
0.03888889,0.795436
0.03968254,0.73861915
0.04047619,0.6818023
0.041269843,0.62498546
0.042063493,0.5681686
0.042857144,0.5113517
0.043650795,0.45453486
0.044444446,0.397718
0.045238096,0.34090114
0.046031747,0.2840843
0.046825398,0.22726743
0.04761905,0.17045057
0.0484127,0.113633715
0.04920635,0.056816857
0.05,0.0
