y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.78070253
0.0015873016,0.86877406
0.0023809525,0.9202393
0.0031746032,0.95674795
0.003968254,0.98506445
0.004761905,1.0081999
0.0055555557,1.0277605
0.0063492064,1.0447044
0.007142857,1.05965
0.007936508,1.0730191
0.008730159,1.0851129
0.00952381,1.0961537
0.010317461,1.1063102
0.011111111,1.1157137
0.011904762,1.1244681
0.012698413,1.1326573
0.013492064,1.1403499
0.014285714,1.1476026
0.015079365,1.154463
0.015873017,1.1609715
0.016666668,1.1671624
0.017460318,1.1730652
0.018253969,1.1787056
0.01904762,1.1841059
0.01984127,1.1892858
0.020634921,1.1942624
0.021428572,1.1990511
0.022222223,1.2036657
0.023015874,1.2081184
0.023809524,1.2124201
0.024603175,1.2165807
0.025396826,1.199268
0.026190476,1.160582
0.026984127,1.1218958
0.027777778,1.0832098
0.028571429,1.0445237
0.02936508,1.0058377
0.03015873,0.9671516
0.030952381,0.92846555
0.031746034,0.88977945
0.032539684,0.8510934
0.033333335,0.8124073
0.034126986,0.7737213
0.034920637,0.7350352
0.035714287,0.69634914
0.036507938,0.65766305
0.03730159,0.618977
0.03809524,0.580291
0.03888889,0.5416049
0.03968254,0.50291884
0.04047619,0.46423277
0.041269843,0.4255467
0.042063493,0.38686064
0.042857144,0.34817457
0.043650795,0.3094885
0.044444446,0.27080244
0.045238096,0.23211639
0.046031747,0.19343032
0.046825398,0.15474425
0.04761905,0.11605819
0.0484127,0.07737213
0.04920635,0.038686063
0.05,0.0
