y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.4639755
0.0015873016,1.6139643
0.0023809525,1.7016114
0.0031746032,1.7637868
0.003968254,1.8120108
0.004761905,1.8514115
0.0055555557,1.8847237
0.0063492064,1.9135797
0.007142857,1.9390324
0.007936508,1.9618006
0.008730159,1.9823968
0.00952381,2.0011997
0.010317461,2.0184965
0.011111111,2.0345109
0.011904762,2.0494199
0.012698413,2.0633664
0.013492064,2.076467
0.014285714,2.0888188
0.015079365,2.1005023
0.015873017,2.1115866
0.016666668,2.12213
0.017460318,2.1321826
0.018253969,2.1417882
0.01904762,2.1509852
0.01984127,2.1598065
0.020634921,2.168282
0.021428572,2.1764374
0.022222223,2.1842964
0.023015874,2.1918793
0.023809524,2.1992052
0.024603175,2.206291
0.025396826,2.174673
0.026190476,2.1045225
0.026984127,2.0343716
0.027777778,1.9642209
0.028571429,1.8940701
0.02936508,1.8239194
0.03015873,1.7537687
0.030952381,1.683618
0.031746034,1.6134672
0.032539684,1.5433164
0.033333335,1.4731656
0.034126986,1.4030149
0.034920637,1.3328642
0.035714287,1.2627134
0.036507938,1.1925627
0.03730159,1.122412
0.03809524,1.0522612
0.03888889,0.98211044
0.03968254,0.9119597
0.04047619,0.841809
0.041269843,0.7716582
0.042063493,0.70150745
0.042857144,0.6313567
0.043650795,0.561206
0.044444446,0.49105522
0.045238096,0.4209045
0.046031747,0.35075372
0.046825398,0.280603
0.04761905,0.21045224
0.0484127,0.1403015
0.04920635,0.07015075
0.05,0.0
