y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.14634416
0.0015873016,0.16784103
0.0023809525,0.1804029
0.0031746032,0.18931408
0.003968254,0.19622569
0.004761905,0.20187272
0.0055555557,0.20664714
0.0063492064,0.21078289
0.007142857,0.21443085
0.007936508,0.21769404
0.008730159,0.22064596
0.00952381,0.22334085
0.010317461,0.22581989
0.011111111,0.22811513
0.011904762,0.23025194
0.012698413,0.2322508
0.013492064,0.23412842
0.014285714,0.23589869
0.015079365,0.23757324
0.015873017,0.23916185
0.016666668,0.24067296
0.017460318,0.24211374
0.018253969,0.24349047
0.01904762,0.2448086
0.01984127,0.24607292
0.020634921,0.24728763
0.021428572,0.2484565
0.022222223,0.24958286
0.023015874,0.2506697
0.023809524,0.25171965
0.024603175,0.2527352
0.025396826,0.2492112
0.026190476,0.24117213
0.026984127,0.23313306
0.027777778,0.22509399
0.028571429,0.21705492
0.02936508,0.20901586
0.03015873,0.20097679
0.030952381,0.19293772
0.031746034,0.18489864
0.032539684,0.17685957
0.033333335,0.1688205
0.034126986,0.16078143
0.034920637,0.15274236
0.035714287,0.14470328
0.036507938,0.13666421
0.03730159,0.12862514
0.03809524,0.12058607
0.03888889,0.112546995
0.03968254,0.10450793
0.04047619,0.09646886
0.041269843,0.088429786
0.042063493,0.080390714
0.042857144,0.07235164
0.043650795,0.06431257
0.044444446,0.056273498
0.045238096,0.04823443
0.046031747,0.040195357
0.046825398,0.032156285
0.04761905,0.024117215
0.0484127,0.016078142
0.04920635,0.008039071
0.05,0.0
