y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.36963397
0.0015873016,0.4193428
0.0023809525,0.44839048
0.0031746032,0.46899647
0.003968254,0.48497868
0.004761905,0.4980367
0.0055555557,0.50907695
0.0063492064,0.51864034
0.007142857,0.52707577
0.007936508,0.53462154
0.008730159,0.54144746
0.00952381,0.547679
0.010317461,0.5534115
0.011111111,0.5587189
0.011904762,0.56366
0.012698413,0.5682821
0.013492064,0.5726239
0.014285714,0.57671744
0.015079365,0.5805896
0.015873017,0.5842631
0.016666668,0.5877573
0.017460318,0.59108895
0.018253969,0.59427243
0.01904762,0.59732044
0.01984127,0.60024405
0.020634921,0.6030529
0.021428572,0.60575575
0.022222223,0.6083603
0.023015874,0.61087346
0.023809524,0.6133014
0.024603175,0.6156497
0.025396826,0.6070052
0.026190476,0.5874244
0.026984127,0.56784356
0.027777778,0.5482628
0.028571429,0.52868193
0.02936508,0.50910115
0.03015873,0.4895203
0.030952381,0.4699395
0.031746034,0.4503587
0.032539684,0.43077788
0.033333335,0.41119707
0.034126986,0.39161626
0.034920637,0.37203544
0.035714287,0.35245463
0.036507938,0.33287382
0.03730159,0.313293
0.03809524,0.2937122
0.03888889,0.2741314
0.03968254,0.25455058
0.04047619,0.23496975
0.041269843,0.21538894
0.042063493,0.19580813
0.042857144,0.17622732
0.043650795,0.1566465
0.044444446,0.1370657
0.045238096,0.117484875
0.046031747,0.097904064
0.046825398,0.07832325
0.04761905,0.058742438
0.0484127,0.039161626
0.04920635,0.019580813
0.05,0.0
