y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.3315561
0.0015873016,1.4720136
0.0023809525,1.554091
0.0031746032,1.6123154
0.003968254,1.6574749
0.004761905,1.6943717
0.0055555557,1.7255671
0.0063492064,1.7525895
0.007142857,1.7764248
0.007936508,1.7977461
0.008730159,1.8170334
0.00952381,1.8346413
0.010317461,1.8508391
0.011111111,1.8658359
0.011904762,1.8797975
0.012698413,1.8928577
0.013492064,1.9051259
0.014285714,1.9166926
0.015079365,1.9276338
0.015873017,1.9380136
0.016666668,1.947887
0.017460318,1.9573008
0.018253969,1.9662962
0.01904762,1.9749086
0.01984127,1.9831694
0.020634921,1.9911063
0.021428572,1.9987434
0.022222223,2.0061028
0.023015874,2.013204
0.023809524,2.0200644
0.024603175,2.0266998
0.025396826,1.9977164
0.026190476,1.933274
0.026984127,1.8688315
0.027777778,1.8043891
0.028571429,1.7399466
0.02936508,1.6755041
0.03015873,1.6110617
0.030952381,1.5466192
0.031746034,1.4821768
0.032539684,1.4177343
0.033333335,1.3532917
0.034126986,1.2888494
0.034920637,1.2244068
0.035714287,1.1599644
0.036507938,1.0955219
0.03730159,1.0310794
0.03809524,0.966637
0.03888889,0.90219456
0.03968254,0.83775204
0.04047619,0.7733096
0.041269843,0.70886713
0.042063493,0.6444247
0.042857144,0.5799822
0.043650795,0.5155397
0.044444446,0.45109728
0.045238096,0.3866548
0.046031747,0.32221234
0.046825398,0.25776985
0.04761905,0.1933274
0.0484127,0.12888493
0.04920635,0.06444246
0.05,0.0
