y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.5568455
0.0015873016,0.6220256
0.0023809525,0.6601141
0.0031746032,0.6871335
0.003968254,0.70809
0.004761905,0.7252122
0.0055555557,0.7396886
0.0063492064,0.7522285
0.007142857,0.7632894
0.007936508,0.77318364
0.008730159,0.78213406
0.00952381,0.79030514
0.010317461,0.7978218
0.011111111,0.80478114
0.011904762,0.8112601
0.012698413,0.81732076
0.013492064,0.82301384
0.014285714,0.8283815
0.015079365,0.8334588
0.015873017,0.8382756
0.016666668,0.84285736
0.017460318,0.84722596
0.018253969,0.8514003
0.01904762,0.855397
0.01984127,0.85923046
0.020634921,0.86291355
0.021428572,0.86645764
0.022222223,0.86987287
0.023015874,0.8731682
0.023809524,0.8763518
0.024603175,0.879431
0.025396826,0.86695045
0.026190476,0.8389843
0.026984127,0.81101817
0.027777778,0.783052
0.028571429,0.7550859
0.02936508,0.72711974
0.03015873,0.6991536
0.030952381,0.67118746
0.031746034,0.6432213
0.032539684,0.6152552
0.033333335,0.58728904
0.034126986,0.5593229
0.034920637,0.53135675
0.035714287,0.5033906
0.036507938,0.47542444
0.03730159,0.4474583
0.03809524,0.41949216
0.03888889,0.391526
0.03968254,0.36355987
0.04047619,0.33559373
0.041269843,0.3076276
0.042063493,0.27966145
0.042857144,0.2516953
0.043650795,0.22372915
0.044444446,0.195763
0.045238096,0.16779687
0.046031747,0.13983072
0.046825398,0.111864574
0.04761905,0.08389843
0.0484127,0.055932287
0.04920635,0.027966144
0.05,0.0
