y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.17219529
0.0015873016,0.19756928
0.0023809525,0.21239676
0.0031746032,0.22291513
0.003968254,0.23107329
0.004761905,0.2377388
0.0055555557,0.24337432
0.0063492064,0.24825597
0.007142857,0.25256187
0.007936508,0.2564136
0.008730159,0.25989792
0.00952381,0.26307884
0.010317461,0.266005
0.011111111,0.2687142
0.011904762,0.2712364
0.012698413,0.27359575
0.013492064,0.27581203
0.014285714,0.2779016
0.015079365,0.27987814
0.015873017,0.28175327
0.016666668,0.2835369
0.017460318,0.28523755
0.018253969,0.28686258
0.01904762,0.28841844
0.01984127,0.2899108
0.020634921,0.29134458
0.021428572,0.29272428
0.022222223,0.29405376
0.023015874,0.2953366
0.023809524,0.29657596
0.024603175,0.29777467
0.025396826,0.29362372
0.026190476,0.284152
0.026984127,0.27468026
0.027777778,0.2652085
0.028571429,0.2557368
0.02936508,0.24626505
0.03015873,0.23679332
0.030952381,0.2273216
0.031746034,0.21784987
0.032539684,0.20837812
0.033333335,0.19890639
0.034126986,0.18943466
0.034920637,0.17996293
0.035714287,0.17049119
0.036507938,0.16101946
0.03730159,0.15154773
0.03809524,0.142076
0.03888889,0.13260426
0.03968254,0.12313253
0.04047619,0.1136608
0.041269843,0.10418906
0.042063493,0.09471733
0.042857144,0.085245594
0.043650795,0.075773865
0.044444446,0.06630213
0.045238096,0.0568304
0.046031747,0.047358666
0.046825398,0.037886932
0.04761905,0.0284152
0.0484127,0.018943466
0.04920635,0.009471733
0.05,0.0
