y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.38422242
0.0015873016,0.43229768
0.0023809525,0.46039078
0.0031746032,0.4803196
0.003968254,0.4957766
0.004761905,0.5084055
0.0055555557,0.5190829
0.0063492064,0.52833205
0.007142857,0.53649026
0.007936508,0.543788
0.008730159,0.55038965
0.00952381,0.55641645
0.010317461,0.5619605
0.011111111,0.56709355
0.011904762,0.5718723
0.012698413,0.57634246
0.013492064,0.58054155
0.014285714,0.58450055
0.015079365,0.58824545
0.015873017,0.59179825
0.016666668,0.59517765
0.017460318,0.59839976
0.018253969,0.6014787
0.01904762,0.6044265
0.01984127,0.607254
0.020634921,0.60997057
0.021428572,0.6125846
0.022222223,0.61510354
0.023015874,0.6175341
0.023809524,0.6198823
0.024603175,0.6221534
0.025396826,0.61336863
0.026190476,0.5935825
0.026984127,0.57379645
0.027777778,0.55401033
0.028571429,0.5342243
0.02936508,0.5144382
0.03015873,0.4946521
0.030952381,0.47486603
0.031746034,0.45507994
0.032539684,0.43529385
0.033333335,0.41550776
0.034126986,0.39572167
0.034920637,0.3759356
0.035714287,0.35614952
0.036507938,0.33636343
0.03730159,0.31657735
0.03809524,0.29679126
0.03888889,0.27700517
0.03968254,0.2572191
0.04047619,0.23743302
0.041269843,0.21764693
0.042063493,0.19786084
0.042857144,0.17807476
0.043650795,0.15828867
0.044444446,0.13850258
0.045238096,0.11871651
0.046031747,0.09893042
0.046825398,0.07914434
0.04761905,0.059358254
0.0484127,0.03957217
0.04920635,0.019786084
0.05,0.0
