y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.8437997
0.0015873016,0.94124407
0.0023809525,0.9981864
0.0031746032,1.0385804
0.003968254,1.0699104
0.004761905,1.0955081
0.0055555557,1.1171503
0.0063492064,1.1358975
0.007142857,1.1524335
0.007936508,1.1672255
0.008730159,1.1806064
0.00952381,1.1928221
0.010317461,1.2040596
0.011111111,1.2144637
0.011904762,1.2241498
0.012698413,1.2332104
0.013492064,1.2417217
0.014285714,1.2497463
0.015079365,1.2573369
0.015873017,1.264538
0.016666668,1.2713878
0.017460318,1.2779188
0.018253969,1.2841594
0.01904762,1.2901344
0.01984127,1.2958655
0.020634921,1.3013718
0.021428572,1.3066702
0.022222223,1.3117759
0.023015874,1.3167025
0.023809524,1.3214619
0.024603175,1.3260654
0.025396826,1.3072274
0.026190476,1.2650588
0.026984127,1.2228901
0.027777778,1.1807215
0.028571429,1.1385529
0.02936508,1.0963843
0.03015873,1.0542157
0.030952381,1.012047
0.031746034,0.9698784
0.032539684,0.92770976
0.033333335,0.88554114
0.034126986,0.8433725
0.034920637,0.80120385
0.035714287,0.7590352
0.036507938,0.7168666
0.03730159,0.674698
0.03809524,0.6325294
0.03888889,0.59036076
0.03968254,0.54819214
0.04047619,0.5060235
0.041269843,0.46385488
0.042063493,0.42168626
0.042857144,0.3795176
0.043650795,0.337349
0.044444446,0.29518038
0.045238096,0.25301176
0.046031747,0.21084313
0.046825398,0.1686745
0.04761905,0.12650588
0.0484127,0.08433725
0.04920635,0.042168625
0.05,0.0
