y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.31077752
0.0015873016,0.3503821
0.0023809525,0.37352532
0.0031746032,0.38994274
0.003968254,0.40267628
0.004761905,0.41308004
0.0055555557,0.42187613
0.0063492064,0.42949557
0.007142857,0.43621635
0.007936508,0.4422283
0.008730159,0.44766673
0.00952381,0.45263162
0.010317461,0.45719886
0.011111111,0.46142745
0.011904762,0.4653642
0.012698413,0.46904677
0.013492064,0.472506
0.014285714,0.47576743
0.015079365,0.4788525
0.015873017,0.4817793
0.016666668,0.48456326
0.017460318,0.48721766
0.018253969,0.48975408
0.01904762,0.49218252
0.01984127,0.4945118
0.020634921,0.49674973
0.021428572,0.4989032
0.022222223,0.5009783
0.023015874,0.5029806
0.023809524,0.504915
0.024603175,0.506786
0.025396826,0.49964026
0.026190476,0.48352283
0.026984127,0.4674054
0.027777778,0.45128798
0.028571429,0.43517056
0.02936508,0.4190531
0.03015873,0.40293568
0.030952381,0.38681826
0.031746034,0.37070084
0.032539684,0.3545834
0.033333335,0.338466
0.034126986,0.32234856
0.034920637,0.30623114
0.035714287,0.2901137
0.036507938,0.27399626
0.03730159,0.25787884
0.03809524,0.24176142
0.03888889,0.22564399
0.03968254,0.20952655
0.04047619,0.19340913
0.041269843,0.1772917
0.042063493,0.16117428
0.042857144,0.14505684
0.043650795,0.12893942
0.044444446,0.112821996
0.045238096,0.096704565
0.046031747,0.08058714
0.046825398,0.06446971
0.04761905,0.048352282
0.0484127,0.032234855
0.04920635,0.016117427
0.05,0.0
