y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.8831929
0.0015873016,0.97819096
0.0023809525,1.0337038
0.0031746032,1.0730836
0.003968254,1.1036271
0.004761905,1.1285822
0.0055555557,1.1496811
0.0063492064,1.1679577
0.007142857,1.1840786
0.007936508,1.1984991
0.008730159,1.211544
0.00952381,1.2234532
0.010317461,1.2344085
0.011111111,1.2445514
0.011904762,1.2539943
0.012698413,1.2628276
0.013492064,1.2711251
0.014285714,1.2789483
0.015079365,1.2863483
0.015873017,1.2933687
0.016666668,1.3000464
0.017460318,1.3064135
0.018253969,1.3124975
0.01904762,1.3183225
0.01984127,1.3239096
0.020634921,1.3292778
0.021428572,1.3344431
0.022222223,1.3394207
0.023015874,1.3442235
0.023809524,1.3488635
0.024603175,1.3533514
0.025396826,1.3340248
0.026190476,1.2909917
0.026984127,1.2479587
0.027777778,1.2049255
0.028571429,1.1618925
0.02936508,1.1188594
0.03015873,1.0758264
0.030952381,1.0327934
0.031746034,0.9897603
0.032539684,0.9467272
0.033333335,0.90369415
0.034126986,0.86066115
0.034920637,0.8176281
0.035714287,0.774595
0.036507938,0.73156196
0.03730159,0.6885289
0.03809524,0.64549583
0.03888889,0.60246277
0.03968254,0.5594297
0.04047619,0.5163967
0.041269843,0.4733636
0.042063493,0.43033057
0.042857144,0.3872975
0.043650795,0.34426445
0.044444446,0.30123138
0.045238096,0.25819835
0.046031747,0.21516529
0.046825398,0.17213222
0.04761905,0.12909918
0.0484127,0.08606611
0.04920635,0.043033056
0.05,0.0
