y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.7491433
0.0015873016,0.8366901
0.0023809525,0.8878488
0.0031746032,0.9241399
0.003968254,0.9522877
0.004761905,0.9752854
0.0055555557,0.9947294
0.0063492064,1.0115724
0.007142857,1.0264288
0.007936508,1.0397184
0.008730159,1.0517402
0.00952381,1.0627152
0.010317461,1.0728111
0.011111111,1.0821586
0.011904762,1.0908608
0.012698413,1.0990013
0.013492064,1.106648
0.014285714,1.1138575
0.015079365,1.1206771
0.015873017,1.1271468
0.016666668,1.1333008
0.017460318,1.1391685
0.018253969,1.1447753
0.01904762,1.1501434
0.01984127,1.1552924
0.020634921,1.1602393
0.021428572,1.1649996
0.022222223,1.1695867
0.023015874,1.1740128
0.023809524,1.1782889
0.024603175,1.1824248
0.025396826,1.1656423
0.026190476,1.1280409
0.026984127,1.0904394
0.027777778,1.0528381
0.028571429,1.0152367
0.02936508,0.9776354
0.03015873,0.94003403
0.030952381,0.9024327
0.031746034,0.8648313
0.032539684,0.82723
0.033333335,0.7896286
0.034126986,0.7520272
0.034920637,0.71442586
0.035714287,0.6768245
0.036507938,0.63922316
0.03730159,0.6016218
0.03809524,0.56402045
0.03888889,0.52641904
0.03968254,0.4888177
0.04047619,0.45121634
0.041269843,0.413615
0.042063493,0.3760136
0.042857144,0.33841226
0.043650795,0.3008109
0.044444446,0.26320952
0.045238096,0.22560817
0.046031747,0.1880068
0.046825398,0.15040545
0.04761905,0.112804085
0.0484127,0.075202726
0.04920635,0.037601363
0.05,0.0
