y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.0938812
0.0015873016,1.2190839
0.0023809525,1.292247
0.0031746032,1.3441478
0.003968254,1.3844025
0.004761905,1.4172921
0.0055555557,1.4450994
0.0063492064,1.4691869
0.007142857,1.4904335
0.007936508,1.5094391
0.008730159,1.5266317
0.00952381,1.5423273
0.010317461,1.5567658
0.011111111,1.5701338
0.011904762,1.582579
0.012698413,1.5942208
0.013492064,1.6051565
0.014285714,1.6154671
0.015079365,1.62522
0.015873017,1.6344724
0.016666668,1.6432734
0.017460318,1.6516649
0.018253969,1.6596832
0.01904762,1.6673603
0.01984127,1.674724
0.020634921,1.6817987
0.021428572,1.6886065
0.022222223,1.6951666
0.023015874,1.7014965
0.023809524,1.7076118
0.024603175,1.7135266
0.025396826,1.6891681
0.026190476,1.6346788
0.026984127,1.5801896
0.027777778,1.5257002
0.028571429,1.471211
0.02936508,1.4167217
0.03015873,1.3622323
0.030952381,1.3077431
0.031746034,1.2532538
0.032539684,1.1987644
0.033333335,1.1442752
0.034126986,1.0897859
0.034920637,1.0352966
0.035714287,0.9808073
0.036507938,0.926318
0.03730159,0.87182873
0.03809524,0.8173394
0.03888889,0.7628501
0.03968254,0.70836085
0.04047619,0.65387154
0.041269843,0.5993822
0.042063493,0.54489297
0.042857144,0.49040365
0.043650795,0.43591437
0.044444446,0.38142505
0.045238096,0.32693577
0.046031747,0.27244648
0.046825398,0.21795718
0.04761905,0.16346788
0.0484127,0.10897859
0.04920635,0.054489296
0.05,0.0
