y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.53543663
0.0015873016,0.59917265
0.0023809525,0.63641727
0.0031746032,0.66283804
0.003968254,0.68333024
0.004761905,0.7000731
0.0055555557,0.71422875
0.0063492064,0.7264908
0.007142857,0.73730665
0.007936508,0.74698174
0.008730159,0.75573385
0.00952381,0.7637239
0.010317461,0.771074
0.011111111,0.7778791
0.011904762,0.78421456
0.012698413,0.7901409
0.013492064,0.79570794
0.014285714,0.8009566
0.015079365,0.80592144
0.015873017,0.8106316
0.016666668,0.8151118
0.017460318,0.81938356
0.018253969,0.82346547
0.01904762,0.82737356
0.01984127,0.8311221
0.020634921,0.83472365
0.021428572,0.8381892
0.022222223,0.8415287
0.023015874,0.84475106
0.023809524,0.8478641
0.024603175,0.8508751
0.025396826,0.8388151
0.026190476,0.81175655
0.026984127,0.78469795
0.027777778,0.7576394
0.028571429,0.73058087
0.02936508,0.7035223
0.03015873,0.6764638
0.030952381,0.64940524
0.031746034,0.6223467
0.032539684,0.5952881
0.033333335,0.56822956
0.034126986,0.541171
0.034920637,0.5141125
0.035714287,0.48705393
0.036507938,0.45999536
0.03730159,0.43293682
0.03809524,0.40587828
0.03888889,0.3788197
0.03968254,0.35176116
0.04047619,0.32470262
0.041269843,0.29764405
0.042063493,0.2705855
0.042857144,0.24352697
0.043650795,0.21646841
0.044444446,0.18940985
0.045238096,0.16235131
0.046031747,0.13529275
0.046825398,0.108234204
0.04761905,0.081175655
0.0484127,0.054117102
0.04920635,0.027058551
0.05,0.0
